Frame_Number,Track_ID,Center_X,Center_Y,Right_X,Right_Y,Angle_A_deg,A_px,Angle_B_deg,C_px,Pair_Score,Pair_Count,Binary_Threshold,Blur_Size,Min_Area_px2,Max_Area_px2,Max_Width_px,Max_Radial_Gap_px,Max_Angle_Diff_deg,Max_Center_Offset_px,Weight_Angle,Weight_Area,Weight_Center,Min_Score_Threshold,Zprime_mm,Zdoubleprime,Z_mm,Z_mm_smoothed,B_px,X_mm,X_mm_smoothed,Y_mm,Y_mm_smoothed
137,35,378,303,387,310,40.64577893693039,139.70325694127536,40.43677024576215,151.09268678529745,0.6729,5,28,3,4,5000,100,71.0,10.0,15.0,0.35,0.35,0.3,0.1,4.3556,0.0392,2.3572,2.3572,145.1749,2.7686,2.7686,-2.3678,-2.3678
137,27,178,240,155,247,163.41266144307258,98.08159868191383,163.34569362307667,122.12288892750614,0.6924,5,28,3,4,5000,100,71.0,10.0,15.0,0.35,0.35,0.3,0.1,12.1413,0.1092,6.684,7.0978,108.7899,-2.6159,-2.5377,-0.781,-0.8611
137,49,360,205,384,202,355.4519575908746,88.2779700718135,354.8978347476418,112.44554237496477,0.6983,5,28,3,4,5000,100,71.0,10.0,15.0,0.35,0.35,0.3,0.1,13.3896,0.1204,7.3778,7.3758,98.9068,2.4731,2.5250,0.2102,0.1287
138,55,142,371,104,416,129.26977829885817,205.38013535880242,129.47245984834385,264.27258654654287,0.9277,5,28,3,4,5000,100,71.0,10.0,15.0,0.35,0.35,0.3,0.1,13.945,0.1254,7.6864,7.6592,231.1339,-3.6802,-3.7136,-4.483,-4.4176
138,54,169,376,137,422,122.13082532733105,193.6620768245554,122.7352262721076,249.64975465639858,0.5867,5,28,3,4,5000,100,71.0,10.0,15.0,0.35,0.35,0.3,0.1,14.0449,0.1263,7.7419,7.7563,218.1205,-2.9386,-2.9878,-4.6178,-4.6144
138,35,378,303,387,310,40.64577893693039,139.70325694127536,40.43677024576215,151.09268678529745,0.6576,5,28,3,4,5000,100,71.0,10.0,15.0,0.35,0.35,0.3,0.1,4.3556,0.0392,2.3572,2.3572,145.1749,2.7686,2.7686,-2.3678,-2.3678
138,27,178,230,152,235,169.15969454566945,95.70788891204319,169.14989537020261,122.18428704215611,0.7475,5,28,3,4,5000,100,71.0,10.0,15.0,0.35,0.35,0.3,0.1,13.513,0.1215,7.4463,7.0931,107.3375,-2.6454,-2.6155,-0.5068,-0.6609
138,49,358,194,381,190,348.17851165939277,87.86353054595519,348.5890168732346,111.19802156513397,0.7263,5,28,3,4,5000,100,71.0,10.0,15.0,0.35,0.35,0.3,0.1,13.036,0.1172,7.1813,7.3050,98.1631,2.4131,2.4490,0.495,0.3390
139,55,140,369,102,413,130.0559255892022,205.11703976023054,130.2235776314771,263.2508309578528,0.8569,5,28,3,4,5000,100,71.0,10.0,15.0,0.35,0.35,0.3,0.1,13.8031,0.1241,7.6075,7.6354,230.5762,-3.7308,-3.7304,-4.4226,-4.3696
139,54,168,374,135,420,122.69946112100192,192.50974001333023,123.3710520057529,249.06424873915566,0.5765,5,28,3,4,5000,100,71.0,10.0,15.0,0.35,0.35,0.3,0.1,14.2429,0.1281,7.852,7.7267,217.1654,-2.9743,-3.0055,-4.5663,-4.4995
139,35,378,303,387,310,40.64577893693039,139.70325694127536,40.43677024576215,151.09268678529745,0.6976,5,28,3,4,5000,100,71.0,10.0,15.0,0.35,0.35,0.3,0.1,4.3556,0.0392,2.3572,2.3572,145.1749,2.7686,2.7686,-2.3678,-2.3678
139,27,174,229,151,233,170.15886824036562,99.46356116689167,170.15417763214742,122.8087944733601,0.6972,5,28,3,4,5000,100,71.0,10.0,15.0,0.35,0.35,0.3,0.1,11.6801,0.105,6.4277,5.9597,109.9102,-2.7175,-2.6248,-0.4715,-0.4512
139,49,356,193,379,187,347.25471052686714,86.12200647918046,346.8490513190553,109.88175462741756,0.7208,5,28,3,4,5000,100,71.0,10.0,15.0,0.35,0.35,0.3,0.1,13.4807,0.1212,7.4284,7.2513,96.5618,2.3613,2.3852,0.544,0.5246
140,55,140,366,102,410,130.6012946450045,202.82997806044352,130.6489220484261,260.9674309181128,0.9632,5,28,3,4,5000,100,71.0,10.0,15.0,0.35,0.35,0.3,0.1,13.94,0.1254,7.6836,7.6406,228.2549,-3.7297,-3.7476,-4.3472,-4.2738
140,54,167,372,134,416,123.27488798483492,191.3765920900464,124.07719528013074,246.2925090212855,0.523,5,28,3,4,5000,100,71.0,10.0,15.0,0.35,0.35,0.3,0.1,13.9536,0.1255,7.6912,7.7015,215.3893,-3.001,-3.0231,-4.4953,-4.3246
140,35,378,303,387,310,40.64577893693039,139.70325694127536,40.43677024576215,151.09268678529745,0.6684,5,28,3,4,5000,100,71.0,10.0,15.0,0.35,0.35,0.3,0.1,4.3556,0.0392,2.3572,2.3261,145.1749,2.7686,2.7662,-2.3678,-2.3679
140,27,179,225,173,225,172.04247477308286,93.90420650854784,172.51911382047632,99.84988733093293,0.712,5,28,3,4,5000,100,71.0,10.0,15.0,0.35,0.35,0.3,0.1,3.4126,0.0307,1.8332,6.3008,96.7858,-2.4068,-2.6495,-0.3259,-0.2999
140,49,356,189,378,183,344.6871816391937,87.09190547921202,344.69915442755,109.89540481748998,0.7942,5,28,3,4,5000,100,71.0,10.0,15.0,0.35,0.35,0.3,0.1,12.8735,0.1158,7.091,7.1849,97.1738,2.352,2.3437,0.6437,0.6955
141,55,138,362,100,404,131.77547739348012,201.13676938839401,131.85504253530198,257.7750957714884,0.8869,4,28,3,4,5000,100,71.0,10.0,15.0,0.35,0.35,0.3,0.1,13.7251,0.1234,7.5642,7.5888,225.9608,-3.7809,-3.7904,-4.2257,-4.1289
141,35,378,303,387,310,40.64577893693039,139.70325694127536,40.43677024576215,151.09268678529745,0.659,4,28,3,4,5000,100,71.0,10.0,15.0,0.35,0.35,0.3,0.1,4.3556,0.0392,2.3572,2.3261,145.1749,2.7686,2.7662,-2.3678,-2.3679
141,27,178,222,148,224,173.92754359279232,94.53041838477179,174.47245984834385,124.57929201917949,0.6143,4,28,3,4,5000,100,71.0,10.0,15.0,0.35,0.35,0.3,0.1,15.2511,0.1371,8.4123,5.8233,107.4944,-2.6838,-2.6507,-0.2708,-0.1565
141,49,355,186,377,179,342.60667785308794,86.97700845625813,342.5528115767178,110.06361796706484,0.7916,4,28,3,4,5000,100,71.0,10.0,15.0,0.35,0.35,0.3,0.1,13.0298,0.1172,7.1778,7.1537,97.1678,2.3265,2.3019,0.7301,0.8392
142,55,137,350,98,389,134.37040139158972,193.05180651835403,134.5103044068708,248.20354550247666,0.9421,5,28,3,4,5000,100,71.0,10.0,15.0,0.35,0.35,0.3,0.1,13.8996,0.125,7.6612,7.5365,217.181,-3.8165,-3.8259,-3.8906,-3.9691
142,54,164,356,131,395,126.86989764584402,180.0,127.61395684873274,231.01947969814148,0.5464,5,28,3,4,5000,100,71.0,10.0,15.0,0.35,0.35,0.3,0.1,13.8041,0.1241,7.6081,7.6676,202.3432,-3.0761,-3.1051,-4.0398,-4.0905
142,35,378,303,386,310,40.64577893693039,139.70325694127536,40.68397248013438,150.33296378372907,0.8399,5,28,3,4,5000,100,71.0,10.0,15.0,0.35,0.35,0.3,0.1,4.0757,0.0366,2.2017,2.3261,144.8233,2.7566,2.7662,-2.3682,-2.3679
142,27,176,209,170,209,181.78991060824606,96.04686356149273,181.68468431789628,102.04410811016969,0.9363,5,28,3,4,5000,100,71.0,10.0,15.0,0.35,0.35,0.3,0.1,3.3668,0.0303,1.8077,6.1997,98.9547,-2.482,-2.6713,0.0752,0.0068
142,49,353,174,374,164,334.86704500708663,89.47066558375433,334.7988763545249,112.72976536833562,0.7934,5,28,3,4,5000,100,71.0,10.0,15.0,0.35,0.35,0.3,0.1,12.7922,0.115,7.0458,7.1073,99.7625,2.2657,2.2652,1.0648,1.0026
143,55,134,346,95,382,135.84252426074042,192.35384061671346,136.15566589381996,245.41597340026587,0.8388,5,28,3,4,5000,100,71.0,10.0,15.0,0.35,0.35,0.3,0.1,13.4795,0.1212,7.4277,7.4997,215.6691,-3.8943,-3.8499,-3.7583,-3.8745
143,54,162,351,129,389,128.3569258974188,177.2596964907703,128.93507755455204,227.547797176769,0.5984,5,28,3,4,5000,100,71.0,10.0,15.0,0.35,0.35,0.3,0.1,13.815,0.1242,7.6142,7.5728,199.2802,-3.1255,-3.2299,-3.9037,-3.7609
143,35,378,303,387,310,40.64577893693039,139.70325694127536,40.43677024576215,151.09268678529745,0.7376,5,28,3,4,5000,100,71.0,10.0,15.0,0.35,0.35,0.3,0.1,4.3556,0.0392,2.3572,2.3261,145.1749,2.7686,2.7662,-2.3678,-2.3679
143,27,174,204,143,202,184.666858371439,98.32598842625484,184.43266846868985,129.38701635017324,0.664,5,28,3,4,5000,100,71.0,10.0,15.0,0.35,0.35,0.3,0.1,15.1692,0.1364,8.3667,6.3570,111.7381,-2.7952,-2.7004,0.2216,0.1993
143,49,351,169,371,157,331.44037952168014,89.94442728707543,330.94539590092285,113.25193155085701,0.7188,5,28,3,4,5000,100,71.0,10.0,15.0,0.35,0.35,0.3,0.1,12.756,0.1147,7.0256,7.1030,100.2614,2.204,2.2256,1.2134,1.1933
144,56,477,422,485,430,45.690277197865086,293.47061181658376,45.66465440142321,304.78352973873115,0.6407,5,28,3,4,5000,100,71.0,10.0,15.0,0.35,0.35,0.3,0.1,2.1029,0.0189,1.1053,2.1582,299.0201,5.2428,5.0549,-5.3682,-5.3241
144,55,133,341,95,376,137.13691085375726,189.63649437806004,137.1832393001825,241.29857024027308,0.9141,5,28,3,4,5000,100,71.0,10.0,15.0,0.35,0.35,0.3,0.1,13.332,0.1199,7.3457,7.4782,212.3708,-3.9079,-3.8729,-3.6235,-3.7575
144,35,378,303,387,310,40.64577893693039,139.70325694127536,40.43677024576215,151.09268678529745,0.7176,5,28,3,4,5000,100,71.0,10.0,15.0,0.35,0.35,0.3,0.1,4.3556,0.0392,2.3572,2.3261,145.1749,2.7686,2.7662,-2.3678,-2.3679
144,27,173,200,142,196,186.91122711902466,99.72462083156798,187.01650174472292,130.98091464026353,0.6807,5,28,3,4,5000,100,71.0,10.0,15.0,0.35,0.35,0.3,0.1,15.0665,0.1355,8.3097,7.4509,113.2354,-2.8205,-2.8300,0.3449,0.4470
144,49,350,164,370,150,328.3924977537511,91.58602513484249,327.68038349181984,115.96551211459379,0.6732,5,28,3,4,5000,100,71.0,10.0,15.0,0.35,0.35,0.3,0.1,13.0627,0.1175,7.1961,7.1036,102.3439,2.1779,2.1427,1.3612,1.4915
145,57,169,344,140,380,127.96502408956887,167.4305826305338,128.15722658736905,213.65392577717827,0.7381,5,28,3,4,5000,100,71.0,10.0,15.0,0.35,0.35,0.3,0.1,13.4888,0.1213,7.4329,7.4329,187.7389,-2.9052,-2.9052,-3.7087,-3.7087
145,54,154,335,119,368,133.81146139079118,170.4494059831245,134.44374777291932,218.50629281556172,0.5461,5,28,3,4,5000,100,71.0,10.0,15.0,0.35,0.35,0.3,0.1,13.7401,0.1236,7.5725,7.4543,191.509,-3.3484,-3.2882,-3.4472,-3.3446
145,35,378,303,387,310,40.64577893693039,139.70325694127536,40.43677024576215,151.09268678529745,0.6676,5,28,3,4,5000,100,71.0,10.0,15.0,0.35,0.35,0.3,0.1,4.3556,0.0392,2.3572,2.3859,145.1749,2.7686,2.7685,-2.3678,-2.3652
145,27,172,191,141,185,191.85977912094796,102.18121158021175,191.6459742484832,133.75350462698165,0.6656,5,28,3,4,5000,100,71.0,10.0,15.0,0.35,0.35,0.3,0.1,14.8816,0.1338,8.2069,7.2911,115.8549,-2.8465,-2.9443,0.5915,0.8201
145,49,349,155,369,140,323.48894388050473,95.80187889597991,323.4146817003066,120.80149005703531,0.7947,5,28,3,4,5000,100,71.0,10.0,15.0,0.35,0.35,0.3,0.1,12.8352,0.1154,7.0697,7.2017,106.859,2.1541,2.0682,1.597,1.7617
146,58,233,411,216,474,101.08828646356078,202.7856010667424,102.06488441052542,267.9178978717174,0.5911,5,28,3,4,5000,100,71.0,10.0,15.0,0.35,0.35,0.3,0.1,15.388,0.1384,8.4884,8.4884,230.8455,-1.1692,-1.1692,-5.6736,-5.6736
146,54,145,317,108,343,140.4170221138566,164.78470802838473,141.3828225263712,209.89759407863636,0.423,5,28,3,4,5000,100,71.0,10.0,15.0,0.35,0.35,0.3,0.1,13.3897,0.1204,7.3778,7.1933,184.6253,-3.5984,-3.3608,-2.9183,-2.9860
146,35,378,303,387,310,40.64577893693039,139.70325694127536,40.43677024576215,151.09268678529745,0.7032,5,28,3,4,5000,100,71.0,10.0,15.0,0.35,0.35,0.3,0.1,4.3556,0.0392,2.3572,2.4147,145.1749,2.7686,2.7684,-2.3678,-2.3626
146,27,162,172,132,162,199.98310652189997,117.04699910719626,199.6538240580533,148.66068747318505,0.7306,5,28,3,4,5000,100,71.0,10.0,15.0,0.35,0.35,0.3,0.1,13.2314,0.119,7.2898,7.7816,130.9732,-3.0924,-3.0815,1.1133,1.1909
146,49,339,138,360,118,312.15786211634435,99.82484660644363,313.11181199325904,128.76334882255898,0.6562,5,28,3,4,5000,100,71.0,10.0,15.0,0.35,0.35,0.3,0.1,14.0785,0.1266,7.7606,7.1066,112.4623,1.9137,1.9980,2.0742,2.2544
147,59,227,388,211,446,104.34222603039358,181.66177363441105,104.61090603822542,241.82018112638985,0.7106,5,28,3,4,5000,100,71.0,10.0,15.0,0.35,0.35,0.3,0.1,15.7978,0.1421,8.7161,8.7453,207.468,-1.3032,-1.2989,-5.0405,-4.8718
147,54,155,299,123,320,143.3658861240326,145.8012345626744,144.06418990812514,184.0244548966251,0.5981,5,28,3,4,5000,100,71.0,10.0,15.0,0.35,0.35,0.3,0.1,12.8878,0.1159,7.0989,7.0468,162.698,-3.2928,-3.4071,-2.4139,-2.6215
147,35,378,302,387,310,40.33314162856101,139.05394636614957,40.43677024576215,151.09268678529745,0.6926,5,28,3,4,5000,100,71.0,10.0,15.0,0.35,0.35,0.3,0.1,4.6142,0.0415,2.5009,2.4434,144.8236,2.7681,2.7683,-2.3548,-2.3600
147,27,155,146,121,129,209.42745640318972,134.33167906342868,208.79622578510924,172.30786401090347,0.5687,5,28,3,4,5000,100,71.0,10.0,15.0,0.35,0.35,0.3,0.1,13.7726,0.1238,7.5906,7.3926,150.9682,-3.3111,-3.2025,1.8409,1.5737
147,49,332,111,347,83,300.7128277151589,117.47765745025733,300.17352002964435,149.21796138535066,0.8499,5,28,3,4,5000,100,71.0,10.0,15.0,0.35,0.35,0.3,0.1,13.2352,0.119,7.2919,6.9402,131.4591,1.6699,1.9422,2.845,2.7591
148,59,227,382,211,439,104.82647997035568,175.85505395068975,105.04132947318067,235.05318547086316,0.7037,4,28,3,4,5000,100,71.0,10.0,15.0,0.35,0.35,0.3,0.1,16.0213,0.1441,8.8403,8.7111,201.1899,-1.3024,-1.2848,-4.8778,-4.7547
148,35,378,302,387,310,40.33314162856101,139.05394636614957,40.43677024576215,151.09268678529745,0.7513,4,28,3,4,5000,100,71.0,10.0,15.0,0.35,0.35,0.3,0.1,4.6142,0.0415,2.5009,2.4987,144.8236,2.7681,2.7681,-2.3548,-2.3598
148,54,147,292,120,313,147.3807569288072,148.4082207965583,146.39700805973735,182.49657531033287,0.5576,4,28,3,4,5000,100,71.0,10.0,15.0,0.35,0.35,0.3,0.1,11.4561,0.103,6.3032,6.9090,163.6966,-3.4388,-3.3965,-2.247,-2.2889
148,27,154,138,120,119,212.09259132873416,139.2838827718412,211.46005019802902,178.1937148162078,0.5403,4,28,3,4,5000,100,71.0,10.0,15.0,0.35,0.35,0.3,0.1,13.6295,0.1226,7.5111,7.2072,156.3544,-3.3369,-3.2987,2.0639,1.9626
149,59,227,376,212,430,105.34376604776386,170.06175348972502,105.38846783275899,226.10616975217638,0.7574,4,28,3,4,5000,100,71.0,10.0,15.0,0.35,0.35,0.3,0.1,15.7321,0.1415,8.6796,8.6645,194.1198,-1.2911,-1.2346,-4.6971,-4.6604
149,35,378,302,387,310,40.33314162856101,139.05394636614957,40.43677024576215,151.09268678529745,0.7583,4,28,3,4,5000,100,71.0,10.0,15.0,0.35,0.35,0.3,0.1,4.6142,0.0415,2.5009,2.5539,144.8236,2.7681,2.7679,-2.3548,-2.3596
149,54,152,287,121,305,147.9946167919165,141.50971698084905,148.37133196989194,177.341478509682,0.7165,4,28,3,4,5000,100,71.0,10.0,15.0,0.35,0.35,0.3,0.1,12.4972,0.1124,6.8818,6.6040,157.4123,-3.3573,-3.3183,-2.0813,-2.0334
149,27,148,131,120,111,213.15360586678057,148.11144452742334,213.60299194026265,182.49657531033287,0.5674,4,28,3,4,5000,100,71.0,10.0,15.0,0.35,0.35,0.3,0.1,11.5662,0.104,6.3644,7.1057,163.5159,-3.4256,-3.3222,2.2589,2.2852
150,59,229,366,214,416,105.6008378066155,159.89058759038946,105.87117861145701,212.08488866489287,0.7058,4,28,3,4,5000,100,71.0,10.0,15.0,0.35,0.35,0.3,0.1,15.6043,0.1403,8.6085,8.5368,182.3259,-1.2423,-1.1613,-4.4034,-4.4759
150,35,378,302,387,311,40.33314162856101,139.05394636614957,40.724158887371054,151.74320413119,0.5267,4,28,3,4,5000,100,71.0,10.0,15.0,0.35,0.35,0.3,0.1,4.8527,0.0436,2.6335,2.5252,145.1217,2.7676,2.7680,-2.3669,-2.3622
150,54,154,276,124,292,151.52579638992563,134.23859355639868,151.60698057861703,168.23792675850473,0.7262,4,28,3,4,5000,100,71.0,10.0,15.0,0.35,0.35,0.3,0.1,12.5001,0.1124,6.8834,6.5002,149.3274,-3.2953,-3.2625,-1.7839,-1.8458
150,27,154,121,121,98,217.63892232842204,149.01342221424215,217.05159612610825,189.20095137181525,0.5522,4,28,3,4,5000,100,71.0,10.0,15.0,0.35,0.35,0.3,0.1,13.214,0.1188,7.2802,6.8863,166.7196,-3.3275,-3.2827,2.5359,2.4877
151,59,236,362,224,410,103.49573328079582,154.2595215861893,103.62699485989154,203.73512215619573,0.7308,6,28,3,4,5000,100,71.0,10.0,15.0,0.35,0.35,0.3,0.1,15.3691,0.1382,8.4779,8.3809,175.5785,-1.0338,-1.0710,-4.283,-4.3067
151,35,378,302,387,311,40.33314162856101,139.05394636614957,40.724158887371054,151.74320413119,0.5267,6,28,3,4,5000,100,71.0,10.0,15.0,0.35,0.35,0.3,0.1,4.8527,0.0436,2.6335,2.4987,145.1217,2.7676,2.7681,-2.3669,-2.3598
151,54,155,271,131,285,153.23940084665117,131.03434664239754,152.62801936781966,158.7765725792064,0.634,6,28,3,4,5000,100,71.0,10.0,15.0,0.35,0.35,0.3,0.1,10.6454,0.0957,5.8527,6.4991,143.5776,-3.2075,-3.1731,-1.6411,-1.6720
151,60,140,258,108,272,160.78732818281438,139.7855500400524,159.90476880809518,174.63103962354458,0.4253,6,28,3,4,5000,100,71.0,10.0,15.0,0.35,0.35,0.3,0.1,12.3247,0.1108,6.7859,6.7859,155.2774,-3.6684,-3.6684,-1.3137,-1.3137
151,27,157,114,128,90,220.43677024576215,151.09268678529745,220.27201218115778,188.73261509341728,0.752,6,28,3,4,5000,100,71.0,10.0,15.0,0.35,0.35,0.3,0.1,12.3176,0.1108,6.782,6.6713,167.8281,-3.2098,-3.2258,2.7265,2.6680
151,49,337,76,353,43,295.54505604400185,150.7348665704123,295.60793148921834,187.40864441108366,0.7604,6,28,3,4,5000,100,71.0,10.0,15.0,0.35,0.35,0.3,0.1,12.0612,0.1085,6.6395,6.7791,167.083,1.8103,1.9062,3.7818,3.2492
152,59,239,357,229,401,102.82134379339892,148.70776711389354,102.81736823279518,193.82982226685345,0.7978,5,28,3,4,5000,100,71.0,10.0,15.0,0.35,0.35,0.3,0.1,14.6492,0.1317,8.0778,8.2062,168.2969,-0.937,-0.9658,-4.118,-4.1820
152,35,378,303,387,310,40.64577893693039,139.70325694127536,40.43677024576215,151.09268678529745,0.655,5,28,3,4,5000,100,71.0,10.0,15.0,0.35,0.35,0.3,0.1,4.3556,0.0392,2.3572,2.4987,145.1749,2.7686,2.7681,-2.3678,-2.3598
152,54,164,266,137,277,153.434948822922,120.74767078498864,154.29004621918875,149.83324063771698,0.5303,5,28,3,4,5000,100,71.0,10.0,15.0,0.35,0.35,0.3,0.1,11.954,0.1075,6.58,6.3754,133.7272,-3.0138,-3.0877,-1.4759,-1.5389
152,27,160,109,133,85,222.6029714699404,152.16109883935513,222.41697933136493,188.2817038376273,0.7328,5,28,3,4,5000,100,71.0,10.0,15.0,0.35,0.35,0.3,0.1,11.799,0.1061,6.4938,6.6556,168.3052,-3.1139,-3.1391,2.8533,2.8022
152,49,341,72,356,39,296.2367121953073,156.08010763707205,295.89885120689485,192.31484602078956,0.711,5,28,3,4,5000,100,71.0,10.0,15.0,0.35,0.35,0.3,0.1,11.5661,0.104,6.3644,6.5846,172.3132,1.8989,1.9262,3.8848,3.6072
153,59,242,354,233,397,101.92932217723833,145.13442045221387,101.90426571549175,189.06612599828665,0.7798,5,28,3,4,5000,100,71.0,10.0,15.0,0.35,0.35,0.3,0.1,14.6186,0.1315,8.0608,8.0315,164.2128,-0.8508,-0.8606,-4.032,-4.0866
153,35,378,302,387,309,40.33314162856101,139.05394636614957,40.14690361300763,150.4460036026215,0.7665,5,28,3,4,5000,100,71.0,10.0,15.0,0.35,0.35,0.3,0.1,4.3761,0.0394,2.3686,2.4722,144.5258,2.7686,2.7682,-2.3427,-2.3574
153,54,164,262,139,273,155.15761089454483,119.01260437449471,155.36160327538616,146.32156368765337,0.7677,5,28,3,4,5000,100,71.0,10.0,15.0,0.35,0.35,0.3,0.1,11.4458,0.1029,6.2975,6.1780,131.2617,-2.9918,-2.9955,-1.378,-1.4406
153,27,162,105,136,80,224.2079429078376,153.45683432157722,224.14490260373327,189.52572384771415,0.7701,5,28,3,4,5000,100,71.0,10.0,15.0,0.35,0.35,0.3,0.1,11.6949,0.1052,6.4359,6.3391,169.5947,-3.0524,-3.0681,2.9656,2.9020
153,49,344,66,359,32,296.25024236968886,162.78820596099706,295.7960264944999,199.92248497855363,0.6658,5,28,3,4,5000,100,71.0,10.0,15.0,0.35,0.35,0.3,0.1,11.3854,0.1024,6.264,6.2589,179.4544,1.9741,1.9652,4.0475,3.9444
154,56,456,412,477,434,47.38594403038881,271.7646040234085,47.27989253817822,302.1737910540886,0.6384,6,28,3,4,5000,100,71.0,10.0,15.0,0.35,0.35,0.3,0.1,5.8922,0.053,3.2111,2.1582,286.1636,4.8671,5.0549,-5.28,-5.3241
154,59,245,356,237,398,100.61965527615514,146.50938536489735,100.6568482469213,189.2643653728826,0.7727,6,28,3,4,5000,100,71.0,10.0,15.0,0.35,0.35,0.3,0.1,14.1604,0.1273,7.8061,7.7964,165.1648,-0.7653,-0.7800,-4.0734,-3.9597
154,35,378,302,387,310,40.33314162856101,139.05394636614957,40.43677024576215,151.09268678529745,0.7859,6,28,3,4,5000,100,71.0,10.0,15.0,0.35,0.35,0.3,0.1,4.6142,0.0415,2.5009,2.4319,144.8236,2.7681,2.7684,-2.3548,-2.3550
154,54,166,263,142,275,154.3063003406004,117.63077828527702,154.14445781119667,144.46106741956464,0.7944,6,28,3,4,5000,100,71.0,10.0,15.0,0.35,0.35,0.3,0.1,11.3843,0.1024,6.2633,6.2012,129.6726,-2.9301,-2.9057,-1.4154,-1.3137
154,27,164,106,139,82,224.46454101443547,151.32745950421557,224.34646431932217,185.98118184375537,0.7517,6,28,3,4,5000,100,71.0,10.0,15.0,0.35,0.35,0.3,0.1,11.425,0.1027,6.286,6.1826,166.8742,-2.9919,-3.0003,2.9299,3.0228
154,49,345,67,361,34,296.72289039077987,162.33915116200404,296.565051177078,199.01004999748127,0.7724,6,28,3,4,5000,100,71.0,10.0,15.0,0.35,0.35,0.3,0.1,11.2857,0.1015,6.2085,6.1163,178.8139,2.0117,2.0223,4.011,4.0893
155,59,247,351,239,391,100.19598824728679,141.23030836190935,100.44562205652511,182.0164827701052,0.7225,5,28,3,4,5000,100,71.0,10.0,15.0,0.35,0.35,0.3,0.1,14.0318,0.1262,7.7347,7.6086,159.0503,-0.7161,-0.7164,-3.9265,-3.8589
155,35,378,302,387,310,40.33314162856101,139.05394636614957,40.43677024576215,151.09268678529745,0.7408,5,28,3,4,5000,100,71.0,10.0,15.0,0.35,0.35,0.3,0.1,4.6142,0.0415,2.5009,2.4568,144.8236,2.7681,2.7683,-2.3548,-2.3508
155,54,169,259,147,269,155.47227951974193,113.21660655575224,155.4870141933307,137.38267721950973,0.8607,5,28,3,4,5000,100,71.0,10.0,15.0,0.35,0.35,0.3,0.1,10.7241,0.0964,5.8964,6.0226,124.1344,-2.8341,-2.8602,-1.2928,-1.2039
155,27,163,102,142,78,225.2616227456948,154.85799947048264,225.86805144974554,186.69761648183942,0.4923,5,28,3,4,5000,100,71.0,10.0,15.0,0.35,0.35,0.3,0.1,10.3667,0.0932,5.6978,5.9747,169.2938,-2.9727,-2.9526,3.0349,3.1392
155,49,348,63,364,31,297.02463313460794,167.26326554267678,296.9436521391923,203.03940504246953,0.7932,5,28,3,4,5000,100,71.0,10.0,15.0,0.35,0.35,0.3,0.1,10.7441,0.0966,5.9076,5.9423,183.4231,2.0882,2.0781,4.1019,4.2159
156,59,250,342,243,377,99.60520415501296,131.84839779079607,99.96835617047384,167.5291019494822,0.7269,4,28,3,4,5000,100,71.0,10.0,15.0,0.35,0.35,0.3,0.1,13.254,0.1192,7.3024,7.4217,147.5625,-0.6308,-0.6774,-3.6488,-3.7580
156,54,172,249,150,256,159.69552629003957,106.6255128944288,160.1678701497816,129.6919426949878,0.7458,4,28,3,4,5000,100,71.0,10.0,15.0,0.35,0.35,0.3,0.1,10.8547,0.0976,5.969,5.8440,117.033,-2.7589,-2.8245,-1.0066,-1.0976
156,27,168,91,145,65,229.32080495498445,159.55249919697278,229.17476989191243,194.26270872197782,0.7247,4,28,3,4,5000,100,71.0,10.0,15.0,0.35,0.35,0.3,0.1,10.9098,0.0981,5.9996,5.7911,175.205,-2.8705,-2.9270,3.3302,3.2853
156,49,350,52,366,18,295.989233583833,178.0,295.8518625420604,215.5736533067063,0.7578,4,28,3,4,5000,100,71.0,10.0,15.0,0.35,0.35,0.3,0.1,10.6168,0.0955,5.8368,5.8111,194.9933,2.1384,2.1137,4.4012,4.3171
157,59,250,341,244,375,99.67826005313395,130.86252328302402,99.74709013910746,165.38742394752995,0.7896,4,28,3,4,5000,100,71.0,10.0,15.0,0.35,0.35,0.3,0.1,12.9601,0.1165,7.1391,7.2268,146.1132,-0.6188,-0.6681,-3.614,-3.6075
157,54,166,246,150,252,162.21611155730747,111.31936040060597,161.84729411334885,128.39003076563228,0.8027,4,28,3,4,5000,100,71.0,10.0,15.0,0.35,0.35,0.3,0.1,7.9195,0.0712,4.3378,5.6929,119.2469,-2.8462,-2.8085,-0.9238,-0.9414
157,27,166,87,147,61,229.7020554233162,163.8932579455299,230.3815470521319,196.02550854416882,0.4433,4,28,3,4,5000,100,71.0,10.0,15.0,0.35,0.35,0.3,0.1,9.9282,0.0893,5.4541,5.5325,178.5251,-2.8753,-2.9318,3.4354,3.4795
157,49,352,47,367,14,295.8663567940945,183.3712082089225,295.63159765041394,219.61101975993827,0.7356,4,28,3,4,5000,100,71.0,10.0,15.0,0.35,0.35,0.3,0.1,10.0008,0.0899,5.4945,5.6316,199.8616,2.178,2.1323,4.5178,4.4638
158,59,249,338,242,371,100.3448574814752,128.08200498118384,100.68491240000272,161.8054387219416,0.7276,3,28,3,4,5000,100,71.0,10.0,15.0,0.35,0.35,0.3,0.1,12.9371,0.1163,7.1263,7.0405,142.9822,-0.656,-0.6810,-3.5275,-3.4691
