Frame_Number,Track_ID,Center_X,Center_Y,Right_X,Right_Y,Angle_A_deg,A_px,Angle_B_deg,C_px,Pair_Score,Pair_Count,Binary_Threshold,Blur_Size,Min_Area_px2,Max_Area_px2,Max_Width_px,Max_Radial_Gap_px,Max_Angle_Diff_deg,Max_Center_Offset_px,Weight_Angle,Weight_Area,Weight_Center,Min_Score_Threshold,Zprime_mm,Zdoubleprime,Z_mm,Z_mm_smoothed,B_px,X_mm,X_mm_smoothed,Y_mm,Y_mm_smoothed
68,6,242,381,235,420,100.06599103323467,171.64206943520577,100.08653168465379,211.26523613694707,0.7469,4,28,3,4,5000,100,71.0,10.0,15.0,0.35,0.35,0.3,0.1,11.5077,0.1035,6.3319,6.3796,189.4036,-0.8317,-0.8142,-4.6796,-4.6216
68,4,422,340,458,371,40.47523152716581,197.1902634513175,40.5251034937539,244.69777277286363,0.8362,4,28,3,4,5000,100,71.0,10.0,15.0,0.35,0.35,0.3,0.1,11.956,0.1075,6.581,6.5694,218.3902,4.1671,4.2044,-3.5594,-3.5818
68,25,386,312,410,333,41.257011704312866,151.6443206981389,41.244659926799464,183.53473785635242,0.8132,4,28,3,4,5000,100,71.0,10.0,15.0,0.35,0.35,0.3,0.1,10.5808,0.0951,5.8168,5.8168,166.0724,3.1332,3.1332,-2.7478,-2.7478
69,20,456,413,477,434,47.52830118898166,272.5013761433142,47.27989253817822,302.1737910540886,0.4159,3,28,3,4,5000,100,71.0,10.0,15.0,0.35,0.35,0.3,0.1,5.742,0.0516,3.1277,2.4162,286.5715,4.8678,4.8066,-5.2933,-5.2525
69,6,245,385,238,426,98.87055585675914,175.09426032854418,99.02761295071511,216.68410186259626,0.7343,3,28,3,4,5000,100,71.0,10.0,15.0,0.35,0.35,0.3,0.1,11.8054,0.1062,6.4974,6.4429,193.6817,-0.7567,-0.7743,-4.801,-4.7870
69,4,425,345,461,377,40.999814239486895,202.72641663088706,41.121475497152296,250.89041432466087,0.7871,3,28,3,4,5000,100,71.0,10.0,15.0,0.35,0.35,0.3,0.1,11.8078,0.1062,6.4987,6.5900,224.2514,4.2427,4.2389,-3.6969,-3.7056
70,6,247,394,240,437,97.82135210437495,183.7090090333079,98.09444848227201,227.26416347501865,0.6716,4,28,3,4,5000,100,71.0,10.0,15.0,0.35,0.35,0.3,0.1,11.7858,0.106,6.4865,6.4640,203.1786,-0.7072,-0.7618,-5.0493,-4.8561
70,20,456,415,464,424,47.81071424173518,273.97992627198073,47.834111016306515,286.0209782515961,0.6138,4,28,3,4,5000,100,71.0,10.0,15.0,0.35,0.35,0.3,0.1,2.3912,0.0215,1.2655,2.3828,279.871,4.7155,4.8069,-5.2046,-5.2578
70,4,427,353,464,388,42.2920825141338,209.53758612716717,42.510447078000844,260.4611295375953,0.735,4,28,3,4,5000,100,71.0,10.0,15.0,0.35,0.35,0.3,0.1,12.0491,0.1083,6.6328,6.6148,232.2406,4.3027,4.2583,-3.9307,-3.7499
70,23,491,64,500,58,325.94920830302925,264.31988196123274,325.96338964632963,275.13632984395207,0.8427,4,28,3,4,5000,100,71.0,10.0,15.0,0.35,0.35,0.3,0.1,2.2298,0.0201,1.1758,1.0331,269.6197,5.6063,5.5565,3.7877,3.6625
71,6,246,392,240,435,98.21920924889906,181.86808406094787,98.16606956820932,225.28426487440262,0.749,3,28,3,4,5000,100,71.0,10.0,15.0,0.35,0.35,0.3,0.1,11.8585,0.1066,6.5269,6.5293,201.2614,-0.7195,-0.7517,-4.999,-4.8328
71,20,456,415,464,424,47.81071424173518,273.97992627198073,47.834111016306515,286.0209782515961,0.6134,3,28,3,4,5000,100,71.0,10.0,15.0,0.35,0.35,0.3,0.1,2.3912,0.0215,1.2655,2.3828,279.871,4.7155,4.8069,-5.2046,-5.2578
71,4,427,352,465,386,42.08916217383224,208.86598574205422,42.03637934259813,259.8557292037257,0.8158,3,28,3,4,5000,100,71.0,10.0,15.0,0.35,0.35,0.3,0.1,12.0977,0.1088,6.6598,6.6751,231.5874,4.3147,4.2723,-3.8932,-3.7318
72,6,242,383,238,424,99.95062668795161,173.61163555476344,99.111357044784,214.7091055358389,0.4184,2,28,3,4,5000,100,71.0,10.0,15.0,0.35,0.35,0.3,0.1,11.7695,0.1058,6.4774,6.5373,191.9856,-0.794,-0.7504,-4.7518,-4.8407
72,4,425,344,463,376,40.78582147726596,202.07176942858692,40.65066626528189,251.7478897627545,0.7815,2,28,3,4,5000,100,71.0,10.0,15.0,0.35,0.35,0.3,0.1,12.173,0.1095,6.7017,6.7204,224.191,4.2645,4.2642,-3.6694,-3.6172
73,6,244,376,237,416,99.68878656036681,166.37307474468338,99.73537389550495,206.9806754264755,0.7652,2,28,3,4,5000,100,71.0,10.0,15.0,0.35,0.35,0.3,0.1,12.0954,0.1088,6.6585,6.5543,184.4685,-0.7811,-0.7649,-4.5627,-4.7712
73,4,424,336,462,368,39.20720350496784,196.16319736382766,39.38779677067513,245.8373446000424,0.7617,2,28,3,4,5000,100,71.0,10.0,15.0,0.35,0.35,0.3,0.1,12.498,0.1124,6.8823,6.7437,218.209,4.2369,4.2861,-3.4688,-3.3119
74,20,456,413,477,434,47.52830118898166,272.5013761433142,47.27989253817822,302.1737910540886,0.4144,2,28,3,4,5000,100,71.0,10.0,15.0,0.35,0.35,0.3,0.1,5.742,0.0516,3.1277,2.3828,286.5715,4.8678,4.8069,-5.2933,-5.2578
74,4,423,324,460,352,36.56513573542295,188.0026595556563,36.67434966957316,234.4013651837378,0.8042,2,28,3,4,5000,100,71.0,10.0,15.0,0.35,0.35,0.3,0.1,12.2155,0.1098,6.7253,6.7960,208.6537,4.2021,4.3126,-3.1237,-2.8653
75,26,248,338,245,367,100.78429786756261,128.2653499585917,99.8814061203502,157.33403954643762,0.4753,2,28,3,4,5000,100,71.0,10.0,15.0,0.35,0.35,0.3,0.1,11.3189,0.1018,6.227,6.2270,141.3204,-0.6333,-0.6333,-3.4893,-3.4893
75,4,430,299,470,319,28.838627493279578,180.3690660839602,28.38696662407685,225.06221362103412,0.6913,2,28,3,4,5000,100,71.0,10.0,15.0,0.35,0.35,0.3,0.1,12.2591,0.1102,6.7495,6.8303,200.2522,4.4125,4.3418,-2.4046,-2.4213
76,20,456,413,477,434,47.52830118898166,272.5013761433142,47.27989253817822,302.1737910540886,0.415,3,28,3,4,5000,100,71.0,10.0,15.0,0.35,0.35,0.3,0.1,5.742,0.0516,3.1277,2.3828,286.5715,4.8678,4.8069,-5.2933,-5.2578
76,27,252,311,247,334,101.42118627499929,101.0,101.58061918222812,124.53513560437472,0.7729,3,28,3,4,5000,100,71.0,10.0,15.0,0.35,0.35,0.3,0.1,11.6048,0.1044,6.3859,6.6015,111.5396,-0.5585,-0.5911,-2.7427,-2.5671
76,4,431,272,472,286,20.67442476087389,169.94410845922255,20.304473709960437,213.2510257888576,0.7211,3,28,3,4,5000,100,71.0,10.0,15.0,0.35,0.35,0.3,0.1,12.5682,0.113,6.9213,6.8287,189.1504,4.4469,4.3765,-1.6598,-1.9951
77,27,250,303,245,325,103.59094844784134,93.62157870918435,103.43818815835066,116.18089343777659,0.7416,2,28,3,4,5000,100,71.0,10.0,15.0,0.35,0.35,0.3,0.1,11.9578,0.1075,6.582,6.6848,103.6884,-0.6077,-0.5548,-2.53,-2.5539
77,4,430,264,470,277,18.21709519782485,166.33700730745397,18.174120065469083,208.39625716408634,0.8238,2,28,3,4,5000,100,71.0,10.0,15.0,0.35,0.35,0.3,0.1,12.4817,0.1122,6.8732,6.8805,185.0063,4.4105,4.4475,-1.4495,-1.6552
78,28,476,378,515,412,39.13612798923106,263.00570336021235,39.45592665604176,314.72051092993604,0.6756,3,28,3,4,5000,100,71.0,10.0,15.0,0.35,0.35,0.3,0.1,9.9547,0.0895,5.4688,5.4688,286.5485,5.5636,5.5636,-4.5554,-4.5554
78,27,250,299,245,321,104.19109654902398,89.73850901368932,103.91249467652003,112.29425630903836,0.7219,3,28,3,4,5000,100,71.0,10.0,15.0,0.35,0.35,0.3,0.1,12.4157,0.1116,6.8365,6.7578,99.7573,-0.6071,-0.4835,-2.4286,-2.6028
78,4,430,260,470,272,16.898648694038226,165.13025161974412,16.85839876773828,206.8912757948,0.8086,3,28,3,4,5000,100,71.0,10.0,15.0,0.35,0.35,0.3,0.1,12.4835,0.1123,6.8742,6.9132,183.6668,4.4105,4.4563,-1.338,-1.4679
79,27,256,302,252,325,100.08059798754232,91.41115905621152,100.0369024539635,114.75626344561765,0.779,2,28,3,4,5000,100,71.0,10.0,15.0,0.35,0.35,0.3,0.1,12.5924,0.1132,6.9348,6.8518,101.762,-0.4459,-0.3866,-2.5144,-2.6514
79,4,435,263,477,276,17.374037132657783,170.79227148791014,17.338109142361482,214.75800334329801,0.8183,2,28,3,4,5000,100,71.0,10.0,15.0,0.35,0.35,0.3,0.1,12.6814,0.114,6.9842,6.9105,190.2683,4.5573,4.4594,-1.4241,-1.4039
80,20,456,413,477,434,47.52830118898166,272.5013761433142,47.27989253817822,302.1737910540886,0.4141,2,28,3,4,5000,100,71.0,10.0,15.0,0.35,0.35,0.3,0.1,5.742,0.0516,3.1277,2.4652,286.5715,4.8678,4.8642,-5.2933,-5.2650
80,27,265,312,263,338,94.0041729407094,100.24470060806208,94.08561677997488,126.3210196285638,0.7671,2,28,3,4,5000,100,71.0,10.0,15.0,0.35,0.35,0.3,0.1,12.7993,0.1151,7.0497,6.9174,111.7822,-0.1981,-0.2601,-2.7981,-2.7821
81,27,269,319,269,346,91.60600298928226,107.0420478129973,91.28252708271017,134.03357788255897,0.7152,1,28,3,4,5000,100,71.0,10.0,15.0,0.35,0.35,0.3,0.1,12.4511,0.112,6.8562,6.9104,119.0268,-0.0743,-0.1114,-2.9859,-2.9656
82,27,273,326,273,355,89.49741833327897,114.00438588054409,89.59933674420785,143.0034964607509,0.7689,1,28,3,4,5000,100,71.0,10.0,15.0,0.35,0.35,0.3,0.1,12.5479,0.1128,6.91,6.9056,126.8679,0.0248,0.0298,-3.1835,-3.1663
83,27,277,332,278,362,87.61405596961119,120.10412149464314,87.70938995736148,150.11995203836165,0.765,1,28,3,4,5000,100,71.0,10.0,15.0,0.35,0.35,0.3,0.1,12.3527,0.1111,6.8015,6.8572,133.445,0.1363,0.1313,-3.3459,-3.3204
84,29,279,424,281,474,88.10884529831463,212.11553455605272,88.0325979700807,262.15453457836657,0.7178,2,28,3,4,5000,100,71.0,10.0,15.0,0.35,0.35,0.3,0.1,11.7332,0.1055,6.4572,6.4572,234.4953,0.1985,0.1985,-5.8811,-5.8811
84,27,281,338,284,370,85.91438322002513,126.3210196285638,85.65676004831062,158.45504094221806,0.7121,2,28,3,4,5000,100,71.0,10.0,15.0,0.35,0.35,0.3,0.1,12.5486,0.1128,6.9104,6.8722,140.575,0.2601,0.2180,-3.518,-3.4887
85,30,547,415,601,454,36.43406922700836,341.80988868082795,36.33679852909886,408.4176783637065,0.7504,2,28,3,4,5000,100,71.0,10.0,15.0,0.35,0.35,0.3,0.1,9.8734,0.0888,5.4237,4.6391,372.1569,7.5187,7.7271,-5.5394,-5.6314
85,27,283,340,286,372,85.088211827494,128.47178678604885,84.99935540244158,160.61133210331082,0.7647,2,28,3,4,5000,100,71.0,10.0,15.0,0.35,0.35,0.3,0.1,12.3638,0.1112,6.8077,6.8991,142.755,0.3098,0.2948,-3.5689,-3.6469
86,20,456,415,464,424,47.81071424173518,273.97992627198073,47.834111016306515,286.0209782515961,0.617,3,28,3,4,5000,100,71.0,10.0,15.0,0.35,0.35,0.3,0.1,2.3912,0.0215,1.2655,2.4939,279.871,4.7155,4.8665,-5.2046,-5.2672
86,27,285,349,288,384,84.57940471623763,137.6154061142865,84.68545433005525,172.74258305351347,0.7677,3,28,3,4,5000,100,71.0,10.0,15.0,0.35,0.35,0.3,0.1,12.5868,0.1132,6.9316,6.9485,153.1911,0.3592,0.3517,-3.8274,-3.8171
86,31,557,193,619,191,356.18592516570965,285.63263118908526,356.53675601728304,347.6348659153739,0.4706,3,28,3,4,5000,100,71.0,10.0,15.0,0.35,0.35,0.3,0.1,10.8882,0.0979,5.9876,4.1593,313.5985,7.8538,8.1364,0.4971,0.4616
87,27,287,354,290,391,83.96999119171853,142.79005567615695,84.25771672219588,179.90275150758535,0.6952,2,28,3,4,5000,100,71.0,10.0,15.0,0.35,0.35,0.3,0.1,12.7899,0.115,7.0445,6.9657,159.2122,0.4086,0.3839,-3.9743,-4.0027
87,32,467,317,516,343,28.30075576600638,221.472345903501,28.230694930892092,276.94223224347706,0.7684,2,28,3,4,5000,100,71.0,10.0,15.0,0.35,0.35,0.3,0.1,12.3766,0.1113,6.8148,6.8989,246.1206,5.4399,5.4548,-2.9244,-3.1630
88,27,287,362,291,401,84.28940686250037,150.74813431681335,84.25939336104808,189.952625672824,0.7845,2,28,3,4,5000,100,71.0,10.0,15.0,0.35,0.35,0.3,0.1,12.7967,0.1151,7.0482,7.0160,168.0947,0.421,0.4111,-4.1971,-4.2125
88,32,467,325,517,354,30.091741987744722,225.37524265100637,30.09623077508712,283.17662332897464,0.7806,2,28,3,4,5000,100,71.0,10.0,15.0,0.35,0.35,0.3,0.1,12.6397,0.1137,6.961,6.9563,250.9911,5.4494,5.4557,-3.1582,-3.2634
89,27,287,371,291,412,84.61068824002659,159.70597985047397,84.57318750142718,200.90047287151916,0.779,3,28,3,4,5000,100,71.0,10.0,15.0,0.35,0.35,0.3,0.1,12.704,0.1142,6.9967,7.0734,177.9503,0.421,0.4333,-4.4456,-4.4121
89,32,468,334,518,365,31.900156917733717,230.8679276123039,31.879596847022743,289.69811873741946,0.7855,3,28,3,4,5000,100,71.0,10.0,15.0,0.35,0.35,0.3,0.1,12.5678,0.113,6.921,7.0021,256.9588,5.475,5.4634,-3.4064,-3.3680
89,31,595,196,621,194,357.1641369799172,323.39604202896487,357.0475328911263,349.4638751001311,0.5326,3,28,3,4,5000,100,71.0,10.0,15.0,0.35,0.35,0.3,0.1,4.3084,0.0387,2.331,3.3299,335.925,8.419,8.4081,0.426,0.5334
90,27,288,377,292,420,84.4613624672095,165.77394246382633,84.50767544287257,208.95932618574363,0.7778,2,28,3,4,5000,100,71.0,10.0,15.0,0.35,0.35,0.3,0.1,12.8159,0.1152,7.0589,7.1222,184.8782,0.4457,0.4580,-4.6179,-4.5944
90,32,467,339,518,373,33.0754760623881,232.71012010653942,33.20360561574864,294.0017006753532,0.73,2,28,3,4,5000,100,71.0,10.0,15.0,0.35,0.35,0.3,0.1,12.9408,0.1164,7.1284,7.0779,259.7898,5.4583,5.4866,-3.5646,-3.5504
91,27,289,384,293,430,84.35537779421391,172.8380745090618,84.49765957381751,219.0091322296858,0.7408,2,28,3,4,5000,100,71.0,10.0,15.0,0.35,0.35,0.3,0.1,13.1035,0.1178,7.2188,7.1250,193.2035,0.4702,0.4877,-4.8254,-4.7231
91,32,468,347,520,383,34.55811897572533,237.9936973955403,34.58688953755296,301.23910768690047,0.7715,2,28,3,4,5000,100,71.0,10.0,15.0,0.35,0.35,0.3,0.1,13.0433,0.1173,7.1853,7.1051,265.9074,5.4943,5.5157,-3.7866,-3.6763
92,27,291,386,296,433,83.76825439495988,175.03428235634297,83.80212236656917,222.29934772733816,0.7685,2,28,3,4,5000,100,71.0,10.0,15.0,0.35,0.35,0.3,0.1,13.2288,0.119,7.2884,7.1357,195.8556,0.5319,0.5322,-4.886,-4.8022
92,32,470,349,523,385,34.680103418758186,240.77582935170216,34.57628278993401,304.8442225137291,0.737,2,28,3,4,5000,100,71.0,10.0,15.0,0.35,0.35,0.3,0.1,13.0583,0.1174,7.1937,7.1536,269.0485,5.556,5.5543,-3.836,-3.7499
93,33,536,445,552,458,41.43084284900533,352.115038020247,41.3016156283981,372.7143678475516,0.5241,3,28,3,4,5000,100,71.0,10.0,15.0,0.35,0.35,0.3,0.1,3.1605,0.0284,1.693,1.6930,362.122,6.8201,6.8201,-6.0052,-6.0052
93,27,292,385,298,430,83.40548496777201,174.15223225672418,83.19868517601843,219.5449840010015,0.7033,3,28,3,4,5000,100,71.0,10.0,15.0,0.35,0.35,0.3,0.1,12.8221,0.1153,7.0624,7.1608,194.2317,0.5695,0.6435,-4.8407,-4.9106
93,32,472,347,524,383,34.01934998982646,241.29857024027308,34.15969454566943,304.54063768239536,0.7165,3,28,3,4,5000,100,71.0,10.0,15.0,0.35,0.35,0.3,0.1,12.8847,0.1159,7.0972,7.1599,269.2559,5.5951,5.5784,-3.7879,-3.7963
94,27,295,385,301,430,82.4270513594566,174.52220489095365,82.42257291079218,219.92044015961773,0.7908,3,28,3,4,5000,100,71.0,10.0,15.0,0.35,0.35,0.3,0.1,12.7994,0.1151,7.0498,7.1168,194.6088,0.6438,0.8021,-4.8409,-5.0526
94,32,474,347,528,382,33.75547363856531,242.9588442514493,33.58664565362279,307.3044093403152,0.6805,3,28,3,4,5000,100,71.0,10.0,15.0,0.35,0.35,0.3,0.1,13.0042,0.1169,7.1636,7.1515,271.3695,5.668,5.6064,-3.7745,-3.7995
94,31,619,186,639,184,355.71495154146436,347.9727000786125,355.637111964477,368.06657006579667,0.8008,3,28,3,4,5000,100,71.0,10.0,15.0,0.35,0.35,0.3,0.1,3.1208,0.0281,1.671,2.0010,357.7377,8.9515,8.6852,0.677,0.5515
95,27,308,396,317,445,78.92979742206063,187.48866632412745,79.06887707758855,237.30571000294114,0.7508,3,28,3,4,5000,100,71.0,10.0,15.0,0.35,0.35,0.3,0.1,13.0417,0.1173,7.1844,7.0617,209.4761,1.0023,0.9756,-5.1602,-5.2220
95,30,569,427,610,455,35.900994288947665,366.6524239658044,35.71367656113068,416.2847583085405,0.467,3,28,3,4,5000,100,71.0,10.0,15.0,0.35,0.35,0.3,0.1,7.0497,0.0634,3.8544,4.6391,389.8954,7.9354,7.7271,-5.7235,-5.6314
95,34,576,290,619,300,14.39046324874091,313.8470965295043,14.230334119521558,357.9846365418494,0.5896,3,28,3,4,5000,100,71.0,10.0,15.0,0.35,0.35,0.3,0.1,7.306,0.0657,3.9969,3.9969,334.466,8.1329,8.1329,-2.0738,-2.0738
96,27,317,410,329,461,77.19573393471325,203.0492551082126,77.10625595511785,255.44079548889601,0.7553,3,28,3,4,5000,100,71.0,10.0,15.0,0.35,0.35,0.3,0.1,12.7077,0.1143,6.9988,7.0468,226.2516,1.2631,1.1589,-5.5353,-5.4279
96,20,466,415,477,427,46.29867431934602,280.79351844371337,46.36392753160292,297.06901555025894,0.5687,3,28,3,4,5000,100,71.0,10.0,15.0,0.35,0.35,0.3,0.1,3.1322,0.0282,1.6773,2.1215,288.7021,5.0023,4.8360,-5.2405,-5.2495
96,35,377,301,386,310,40.28524548129506,137.64446955835166,40.68397248013438,150.33296378372907,0.537,3,28,3,4,5000,100,71.0,10.0,15.0,0.35,0.35,0.3,0.1,4.8999,0.0441,2.6597,2.4587,143.7092,2.7425,2.7474,-2.3418,-2.3549
97,27,322,417,335,470,76.2930389959202,211.00947846009194,76.27770286686646,265.58049627184596,0.7758,3,28,3,4,5000,100,71.0,10.0,15.0,0.35,0.35,0.3,0.1,12.7336,0.1145,7.0132,7.0413,235.1707,1.3992,1.3223,-5.7331,-5.6286
97,20,456,413,478,435,47.52830118898166,272.5013761433142,47.26927480641999,303.58689036254515,0.4439,3,28,3,4,5000,100,71.0,10.0,15.0,0.35,0.35,0.3,0.1,6.0007,0.054,3.2715,2.0426,287.2055,4.8791,4.8517,-5.3045,-5.2527
97,35,377,302,386,310,40.60129464500447,138.2931668593933,40.68397248013438,150.33296378372907,0.7306,3,28,3,4,5000,100,71.0,10.0,15.0,0.35,0.35,0.3,0.1,4.6389,0.0417,2.5147,2.3945,144.062,2.743,2.7497,-2.3547,-2.3582
98,27,325,422,339,476,75.8354347320401,216.5848563496534,75.75967625705937,272.3692346796899,0.8094,2,28,3,4,5000,100,71.0,10.0,15.0,0.35,0.35,0.3,0.1,12.6876,0.1141,6.9876,7.0106,241.2948,1.486,1.4067,-5.8699,-5.7604
98,20,456,415,464,424,47.81071424173518,273.97992627198073,47.834111016306515,286.0209782515961,0.6225,2,28,3,4,5000,100,71.0,10.0,15.0,0.35,0.35,0.3,0.1,2.3912,0.0215,1.2655,2.2048,279.871,4.7155,4.9061,-5.2046,-5.3121
99,27,324,421,338,475,76.02827877902513,215.37177159507232,75.91250808463766,271.15493725912495,0.7618,4,28,3,4,5000,100,71.0,10.0,15.0,0.35,0.35,0.3,0.1,12.7506,0.1147,7.0226,6.9641,240.0654,1.4611,1.4267,-5.8444,-5.7291
99,20,461,414,478,434,46.90427328973021,276.63152387246106,47.1409013663231,302.8530997034701,0.4188,4,28,3,4,5000,100,71.0,10.0,15.0,0.35,0.35,0.3,0.1,5.0321,0.0452,2.7332,2.3871,289.1491,4.9459,4.8925,-5.3091,-5.3235
99,35,378,303,386,310,40.64577893693039,139.70325694127536,40.68397248013438,150.33296378372907,0.8154,4,28,3,4,5000,100,71.0,10.0,15.0,0.35,0.35,0.3,0.1,4.0757,0.0366,2.2017,2.3846,144.8233,2.7566,2.7510,-2.3682,-2.3576
99,36,569,195,633,191,356.7240181867659,297.4861341306515,356.67075646645316,361.6102874642811,0.6349,4,28,3,4,5000,100,71.0,10.0,15.0,0.35,0.35,0.3,0.1,10.8195,0.0973,5.9495,5.0997,326.4289,8.1778,8.2866,0.4723,0.5024
100,27,323,420,336,474,76.2233052867536,214.1611542740653,76.27290342145021,269.7035409482048,0.7664,5,28,3,4,5000,100,71.0,10.0,15.0,0.35,0.35,0.3,0.1,12.7654,0.1148,7.0309,6.9367,238.7445,1.4239,1.4070,-5.8194,-5.5266
100,20,464,424,478,439,47.834111016306515,286.0209782515961,47.7766035239023,306.5371103145588,0.6622,5,28,3,4,5000,100,71.0,10.0,15.0,0.35,0.35,0.3,0.1,3.8503,0.0346,2.0764,2.2218,295.9239,4.9877,4.9038,-5.5016,-5.3123
100,35,378,303,386,310,40.64577893693039,139.70325694127536,40.68397248013438,150.33296378372907,0.7551,5,28,3,4,5000,100,71.0,10.0,15.0,0.35,0.35,0.3,0.1,4.0757,0.0366,2.2017,2.3867,144.8233,2.7566,2.7535,-2.3682,-2.3601
100,36,568,195,633,190,356.71297490789533,296.4877737782791,356.51260346588816,361.6697388502389,0.5429,5,28,3,4,5000,100,71.0,10.0,15.0,0.35,0.35,0.3,0.1,11.0137,0.099,6.0574,5.0807,325.851,8.1626,8.2930,0.4845,0.4859
100,37,492,148,496,147,343.7798063043972,229.12005586591496,343.81840375481744,233.2402195162747,0.6331,5,28,3,4,5000,100,71.0,10.0,15.0,0.35,0.35,0.3,0.1,0.991,0.0089,0.4874,0.4874,231.1618,5.5704,5.5704,1.6184,1.6184
101,27,321,405,333,453,75.75439407955861,199.12307751739877,75.79606204648597,248.60008045050992,0.7807,2,28,3,4,5000,100,71.0,10.0,15.0,0.35,0.35,0.3,0.1,12.2893,0.1105,6.7663,6.9548,221.1278,1.3633,1.3624,-5.3789,-5.2538
101,35,378,302,386,310,40.33314162856101,139.05394636614957,40.68397248013438,150.33296378372907,0.5356,2,28,3,4,5000,100,71.0,10.0,15.0,0.35,0.35,0.3,0.1,4.3344,0.039,2.3454,2.3840,144.4737,2.7562,2.7585,-2.3553,-2.3601
102,27,319,381,330,424,74.45840478666516,175.41379649275024,74.69915442755,219.79080963497995,0.6922,2,28,3,4,5000,100,71.0,10.0,15.0,0.35,0.35,0.3,0.1,12.4874,0.1123,6.8763,6.9936,195.1108,1.3008,1.3225,-4.7202,-4.9881
102,35,377,302,387,310,40.60129464500447,138.2931668593933,40.43677024576215,151.09268678529745,0.7061,2,28,3,4,5000,100,71.0,10.0,15.0,0.35,0.35,0.3,0.1,4.9187,0.0442,2.6702,2.4151,144.4099,2.755,2.7609,-2.3542,-2.3601
103,20,461,414,477,433,46.90427328973021,276.63152387246106,47.15094312751601,301.4398779192959,0.3733,4,28,3,4,5000,100,71.0,10.0,15.0,0.35,0.35,0.3,0.1,4.7726,0.0429,2.5889,2.4609,288.5034,4.9344,4.9508,-5.2976,-5.3392
103,27,317,373,329,415,74.38415712595129,167.17057157286985,74.31588597295924,210.85065804972012,0.7468,4,28,3,4,5000,100,71.0,10.0,15.0,0.35,0.35,0.3,0.1,12.85,0.1155,7.0779,7.0103,186.487,1.2627,1.2903,-4.5061,-4.7204
103,35,378,302,387,310,40.33314162856101,139.05394636614957,40.43677024576215,151.09268678529745,0.7466,4,28,3,4,5000,100,71.0,10.0,15.0,0.35,0.35,0.3,0.1,4.6142,0.0415,2.5009,2.4462,144.8236,2.7681,2.7633,-2.3548,-2.3600
103,36,594,191,631,189,356.26860300083956,322.6840560052511,356.3342497073696,359.73601432161337,0.7802,4,28,3,4,5000,100,71.0,10.0,15.0,0.35,0.35,0.3,0.1,6.038,0.0543,3.2922,5.0807,340.2042,8.5194,8.2930,0.5504,0.4859
104,27,317,373,329,416,74.38415712595129,167.17057157286985,74.38901146632034,211.81359729724625,0.766,3,28,3,4,5000,100,71.0,10.0,15.0,0.35,0.35,0.3,0.1,13.0999,0.1178,7.2167,7.0820,186.8627,1.262,1.2651,-4.5161,-4.5408
104,35,378,303,387,310,40.64577893693039,139.70325694127536,40.43677024576215,151.09268678529745,0.6437,3,28,3,4,5000,100,71.0,10.0,15.0,0.35,0.35,0.3,0.1,4.3556,0.0392,2.3572,2.4485,145.1749,2.7686,2.7658,-2.3678,-2.3625
104,38,563,147,630,131,347.40866509175686,298.1710918248112,347.25108547359855,367.0490430446591,0.8802,3,28,3,4,5000,100,71.0,10.0,15.0,0.35,0.35,0.3,0.1,11.5146,0.1035,6.3358,6.3358,329.0442,8.0557,8.0557,1.8122,1.8122
105,27,317,372,329,414,74.29136217098426,166.20770138594662,74.24208961941011,209.88806540630173,0.7495,2,28,3,4,5000,100,71.0,10.0,15.0,0.35,0.35,0.3,0.1,12.9158,0.1161,7.1145,7.1257,185.5113,1.2625,1.2526,-4.4808,-4.4756
105,35,378,303,387,310,40.64577893693039,139.70325694127536,40.43677024576215,151.09268678529745,0.6876,2,28,3,4,5000,100,71.0,10.0,15.0,0.35,0.35,0.3,0.1,4.3556,0.0392,2.3572,2.3859,145.1749,2.7686,2.7685,-2.3678,-2.3652
106,20,461,413,477,430,46.76239102366051,275.90215657004205,46.76030913057931,299.24738929521175,0.6621,3,28,3,4,5000,100,71.0,10.0,15.0,0.35,0.35,0.3,0.1,4.5139,0.0406,2.4452,2.3702,287.101,4.9354,4.9525,-5.2486,-5.3493
106,27,316,372,328,414,74.6237487511738,165.93974810153233,74.50515140086137,209.61870145576228,0.7354,3,28,3,4,5000,100,71.0,10.0,15.0,0.35,0.35,0.3,0.1,12.9339,0.1163,7.1245,7.1366,185.2392,1.2377,1.2253,-4.4806,-4.3963
106,35,378,303,387,310,40.64577893693039,139.70325694127536,40.43677024576215,151.09268678529745,0.6826,3,28,3,4,5000,100,71.0,10.0,15.0,0.35,0.35,0.3,0.1,4.3556,0.0392,2.3572,2.3572,145.1749,2.7686,2.7686,-2.3678,-2.3678
107,27,316,369,328,410,74.34421804115007,163.04907236779974,74.20759647114272,205.7668583615933,0.7295,3,28,3,4,5000,100,71.0,10.0,15.0,0.35,0.35,0.3,0.1,12.8805,0.1158,7.0948,7.0376,181.9341,1.2379,1.1886,-4.3945,-4.1748
107,35,378,303,387,310,40.64577893693039,139.70325694127536,40.43677024576215,151.09268678529745,0.7032,3,28,3,4,5000,100,71.0,10.0,15.0,0.35,0.35,0.3,0.1,4.3556,0.0392,2.3572,2.3887,145.1749,2.7686,2.7635,-2.3678,-2.3652
