Frame_Number,Track_ID,Center_X,Center_Y,Right_X,Right_Y,Angle_A_deg,A_px,Angle_B_deg,C_px,Pair_Score,Pair_Count,Binary_Threshold,Blur_Size,Min_Area_px2,Max_Area_px2,Max_Width_px,Max_Radial_Gap_px,Max_Angle_Diff_deg,Max_Center_Offset_px,Weight_Angle,Weight_Area,Weight_Center,Min_Score_Threshold,Zprime_mm,Zdoubleprime,Z_mm,B_px,X_mm,Y_mm,B_mm
55,3,523,91,542,81,333.7941653044725,285.3278815678552,333.6855118590563,306.79146011582526,0.7057,3,27,1,4,5000,100,71.0,10.0,15.0,0.35,0.35,0.3,0.1,0.788,0.0362,2.8484,295.6707,6.6570,3.2765,7.4196
56,5,124,404,113,419,127.40535663140857,235.41028014935966,127.32103619263131,254.00787389370433,0.7919,3,27,1,4,5000,100,71.0,10.0,15.0,0.35,0.35,0.3,0.1,0.8261,0.038,2.9871,244.3557,-3.7248,-4.8709,6.1319
56,2,220,314,216,322,115.85186254206042,107.78682665335315,115.90650799951439,116.73045875006231,0.8952,3,27,1,4,5000,100,71.0,10.0,15.0,0.35,0.35,0.3,0.1,0.866,0.0398,3.1326,112.0805,-1.2264,-2.5311,2.8126
56,3,525,89,544,79,333.6128854543324,288.00694436072195,333.5177461345261,309.4721312170128,0.7938,3,27,1,4,5000,100,71.0,10.0,15.0,0.35,0.35,0.3,0.1,0.781,0.0359,2.8229,298.3540,6.7069,3.3274,7.4869
57,5,126,402,115,418,127.31327831853166,232.606964642076,127.09726065683458,252.00198411917316,0.6367,3,27,1,4,5000,100,71.0,10.0,15.0,0.35,0.35,0.3,0.1,0.8701,0.04,3.1474,241.9164,-3.6799,-4.8282,6.0707
57,2,221,312,217,320,115.83675422400157,105.55093557141026,115.89364699422802,114.49454135459908,0.8545,3,27,1,4,5000,100,71.0,10.0,15.0,0.35,0.35,0.3,0.1,0.8836,0.0406,3.1967,109.8410,-1.2012,-2.4808,2.7564
57,3,526,87,545,77,333.34652948028327,289.79475495598604,333.27030623151455,311.26194756185663,0.8045,3,27,1,4,5000,100,71.0,10.0,15.0,0.35,0.35,0.3,0.1,0.7765,0.0357,2.8062,300.1450,6.7315,3.3787,7.5319
58,5,127,401,116,416,127.26640190097714,231.2055362658948,127.19100753970427,249.8039231077046,0.7406,2,27,1,4,5000,100,71.0,10.0,15.0,0.35,0.35,0.3,0.1,0.8406,0.0387,3.0399,240.1452,-3.6490,-4.7958,6.0262
58,3,527,86,547,76,333.25892547651927,291.1374245953275,333.2714805659992,313.4980063732463,0.8763,2,27,1,4,5000,100,71.0,10.0,15.0,0.35,0.35,0.3,0.1,0.804,0.037,2.9065,301.9042,6.7658,3.4089,7.5760
59,5,129,400,118,415,127.01988625483148,229.20078533896867,126.96238469951436,247.8003228407905,0.7776,3,27,1,4,5000,100,71.0,10.0,15.0,0.35,0.35,0.3,0.1,0.8477,0.039,3.0658,238.1379,-3.5980,-4.7713,5.9759
59,2,224,310,220,317,114.81419699053517,102.45974819410792,115.17352452453017,110.4943437466371,0.6993,3,27,1,4,5000,100,71.0,10.0,15.0,0.35,0.35,0.3,0.1,0.8202,0.0377,2.9657,106.3255,-1.1198,-2.4218,2.6681
59,3,528,85,548,74,333.17212598968547,292.48076859855246,333.028602589613,315.29351404683223,0.7051,3,27,1,4,5000,100,71.0,10.0,15.0,0.35,0.35,0.3,0.1,0.816,0.0375,2.9503,303.4590,6.7954,3.4368,7.6150
60,5,130,399,119,414,126.97050470576842,227.80035118497952,126.9164039501705,246.4000811688178,0.79,3,27,1,4,5000,100,71.0,10.0,15.0,0.35,0.35,0.3,0.1,0.8527,0.0392,3.0841,236.7354,-3.5727,-4.7463,5.9407
60,2,225,309,221,316,114.5377284765778,101.13357503816425,114.9217705225852,109.16501271011697,0.7884,3,27,1,4,5000,100,71.0,10.0,15.0,0.35,0.35,0.3,0.1,0.8303,0.0382,3.0023,104.9959,-1.0942,-2.3968,2.6348
60,3,530,84,550,74,333.1741200654691,294.7168132292421,333.1925139671721,317.0772776469484,0.891,3,27,1,4,5000,100,71.0,10.0,15.0,0.35,0.35,0.3,0.1,0.7946,0.0365,2.8722,305.4884,6.8410,3.4595,7.6660
61,5,130,399,119,414,126.97050470576842,227.80035118497952,126.9164039501705,246.4000811688178,0.796,3,27,1,4,5000,100,71.0,10.0,15.0,0.35,0.35,0.3,0.1,0.8527,0.0392,3.0841,236.7354,-3.5727,-4.7463,5.9407
61,2,225,309,222,316,114.5377284765778,101.13357503816425,114.44395478041653,108.74741376235114,0.8886,3,27,1,4,5000,100,71.0,10.0,15.0,0.35,0.35,0.3,0.1,0.7887,0.0363,2.8506,104.8024,-1.0922,-2.3924,2.6299
61,3,530,84,551,74,333.1741200654691,294.7168132292421,333.2737796853869,317.9701243827791,0.8107,3,27,1,4,5000,100,71.0,10.0,15.0,0.35,0.35,0.3,0.1,0.8251,0.038,2.9835,305.9022,6.8502,3.4642,7.6763
62,5,130,399,119,414,126.97050470576842,227.80035118497952,126.9164039501705,246.4000811688178,0.7399,3,27,1,4,5000,100,71.0,10.0,15.0,0.35,0.35,0.3,0.1,0.8527,0.0392,3.0841,236.7354,-3.5727,-4.7463,5.9407
62,2,225,309,222,316,114.5377284765778,101.13357503816425,114.44395478041653,108.74741376235114,0.8969,3,27,1,4,5000,100,71.0,10.0,15.0,0.35,0.35,0.3,0.1,0.7887,0.0363,2.8506,104.8024,-1.0922,-2.3924,2.6299
62,3,531,84,550,74,333.26158844571495,295.6095397648729,333.1925139671721,317.0772776469484,0.8194,3,27,1,4,5000,100,71.0,10.0,15.0,0.35,0.35,0.3,0.1,0.7617,0.035,2.7525,305.9673,6.8570,3.4545,7.6780
63,5,130,399,119,414,126.97050470576842,227.80035118497952,126.9164039501705,246.4000811688178,0.8186,3,27,1,4,5000,100,71.0,10.0,15.0,0.35,0.35,0.3,0.1,0.8527,0.0392,3.0841,236.7354,-3.5727,-4.7463,5.9407
63,2,225,309,222,316,114.5377284765778,101.13357503816425,114.44395478041653,108.74741376235114,0.931,3,27,1,4,5000,100,71.0,10.0,15.0,0.35,0.35,0.3,0.1,0.7887,0.0363,2.8506,104.8024,-1.0922,-2.3924,2.6299
63,3,531,84,551,74,333.26158844571495,295.6095397648729,333.2737796853869,317.9701243827791,0.9275,3,27,1,4,5000,100,71.0,10.0,15.0,0.35,0.35,0.3,0.1,0.7923,0.0364,2.8638,306.3824,6.8663,3.4591,7.6884
64,5,130,399,119,414,126.97050470576842,227.80035118497952,126.9164039501705,246.4000811688178,0.8361,3,27,1,4,5000,100,71.0,10.0,15.0,0.35,0.35,0.3,0.1,0.8527,0.0392,3.0841,236.7354,-3.5727,-4.7463,5.9407
64,2,225,309,222,317,114.5377284765778,101.13357503816425,114.22774531795417,109.65856099730654,0.8303,3,27,1,4,5000,100,71.0,10.0,15.0,0.35,0.35,0.3,0.1,0.8792,0.0404,3.1807,105.2237,-1.0966,-2.4020,2.6405
64,3,531,84,551,74,333.26158844571495,295.6095397648729,333.2737796853869,317.9701243827791,0.9099,3,27,1,4,5000,100,71.0,10.0,15.0,0.35,0.35,0.3,0.1,0.7923,0.0364,2.8638,306.3824,6.8663,3.4591,7.6884
65,5,130,399,119,414,126.97050470576842,227.80035118497952,126.9164039501705,246.4000811688178,0.8306,3,27,1,4,5000,100,71.0,10.0,15.0,0.35,0.35,0.3,0.1,0.8527,0.0392,3.0841,236.7354,-3.5727,-4.7463,5.9407
65,2,226,309,222,317,114.0202467972649,100.72239075796404,114.22774531795417,109.65856099730654,0.8683,3,27,1,4,5000,100,71.0,10.0,15.0,0.35,0.35,0.3,0.1,0.9234,0.0425,3.3418,105.0007,-1.0726,-2.4067,2.6349
65,3,530,84,550,74,333.1741200654691,294.7168132292421,333.1925139671721,317.0772776469484,0.8658,3,27,1,4,5000,100,71.0,10.0,15.0,0.35,0.35,0.3,0.1,0.7946,0.0365,2.8722,305.4884,6.8410,3.4595,7.6660
66,5,130,400,119,414,126.8197701175025,228.60008748904713,126.9164039501705,246.4000811688178,0.748,3,27,1,4,5000,100,71.0,10.0,15.0,0.35,0.35,0.3,0.1,0.8147,0.0375,2.9455,237.1666,-3.5667,-4.7643,5.9515
66,2,226,309,222,317,114.0202467972649,100.72239075796404,114.22774531795417,109.65856099730654,0.8556,3,27,1,4,5000,100,71.0,10.0,15.0,0.35,0.35,0.3,0.1,0.9234,0.0425,3.3418,105.0007,-1.0726,-2.4067,2.6349
66,3,531,84,551,74,333.26158844571495,295.6095397648729,333.2737796853869,317.9701243827791,0.8999,3,27,1,4,5000,100,71.0,10.0,15.0,0.35,0.35,0.3,0.1,0.7923,0.0364,2.8638,306.3824,6.8663,3.4591,7.6884
67,5,130,400,119,414,126.8197701175025,228.60008748904713,126.9164039501705,246.4000811688178,0.7014,3,27,1,4,5000,100,71.0,10.0,15.0,0.35,0.35,0.3,0.1,0.8147,0.0375,2.9455,237.1666,-3.5667,-4.7643,5.9515
67,2,226,310,222,317,113.7907738657772,101.6366075781753,114.22774531795417,109.65856099730654,0.7544,3,27,1,4,5000,100,71.0,10.0,15.0,0.35,0.35,0.3,0.1,0.8254,0.038,2.9845,105.4953,-1.0679,-2.4224,2.6473
67,3,531,84,551,74,333.26158844571495,295.6095397648729,333.2737796853869,317.9701243827791,0.8576,3,27,1,4,5000,100,71.0,10.0,15.0,0.35,0.35,0.3,0.1,0.7923,0.0364,2.8638,306.3824,6.8663,3.4591,7.6884
68,5,130,400,119,415,126.8197701175025,228.60008748904713,126.7771861094251,247.20032362438363,0.7589,3,27,1,4,5000,100,71.0,10.0,15.0,0.35,0.35,0.3,0.1,0.8499,0.0391,3.0737,237.5366,-3.5723,-4.7717,5.9608
68,2,226,310,222,317,113.7907738657772,101.6366075781753,114.22774531795417,109.65856099730654,0.742,3,27,1,4,5000,100,71.0,10.0,15.0,0.35,0.35,0.3,0.1,0.8254,0.038,2.9845,105.4953,-1.0679,-2.4224,2.6473
68,3,531,84,551,74,333.26158844571495,295.6095397648729,333.2737796853869,317.9701243827791,0.879,3,27,1,4,5000,100,71.0,10.0,15.0,0.35,0.35,0.3,0.1,0.7923,0.0364,2.8638,306.3824,6.8663,3.4591,7.6884
69,5,130,400,119,415,126.8197701175025,228.60008748904713,126.7771861094251,247.20032362438363,0.8034,3,27,1,4,5000,100,71.0,10.0,15.0,0.35,0.35,0.3,0.1,0.8499,0.0391,3.0737,237.5366,-3.5723,-4.7717,5.9608
69,2,226,310,222,317,113.7907738657772,101.6366075781753,114.22774531795417,109.65856099730654,0.6898,3,27,1,4,5000,100,71.0,10.0,15.0,0.35,0.35,0.3,0.1,0.8254,0.038,2.9845,105.4953,-1.0679,-2.4224,2.6473
69,3,530,85,550,74,333.3478732372049,294.2668856667362,333.1925139671721,317.0772776469484,0.6605,3,27,1,4,5000,100,71.0,10.0,15.0,0.35,0.35,0.3,0.1,0.8112,0.0373,2.9327,305.2465,6.8460,3.4360,7.6599
70,5,130,400,119,415,126.8197701175025,228.60008748904713,126.7771861094251,247.20032362438363,0.8253,4,27,1,4,5000,100,71.0,10.0,15.0,0.35,0.35,0.3,0.1,0.8499,0.0391,3.0737,237.5366,-3.5723,-4.7717,5.9608
70,2,226,310,222,317,113.7907738657772,101.6366075781753,114.22774531795417,109.65856099730654,0.7405,4,27,1,4,5000,100,71.0,10.0,15.0,0.35,0.35,0.3,0.1,0.8254,0.038,2.9845,105.4953,-1.0679,-2.4224,2.6473
70,6,84,240,69,242,172.83645253416765,184.43969204051496,172.80376457091864,199.5720421301541,0.9711,4,27,1,4,5000,100,71.0,10.0,15.0,0.35,0.35,0.3,0.1,0.8567,0.0394,3.0986,191.7077,-4.7732,-0.5999,4.8107
70,3,530,85,550,74,333.3478732372049,294.2668856667362,333.1925139671721,317.0772776469484,0.6742,4,27,1,4,5000,100,71.0,10.0,15.0,0.35,0.35,0.3,0.1,0.8112,0.0373,2.9327,305.2465,6.8460,3.4360,7.6599
71,5,130,400,119,415,126.8197701175025,228.60008748904713,126.7771861094251,247.20032362438363,0.7741,2,27,1,4,5000,100,71.0,10.0,15.0,0.35,0.35,0.3,0.1,0.8499,0.0391,3.0737,237.5366,-3.5723,-4.7717,5.9608
71,3,530,85,550,74,333.3478732372049,294.2668856667362,333.1925139671721,317.0772776469484,0.6464,2,27,1,4,5000,100,71.0,10.0,15.0,0.35,0.35,0.3,0.1,0.8112,0.0373,2.9327,305.2465,6.8460,3.4360,7.6599
72,5,129,400,119,415,127.01988625483148,229.20078533896867,126.7771861094251,247.20032362438363,0.6183,3,27,1,4,5000,100,71.0,10.0,15.0,0.35,0.35,0.3,0.1,0.8214,0.0378,2.9699,237.8605,-3.5938,-4.7657,5.9689
72,2,225,310,221,318,114.30454926593673,102.04410811016969,114.48668093171604,110.98198051936178,0.8131,3,27,1,4,5000,100,71.0,10.0,15.0,0.35,0.35,0.3,0.1,0.9121,0.042,3.3007,106.3255,-1.0982,-2.4317,2.6681
72,3,530,85,550,75,333.3478732372049,294.2668856667362,333.3540226344866,316.6275414426231,0.9568,3,27,1,4,5000,100,71.0,10.0,15.0,0.35,0.35,0.3,0.1,0.7958,0.0366,2.8765,305.0380,6.8413,3.4337,7.6547
73,5,127,402,117,417,127.11686068327027,232.0021551624036,126.86989764584402,250.0,0.546,3,27,1,4,5000,100,71.0,10.0,15.0,0.35,0.35,0.3,0.1,0.8118,0.0373,2.9349,240.6651,-3.6444,-4.8158,6.0393
73,2,223,312,220,319,114.85158585971216,104.69479452198185,114.73950886974812,112.30761327710601,0.8228,3,27,1,4,5000,100,71.0,10.0,15.0,0.35,0.35,0.3,0.1,0.7627,0.0351,2.7559,108.3677,-1.1429,-2.4676,2.7194
73,3,529,86,549,76,333.434948822922,292.92490505247247,333.434948822922,315.28558482747036,0.9136,3,27,1,4,5000,100,71.0,10.0,15.0,0.35,0.35,0.3,0.1,0.7993,0.0368,2.8893,303.6942,6.8164,3.4082,7.6209
74,5,118,407,107,422,128.10391580534647,241.4560001325293,127.9716037610504,260.0480724789169,0.744,4,27,1,4,5000,100,71.0,10.0,15.0,0.35,0.35,0.3,0.1,0.806,0.0371,2.9137,250.4074,-3.8776,-4.9446,6.2837
74,2,215,316,211,325,117.71081401525309,111.8257573191436,117.40757543781842,121.6552506059644,0.7959,4,27,1,4,5000,100,71.0,10.0,15.0,0.35,0.35,0.3,0.1,0.9152,0.0421,3.3120,116.5336,-1.3598,-2.5889,2.9243
74,6,74,246,58,249,171.45471810469914,195.1665955024066,171.29504289360108,211.43556938225885,0.8531,4,27,1,4,5000,100,71.0,10.0,15.0,0.35,0.35,0.3,0.1,0.8699,0.04,3.1466,202.9756,-5.0369,-0.7568,5.0935
74,3,521,90,541,81,333.434948822922,283.98063314247327,333.6024798645239,305.8954069612684,0.659,4,27,1,4,5000,100,71.0,10.0,15.0,0.35,0.35,0.3,0.1,0.8077,0.0372,2.9199,294.5309,6.6107,3.3054,7.3910
75,5,114,409,102,424,128.55046529615774,245.50560075077718,128.55839990066497,264.7149410214694,0.9075,4,27,1,4,5000,100,71.0,10.0,15.0,0.35,0.35,0.3,0.1,0.8185,0.0376,2.9594,254.7487,-3.9839,-4.9995,6.3927
75,2,210,318,205,327,119.43848967467153,115.97413504743201,119.40718906073367,126.26955294131677,0.8921,4,27,1,4,5000,100,71.0,10.0,15.0,0.35,0.35,0.3,0.1,0.924,0.0425,3.3438,120.9031,-1.4912,-2.6422,3.0340
75,6,69,248,52,251,171.1016869355374,200.4120754844877,171.0136891772164,217.671771252039,0.8804,4,27,1,4,5000,100,71.0,10.0,15.0,0.35,0.35,0.3,0.1,0.8975,0.0413,3.2473,208.6857,-5.1738,-0.8100,5.2368
75,3,516,93,535,83,333.52706414470333,278.16721589720095,333.434948822922,299.63310898497184,0.8028,4,27,1,4,5000,100,71.0,10.0,15.0,0.35,0.35,0.3,0.1,0.8077,0.0372,2.9199,288.5014,6.4806,3.2273,7.2397
76,5,112,410,100,425,128.76825439495988,247.53585598858197,128.76044476566935,266.74519677025114,0.8614,4,27,1,4,5000,100,71.0,10.0,15.0,0.35,0.35,0.3,0.1,0.812,0.0374,2.9358,256.7818,-4.0349,-5.0241,6.4437
76,2,207,319,202,328,120.46554491945989,118.33849753989612,120.35262472763701,128.63125592172378,0.8544,4,27,1,4,5000,100,71.0,10.0,15.0,0.35,0.35,0.3,0.1,0.906,0.0417,3.2785,123.2704,-1.5684,-2.6663,3.0934
76,6,66,249,50,252,170.95419873840925,203.5313243704762,170.8376529542783,219.80445855350615,0.8452,4,27,1,4,5000,100,71.0,10.0,15.0,0.35,0.35,0.3,0.1,0.8357,0.0384,3.0221,211.3551,-5.2378,-0.8339,5.3038
76,3,513,94,532,85,333.434948822922,275.0363612324741,333.52149827297234,296.05573799539843,0.7981,4,27,1,4,5000,100,71.0,10.0,15.0,0.35,0.35,0.3,0.1,0.8002,0.0368,2.8925,285.1592,6.4004,3.2002,7.1558
77,5,109,410,97,426,129.3055692822446,249.42533953069002,129.12480726970492,269.40861159213154,0.7029,3,27,1,4,5000,100,71.0,10.0,15.0,0.35,0.35,0.3,0.1,0.8373,0.0385,3.0280,259.0321,-4.1176,-5.0297,6.5002
77,2,205,320,200,328,121.04549082686316,120.22063050907694,121.11533231474182,129.65338406690356,0.8607,3,27,1,4,5000,100,71.0,10.0,15.0,0.35,0.35,0.3,0.1,0.8207,0.0378,2.9674,124.7590,-1.6146,-2.6823,3.1307
77,3,511,95,529,85,333.434948822922,272.80029325497435,333.2602671095334,293.3734821008879,0.6563,3,27,1,4,5000,100,71.0,10.0,15.0,0.35,0.35,0.3,0.1,0.79,0.0363,2.8554,282.7131,6.3455,3.1727,7.0944
78,5,104,411,91,427,130.03718490699598,253.38705570727168,129.96621304379997,274.0,0.792,4,27,1,4,5000,100,71.0,10.0,15.0,0.35,0.35,0.3,0.1,0.8497,0.0391,3.0732,263.2907,-4.2502,-5.0585,6.6070
78,2,200,321,194,329,122.79088024150376,123.71337841963576,123.09573428450825,133.6899397860587,0.7595,4,27,1,4,5000,100,71.0,10.0,15.0,0.35,0.35,0.3,0.1,0.8426,0.0388,3.0473,128.5083,-1.7465,-2.7109,3.2248
78,6,59,251,42,254,170.71644719473866,210.76052761368766,170.66160502376403,228.02192877001983,0.8811,4,27,1,4,5000,100,71.0,10.0,15.0,0.35,0.35,0.3,0.1,0.8552,0.0393,3.0933,219.0517,-5.4249,-0.8868,5.4969
78,3,506,95,524,86,332.9574950456124,268.337474088134,332.9908043898101,288.4614358974177,0.8447,4,27,1,4,5000,100,71.0,10.0,15.0,0.35,0.35,0.3,0.1,0.7857,0.0361,2.8400,278.0358,6.2143,3.1721,6.9771
79,5,97,412,84,428,131.08175113593262,258.69866640553056,130.9350526922573,279.3027031734566,0.7438,4,27,1,4,5000,100,71.0,10.0,15.0,0.35,0.35,0.3,0.1,0.8326,0.0383,3.0107,268.6061,-4.4294,-5.0808,6.7404
79,2,194,322,187,331,124.80849814997232,127.88275880665071,125.05942696688697,139.26952286842948,0.814,4,27,1,4,5000,100,71.0,10.0,15.0,0.35,0.35,0.3,0.1,0.9266,0.0426,3.3535,133.3335,-1.9099,-2.7472,3.3459
79,6,52,252,35,255,170.75388725443676,217.83020910791964,170.6979452887012,235.0914715594762,0.9401,4,27,1,4,5000,100,71.0,10.0,15.0,0.35,0.35,0.3,0.1,0.8285,0.0381,2.9960,226.1319,-5.6008,-0.9118,5.6746
79,3,499,96,518,87,332.4556291685825,261.658173959844,332.6190830595079,282.66764936936096,0.6747,4,27,1,4,5000,100,71.0,10.0,15.0,0.35,0.35,0.3,0.1,0.8391,0.0386,3.0345,271.7575,6.0465,3.1536,6.8195
80,5,91,414,77,429,131.7776340456985,264.1685068285014,131.867534801432,284.682279041039,0.7478,4,27,1,4,5000,100,71.0,10.0,15.0,0.35,0.35,0.3,0.1,0.8126,0.0374,2.9377,274.0420,-4.5816,-5.1283,6.8768
80,2,186,324,180,332,127.12606186827438,134.2013412749664,127.10829757176431,144.20124826089406,0.8561,4,27,1,4,5000,100,71.0,10.0,15.0,0.35,0.35,0.3,0.1,0.7809,0.0359,2.8223,139.0217,-2.1056,-2.7815,3.4886
80,6,45,253,27,257,170.78897345918335,224.89997776789573,170.53767779197437,243.3105012119288,0.6434,4,27,1,4,5000,100,71.0,10.0,15.0,0.35,0.35,0.3,0.1,0.8548,0.0393,3.0919,233.7433,-5.7899,-0.9389,5.8656
80,3,492,98,509,88,332.1261341064405,254.53094114468678,331.93980302095406,274.23530042647684,0.6647,4,27,1,4,5000,100,71.0,10.0,15.0,0.35,0.35,0.3,0.1,0.8101,0.0373,2.9289,264.0160,5.8566,3.0975,6.6252
81,5,86,414,72,431,132.57622865588644,267.5256997000475,132.34025005829892,289.5185658986311,0.5698,3,27,1,4,5000,100,71.0,10.0,15.0,0.35,0.35,0.3,0.1,0.8583,0.0395,3.1046,278.0880,-4.7214,-5.1387,6.9784
81,2,182,324,175,333,128.46336635120292,136.65284482951682,128.418055344822,148.05404418657398,0.8123,3,27,1,4,5000,100,71.0,10.0,15.0,0.35,0.35,0.3,0.1,0.8706,0.04,3.1492,142.1252,-2.2184,-2.7926,3.5665
81,3,487,99,504,89,331.79250912098473,249.64775184247102,331.6272103525184,269.3566409056959,0.6952,3,27,1,4,5000,100,71.0,10.0,15.0,0.35,0.35,0.3,0.1,0.8256,0.038,2.9852,259.1280,5.7303,3.0736,6.5026
82,5,83,415,68,431,132.90109406679645,270.29613389761977,132.91995376970752,292.227650984639,0.8673,4,27,1,4,5000,100,71.0,10.0,15.0,0.35,0.35,0.3,0.1,0.8476,0.039,3.0654,280.8344,-4.7973,-5.1623,7.0473
82,2,178,325,171,334,129.49105030178396,139.94641831786907,129.36931724236476,151.34397906755325,0.8712,4,27,1,4,5000,100,71.0,10.0,15.0,0.35,0.35,0.3,0.1,0.8506,0.0391,3.0765,145.4222,-2.3208,-2.8162,3.6492
82,6,37,255,18,259,170.61848983925177,233.1179958733345,170.42577211490817,252.5173261382276,0.7504,4,27,1,4,5000,100,71.0,10.0,15.0,0.35,0.35,0.3,0.1,0.8684,0.0399,3.1414,242.4302,-6.0022,-0.9917,6.0836
82,3,484,99,500,90,331.46358976552096,247.00809703327542,331.40677214690265,265.36390108679063,0.8347,4,27,1,4,5000,100,71.0,10.0,15.0,0.35,0.35,0.3,0.1,0.7788,0.0358,2.8149,255.8572,5.6405,3.0672,6.4205
83,5,79,416,64,432,133.37187615683376,273.7608445340568,133.3555967353049,295.6924077483221,0.8643,4,27,1,4,5000,100,71.0,10.0,15.0,0.35,0.35,0.3,0.1,0.8373,0.0385,3.0279,284.3043,-4.8994,-5.1861,7.1344
83,2,174,326,166,335,130.47117576306746,143.28293687665675,130.5612836322953,155.32224567009067,0.9387,4,27,1,4,5000,100,71.0,10.0,15.0,0.35,0.35,0.3,0.1,0.8765,0.0403,3.1709,149.0599,-2.4278,-2.8455,3.7405
83,6,33,256,14,259,170.53767779197437,237.22773868163057,170.57440585073414,256.46247288833507,0.9193,4,27,1,4,5000,100,71.0,10.0,15.0,0.35,0.35,0.3,0.1,0.847,0.039,3.0633,246.4704,-6.1008,-1.0168,6.1850
83,3,480,100,496,91,331.2201936956028,243.01851781294363,331.17960253946467,261.37520922994975,0.8475,4,27,1,4,5000,100,71.0,10.0,15.0,0.35,0.35,0.3,0.1,0.7912,0.0364,2.8599,251.8628,5.5396,3.0429,6.3203
84,5,71,418,56,434,134.27842883658445,280.7436553156634,134.19684074818977,302.67143902258107,0.7857,3,27,1,4,5000,100,71.0,10.0,15.0,0.35,0.35,0.3,0.1,0.8171,0.0376,2.9543,291.2955,-5.1033,-5.2335,7.3098
84,2,167,328,158,337,132.01571785640664,149.40214188558343,132.2499148250876,162.1141573089778,0.7896,3,27,1,4,5000,100,71.0,10.0,15.0,0.35,0.35,0.3,0.1,0.8871,0.0408,3.2096,155.4988,-2.6118,-2.8991,3.9021
84,3,473,101,489,92,330.6158428740487,236.4148895480147,330.6177453770203,254.77244748991205,0.8931,3,27,1,4,5000,100,71.0,10.0,15.0,0.35,0.35,0.3,0.1,0.8125,0.0374,2.9376,245.2506,5.3626,3.0197,6.1543
85,5,65,420,49,437,134.8585292269718,286.379119350556,134.7383772543052,309.7159989409653,0.7173,3,27,1,4,5000,100,71.0,10.0,15.0,0.35,0.35,0.3,0.1,0.8511,0.0391,3.0783,297.5907,-5.2675,-5.2935,7.4678
85,2,161,330,152,339,133.1692513519745,154.93547043850222,133.30821143173551,167.6573887426379,0.8019,3,27,1,4,5000,100,71.0,10.0,15.0,0.35,0.35,0.3,0.1,0.8573,0.0394,3.1010,161.0456,-2.7649,-2.9475,4.0413
85,3,466,103,481,95,330.1931438440337,229.34035841953332,330.3128183608063,246.3331078032346,0.7513,3,27,1,4,5000,100,71.0,10.0,15.0,0.35,0.35,0.3,0.1,0.7766,0.0357,2.8068,237.5332,5.1721,2.9629,5.9607
86,5,63,421,47,438,135.0,288.4995667241114,134.87007782015758,311.8348922106056,0.6957,3,27,1,4,5000,100,71.0,10.0,15.0,0.35,0.35,0.3,0.1,0.845,0.0389,3.0562,299.7137,-5.3182,-5.3182,7.5210
86,2,158,331,149,340,133.71555647819923,157.7244432546839,133.81146139079118,170.4494059831245,0.8634,3,27,1,4,5000,100,71.0,10.0,15.0,0.35,0.35,0.3,0.1,0.843,0.0388,3.0486,163.8402,-2.8413,-2.9717,4.1114
86,3,463,104,478,96,330.03523466379875,226.24102192131292,330.16746587060226,243.232399157678,0.746,3,27,1,4,5000,100,71.0,10.0,15.0,0.35,0.35,0.3,0.1,0.7868,0.0362,2.8440,234.4292,5.0965,2.9383,5.8828
87,5,60,423,43,440,135.13873042988763,292.0359566902678,135.12817826382354,316.07752213657966,0.8366,3,27,1,4,5000,100,71.0,10.0,15.0,0.35,0.35,0.3,0.1,0.8595,0.0395,3.1088,303.5815,-5.3998,-5.3738,7.6181
87,2,155,333,145,342,133.99491399474581,161.24515496597098,134.3041340604912,174.6682569902156,0.7072,3,27,1,4,5000,100,71.0,10.0,15.0,0.35,0.35,0.3,0.1,0.8687,0.04,3.1425,167.6885,-2.9228,-3.0272,4.2080
87,3,460,106,475,98,330.0955208442111,222.64321233758733,330.22546250513,239.63513932643517,0.7723,3,27,1,4,5000,100,71.0,10.0,15.0,0.35,0.35,0.3,0.1,0.7991,0.0368,2.8887,230.8269,5.0212,2.8878,5.7924
88,5,51,429,34,446,135.53545898556453,302.65491900843114,135.49605496039524,326.6955769519998,0.8254,3,27,1,4,5000,100,71.0,10.0,15.0,0.35,0.35,0.3,0.1,0.8304,0.0382,3.0030,314.2161,-5.6274,-5.5232,7.8850
88,2,147,338,137,348,134.76225954070702,170.41420128616042,134.78047701474037,184.55622449540954,0.9282,3,27,1,4,5000,100,71.0,10.0,15.0,0.35,0.35,0.3,0.1,0.8661,0.0398,3.1330,177.2035,-3.1313,-3.1574,4.4468
88,3,453,110,467,102,330.08952442565493,214.5809870421888,330.10109816138544,230.70543990118657,0.8939,3,27,1,4,5000,100,71.0,10.0,15.0,0.35,0.35,0.3,0.1,0.7872,0.0362,2.8455,222.3513,4.8365,2.7823,5.5797
89,5,42,435,24,453,135.9052755789158,313.28740798187215,135.83724824434785,338.74031351464504,0.765,3,27,1,4,5000,100,71.0,10.0,15.0,0.35,0.35,0.3,0.1,0.8487,0.039,3.0693,325.5171,-5.8666,-5.6841,8.1686
89,2,137,344,127,355,135.66879195296866,181.738823590338,135.41219274140232,196.5807722031837,0.6669,3,27,1,4,5000,100,71.0,10.0,15.0,0.35,0.35,0.3,0.1,0.8529,0.0392,3.0847,188.8687,-3.3902,-3.3120,4.7395
