Frame_Number,Track_ID,Center_X,Center_Y,Right_X,Right_Y,Angle_A_deg,A_px,Angle_B_deg,C_px,Pair_Score,Pair_Count,Binary_Threshold,Blur_Size,Min_Area_px2,Max_Area_px2,Max_Width_px,Max_Radial_Gap_px,Max_Angle_Diff_deg,Max_Center_Offset_px,Weight_Angle,Weight_Area,Weight_Center,Min_Score_Threshold,Zprime_mm,Zdoubleprime,Z_mm,B_px,X_mm,Y_mm,B_mm
47,3,429,64,445,49,316.69020467432136,215.7614423385235,316.70472831900724,237.6930794112441,0.8687,4,20,3,4,5000,100,71.0,10.0,15.0,0.35,0.35,0.3,0.1,1.0515,0.0484,2.9258,226.1969,4.1303,3.8936,5.6762
48,1,589,257,619,262,8.079487721109253,320.17807545177106,8.19943968962578,350.5837988270422,0.6894,3,20,3,4,5000,100,71.0,10.0,15.0,0.35,0.35,0.3,0.1,0.9855,0.0453,2.7381,334.6918,8.3154,-1.1804,8.3988
48,2,607,235,637,237,3.927576626217461,335.78862398836566,3.9182488640673765,365.8551625985343,0.7427,3,20,3,4,5000,100,71.0,10.0,15.0,0.35,0.35,0.3,0.1,0.9316,0.0429,2.5850,350.1777,8.7668,-0.6019,8.7874
48,3,434,62,451,47,317.2025981617658,220.78043391568917,317.3305188679789,243.4460925954656,0.7618,3,20,3,4,5000,100,71.0,10.0,15.0,0.35,0.35,0.3,0.1,1.0614,0.0488,2.9541,231.5599,4.2637,3.9479,5.8108
49,1,598,257,628,261,7.859260549155644,329.0911727773931,7.8369742017995305,359.3563690822802,0.8419,4,20,3,4,5000,100,71.0,10.0,15.0,0.35,0.35,0.3,0.1,0.9557,0.044,2.6536,343.5585,8.5403,-1.1789,8.6213
49,2,616,234,638,235,3.6592815186608023,344.70277051396033,3.595826049534778,366.7219655270188,0.5467,4,20,3,4,5000,100,71.0,10.0,15.0,0.35,0.35,0.3,0.1,0.6729,0.031,1.8495,355.3716,8.8996,-0.5692,8.9177
49,7,18,215,2,215,179.32330965972068,254.01771591761076,179.3634064240365,270.0166661522951,0.643,4,20,3,4,5000,100,71.0,10.0,15.0,0.35,0.35,0.3,0.1,0.6637,0.0305,1.8235,261.7730,-6.5685,-0.0776,6.5690
49,3,443,62,461,46,318.74298829568716,227.46648104720836,318.7069399937191,251.54919995897424,0.8438,4,20,3,4,5000,100,71.0,10.0,15.0,0.35,0.35,0.3,0.1,1.093,0.0503,3.0438,238.9025,4.5068,3.9534,5.9950
50,6,578,253,625,259,7.631434317845496,308.7345137816632,7.584011381422129,356.11514991642804,0.7849,4,20,3,4,5000,100,71.0,10.0,15.0,0.35,0.35,0.3,0.1,1.5493,0.0713,4.3410,330.7365,8.2260,-1.1022,8.2995
50,1,603,255,635,259,7.401805401079558,333.7813655673426,7.377419031190949,366.0300534109187,0.7771,4,20,3,4,5000,100,71.0,10.0,15.0,0.35,0.35,0.3,0.1,1.0018,0.0461,2.7846,349.1627,8.6889,-1.1288,8.7619
50,7,7,214,1,214,179.5675872324623,265.0075470623431,179.5771605953295,271.0073799733136,0.9597,4,20,3,4,5000,100,71.0,10.0,15.0,0.35,0.35,0.3,0.1,0.2433,0.0112,0.6284,267.9739,-6.7244,-0.0507,6.7246
50,3,449,61,466,45,319.53226170870147,232.65854809140367,319.27731617324474,255.9785147234041,0.6223,4,20,3,4,5000,100,71.0,10.0,15.0,0.35,0.35,0.3,0.1,1.0375,0.0477,2.8861,243.7621,4.6536,3.9700,6.1170
51,6,582,252,630,259,7.3523793598923595,312.5699921617557,7.479296969763091,361.0720149776219,0.7346,5,20,3,4,5000,100,71.0,10.0,15.0,0.35,0.35,0.3,0.1,1.5653,0.072,4.3864,335.0749,8.3393,-1.0760,8.4084
51,1,607,255,637,258,7.3143884157023775,337.7484270873811,7.182968904506107,367.8872109764078,0.5511,5,20,3,4,5000,100,71.0,10.0,15.0,0.35,0.35,0.3,0.1,0.9285,0.0427,2.5763,352.1742,8.7656,-1.1251,8.8375
51,2,599,231,630,233,3.3253737005815474,327.55152266475574,3.357078678985558,358.6153928653928,0.7009,5,20,3,4,5000,100,71.0,10.0,15.0,0.35,0.35,0.3,0.1,0.9842,0.0453,2.7345,342.3803,8.5773,-0.4984,8.5917
51,7,28,213,7,213,179.76518254620638,244.00204917172314,179.78379053753764,265.0018867857359,0.9064,5,20,3,4,5000,100,71.0,10.0,15.0,0.35,0.35,0.3,0.1,0.8969,0.0413,2.4864,254.0688,-6.3756,-0.0261,6.3756
51,3,452,60,470,44,319.8207660780927,235.59286916203556,319.6858998395027,259.6690201005888,0.7472,5,20,3,4,5000,100,71.0,10.0,15.0,0.35,0.35,0.3,0.1,1.0568,0.0486,2.9410,247.0457,4.7365,3.9997,6.1994
52,6,586,252,634,258,7.259724046259812,316.53751752359466,7.241866858916207,364.91094804075146,0.8162,4,20,3,4,5000,100,71.0,10.0,15.0,0.35,0.35,0.3,0.1,1.5432,0.071,4.3238,339.0073,8.4389,-1.0750,8.5071
52,2,603,230,628,232,3.112716620339459,331.48906467634794,3.21548399174821,356.5613551690648,0.5211,4,20,3,4,5000,100,71.0,10.0,15.0,0.35,0.35,0.3,0.1,0.7922,0.0364,2.1887,343.5684,8.6088,-0.4682,8.6215
52,7,32,213,9,213,179.7612689669011,240.00208332429116,179.78214637490285,263.0019011338131,0.808,4,20,3,4,5000,100,71.0,10.0,15.0,0.35,0.35,0.3,0.1,0.9941,0.0457,2.7625,250.9762,-6.2980,-0.0262,6.2980
52,3,457,60,477,44,320.59273539700246,239.4347510283334,320.66496337848713,265.04527915056326,0.811,4,20,3,4,5000,100,71.0,10.0,15.0,0.35,0.35,0.3,0.1,1.1037,0.0508,3.0741,251.5899,4.8781,4.0079,6.3134
53,6,588,252,637,258,7.214262039206761,318.5215848258953,7.182968904506107,367.8872109764078,0.7945,4,20,3,4,5000,100,71.0,10.0,15.0,0.35,0.35,0.3,0.1,1.5635,0.0719,4.3814,341.4292,8.5000,-1.0760,8.5679
53,2,605,230,636,232,3.0940580589171116,333.4861316456803,3.144957464698022,364.5490364820623,0.672,4,20,3,4,5000,100,71.0,10.0,15.0,0.35,0.35,0.3,0.1,0.9674,0.0445,2.6869,348.3264,8.7282,-0.4718,8.7409
53,7,34,212,18,213,180.0,238.0,179.77442723036597,254.0019684963091,0.3999,4,20,3,4,5000,100,71.0,10.0,15.0,0.35,0.35,0.3,0.1,0.7071,0.0325,1.9467,245.7408,-6.1666,-0.0000,6.1666
53,3,460,60,480,44,321.0440921622411,241.76021178018522,321.0724564072077,267.37239947309445,0.8262,4,20,3,4,5000,100,71.0,10.0,15.0,0.35,0.35,0.3,0.1,1.0936,0.0503,3.0456,253.9221,4.9550,4.0062,6.3719
54,6,589,252,637,258,7.19174277003143,319.513692977312,7.182968904506107,367.8872109764078,0.8433,4,20,3,4,5000,100,71.0,10.0,15.0,0.35,0.35,0.3,0.1,1.5299,0.0704,4.2858,341.9984,8.5146,-1.0744,8.5821
54,2,606,230,630,232,3.0848123304975923,334.4846782739084,3.197557773850848,358.55822400274127,0.4967,4,20,3,4,5000,100,71.0,10.0,15.0,0.35,0.35,0.3,0.1,0.7552,0.0347,2.0834,346.1033,8.6726,-0.4674,8.6852
54,7,35,213,12,213,179.7582470907319,237.00210969525145,179.77963270387684,260.00192306981114,0.8177,4,20,3,4,5000,100,71.0,10.0,15.0,0.35,0.35,0.3,0.1,1.0061,0.0463,2.7967,247.9698,-6.2225,-0.0263,6.2226
54,3,461,60,481,44,321.19261762404756,242.53865671269807,321.2067131766363,268.1510768205118,0.8481,4,20,3,4,5000,100,71.0,10.0,15.0,0.35,0.35,0.3,0.1,1.0903,0.0502,3.0362,254.7026,4.9806,4.0056,6.3915
55,6,591,252,639,257,7.1471212010122835,321.49805598168086,6.990474343058991,369.74856321559923,0.6714,4,20,3,4,5000,100,71.0,10.0,15.0,0.35,0.35,0.3,0.1,1.5175,0.0698,4.2506,343.9393,8.5638,-1.0738,8.6308
55,2,608,230,634,232,3.0664855011258934,336.48179742743883,3.1622977521393887,362.55206522649956,0.5265,4,20,3,4,5000,100,71.0,10.0,15.0,0.35,0.35,0.3,0.1,0.8108,0.0373,2.2415,349.0308,8.7461,-0.4685,8.7586
55,7,37,213,14,213,179.75618964389594,235.00212764994276,179.77792444730653,258.00193797721755,0.7751,4,20,3,4,5000,100,71.0,10.0,15.0,0.35,0.35,0.3,0.1,1.0142,0.0467,2.8199,245.9655,-6.1722,-0.0263,6.1723
55,3,463,60,483,44,321.4868216996632,244.10038918445008,321.4728974252558,269.71281022598833,0.8747,4,20,3,4,5000,100,71.0,10.0,15.0,0.35,0.35,0.3,0.1,1.0837,0.0498,3.0173,256.2682,5.0319,4.0044,6.4308
56,2,612,230,636,231,3.030476845860595,340.47613719613304,2.9880020207201334,364.49554181087046,0.6236,3,20,3,4,5000,100,71.0,10.0,15.0,0.35,0.35,0.3,0.1,0.7407,0.0341,2.0423,352.0767,8.8227,-0.4671,8.8350
56,7,41,213,19,213,179.7519678718435,231.00216449202375,179.7735356476588,253.00197627686626,0.8042,3,20,3,4,5000,100,71.0,10.0,15.0,0.35,0.35,0.3,0.1,0.9882,0.0455,2.7458,241.5021,-6.0602,-0.0262,6.0603
56,3,466,60,487,44,321.921117638435,246.45486402179202,321.99609645827536,272.85344051340087,0.8046,3,20,3,4,5000,100,71.0,10.0,15.0,0.35,0.35,0.3,0.1,1.1051,0.0508,3.0783,258.9832,5.1157,4.0082,6.4990
57,6,600,251,627,254,6.780772473068567,330.31046002208285,6.747291144316347,357.4758733117523,0.6648,3,20,3,4,5000,100,71.0,10.0,15.0,0.35,0.35,0.3,0.1,0.8587,0.0395,2.3776,343.3567,8.5560,-1.0173,8.6162
57,7,48,213,25,213,179.74421696926075,224.0022321317357,179.76803454870182,247.00202428320299,0.7981,3,20,3,4,5000,100,71.0,10.0,15.0,0.35,0.35,0.3,0.1,1.0616,0.0488,2.9545,234.9406,-5.8956,-0.0263,5.8956
57,3,472,59,494,44,322.5840113814221,251.81143738917024,322.88313931672974,278.40258619488435,0.5858,3,20,3,4,5000,100,71.0,10.0,15.0,0.35,0.35,0.3,0.1,1.0903,0.0502,3.0361,264.4402,5.2705,4.0320,6.6359
58,1,607,252,633,254,6.809050179613405,337.37960815674677,6.636156373190705,363.4350010662154,0.4199,3,20,3,4,5000,100,71.0,10.0,15.0,0.35,0.35,0.3,0.1,0.8083,0.0372,2.2344,349.9230,8.7191,-1.0411,8.7810
58,7,55,212,33,212,180.0,217.0,180.0,239.0,0.831,3,20,3,4,5000,100,71.0,10.0,15.0,0.35,0.35,0.3,0.1,1.0489,0.0482,2.9183,227.4693,-5.7081,-0.0000,5.7081
58,3,480,59,502,43,323.66265816665197,258.2111539031573,323.6922012881975,285.41373477812874,0.8489,3,20,3,4,5000,100,71.0,10.0,15.0,0.35,0.35,0.3,0.1,1.0879,0.05,3.0292,271.1318,5.4808,4.0315,6.8038
59,7,67,213,46,212,179.72051060945526,205.00243900988104,180.0,226.0,0.6138,2,20,3,4,5000,100,71.0,10.0,15.0,0.35,0.35,0.3,0.1,1.0591,0.0487,2.9475,214.9897,-5.3949,-0.0263,5.3950
59,3,491,60,514,44,325.2368799769057,266.58019431308094,325.2310434445182,294.59803122220626,0.8774,2,20,3,4,5000,100,71.0,10.0,15.0,0.35,0.35,0.3,0.1,1.0854,0.0499,3.0222,279.8897,5.7700,4.0047,7.0236
60,7,78,214,58,214,179.40934278535332,194.0103090044444,179.46454101443547,214.00934559032697,0.7797,2,20,3,4,5000,100,71.0,10.0,15.0,0.35,0.35,0.3,0.1,1.0656,0.049,2.9659,203.5197,-5.1069,-0.0526,5.1071
60,3,502,62,527,46,326.88865803962796,274.5906043549196,326.9366616737092,304.27126055544585,0.8462,2,20,3,4,5000,100,71.0,10.0,15.0,0.35,0.35,0.3,0.1,1.1147,0.0513,3.1055,288.6700,6.0676,3.9571,7.2439
61,7,84,215,66,216,179.085783239551,188.0239346466295,178.88760038370222,206.03883129157958,0.6756,2,20,3,4,5000,100,71.0,10.0,15.0,0.35,0.35,0.3,0.1,0.9939,0.0457,2.7620,196.6196,-4.9334,-0.0787,4.9340
61,3,510,63,535,48,327.9513583784576,280.79351844371337,328.05340177079006,309.9435432461854,0.779,2,20,3,4,5000,100,71.0,10.0,15.0,0.35,0.35,0.3,0.1,1.0728,0.0493,2.9863,294.6493,6.2671,3.9235,7.3940
62,7,89,218,71,219,178.12212255271464,183.09833423600554,178.00543069875815,201.12185361118767,0.7368,2,20,3,4,5000,100,71.0,10.0,15.0,0.35,0.35,0.3,0.1,1.0198,0.0469,2.8357,191.6874,-4.8076,-0.1576,4.8102
62,3,515,66,540,51,329.0015817785596,283.4872131155125,329.00481408023245,312.64196775225173,0.8663,2,20,3,4,5000,100,71.0,10.0,15.0,0.35,0.35,0.3,0.1,1.0632,0.0489,2.9592,297.3517,6.3961,3.8429,7.4618
63,7,91,221,73,223,177.1533830841839,181.22361876973983,176.83611638111927,199.3037882229036,0.5834,2,20,3,4,5000,100,71.0,10.0,15.0,0.35,0.35,0.3,0.1,1.0329,0.0475,2.8731,189.8342,-4.7578,-0.2366,4.7637
63,3,517,69,542,54,329.7290244507099,283.6793965024601,329.6644614884111,312.8322234041755,0.7801,2,20,3,4,5000,100,71.0,10.0,15.0,0.35,0.35,0.3,0.1,1.0625,0.0489,2.9571,297.5434,6.4485,3.7638,7.4666
64,7,87,227,68,229,175.36453657309735,185.60711193270586,175.2363583092738,204.70710783946902,0.729,2,20,3,4,5000,100,71.0,10.0,15.0,0.35,0.35,0.3,0.1,1.0638,0.0489,2.9609,194.6898,-4.8696,-0.3948,4.8856
64,3,513,72,538,58,329.84714496964466,278.71311415145146,329.93141717813756,307.36297760140206,0.7985,2,20,3,4,5000,100,71.0,10.0,15.0,0.35,0.35,0.3,0.1,1.0627,0.0489,2.9578,292.3378,6.3433,3.6849,7.3360
65,7,90,232,84,233,173.72892255049888,183.09560344257315,173.6263606341225,189.16923639957952,0.7401,2,20,3,4,5000,100,71.0,10.0,15.0,0.35,0.35,0.3,0.1,0.3547,0.0163,0.9450,186.0829,-4.6416,-0.5101,4.6696
65,3,513,78,538,64,330.92521422528233,275.74807342935327,330.90883191130246,304.4010512465422,0.8456,2,20,3,4,5000,100,71.0,10.0,15.0,0.35,0.35,0.3,0.1,1.0737,0.0494,2.9890,289.3670,6.3464,3.5287,7.2614
66,7,84,234,65,236,173.32553095288245,189.2828571212935,173.38653951768526,208.38665984174708,0.7888,2,20,3,4,5000,100,71.0,10.0,15.0,0.35,0.35,0.3,0.1,1.0444,0.048,2.9056,198.3759,-4.9443,-0.5786,4.9781
66,3,509,78,534,65,330.51614550542325,272.2590678012396,330.7045809162198,300.42137074449283,0.6876,2,20,3,4,5000,100,71.0,10.0,15.0,0.35,0.35,0.3,0.1,1.0691,0.0492,2.9758,285.6478,6.2398,3.5280,7.1681
67,7,86,239,68,242,171.7405620201212,187.94946129212502,171.63411387596742,206.194083329275,0.7474,2,20,3,4,5000,100,71.0,10.0,15.0,0.35,0.35,0.3,0.1,1.0063,0.0463,2.7974,196.6495,-4.8836,-0.7089,4.9347
67,3,511,83,536,70,331.6420913556798,271.5916051721776,331.7251347787805,299.7665758552811,0.8038,2,20,3,4,5000,100,71.0,10.0,15.0,0.35,0.35,0.3,0.1,1.072,0.0493,2.9843,284.9844,6.2932,3.3968,7.1514
68,7,93,244,75,248,169.8642502744554,181.8378398463862,169.64397375073,200.26232796010336,0.6654,2,20,3,4,5000,100,71.0,10.0,15.0,0.35,0.35,0.3,0.1,1.0483,0.0482,2.9167,190.6059,-4.7084,-0.8417,4.7831
68,3,517,89,543,76,333.34148107628613,274.14229881577927,333.3504418347717,303.2111475523286,0.8807,2,20,3,4,5000,100,71.0,10.0,15.0,0.35,0.35,0.3,0.1,1.0946,0.0503,3.0483,287.9449,6.4576,3.2420,7.2257
69,7,102,252,85,256,166.75948008481282,174.64249196572982,166.75948008481282,192.1067411623028,0.8126,2,20,3,4,5000,100,71.0,10.0,15.0,0.35,0.35,0.3,0.1,1.0352,0.0476,2.8796,182.9588,-4.4691,-1.0516,4.5912
69,3,526,97,553,85,335.64107896468045,278.8207309365643,335.6790633440497,308.36666486505965,0.8571,2,20,3,4,5000,100,71.0,10.0,15.0,0.35,0.35,0.3,0.1,1.0939,0.0503,3.0464,292.8504,6.6946,3.0310,7.3488
70,7,110,258,94,263,164.14807184571305,168.40427548016706,164.0120998194016,185.16209115258988,0.7179,2,20,3,4,5000,100,71.0,10.0,15.0,0.35,0.35,0.3,0.1,1.0304,0.0474,2.8659,176.3861,-4.2579,-1.2090,4.4262
70,3,535,104,563,93,337.674672449511,284.31144894288025,337.75864338134926,314.391475711413,0.7933,2,20,3,4,5000,100,71.0,10.0,15.0,0.35,0.35,0.3,0.1,1.0923,0.0502,3.0417,298.5958,6.9313,2.8463,7.4930
71,7,115,263,98,268,162.00409070275964,165.07574019219177,162.15979569229648,182.78949641595932,0.7254,2,20,3,4,5000,100,71.0,10.0,15.0,0.35,0.35,0.3,0.1,1.107,0.0509,3.0837,173.4816,-4.1404,-1.3450,4.3534
71,3,540,109,568,99,338.9768165010395,287.1114766079545,339.1053061668159,316.8359196808342,0.74,2,20,3,4,5000,100,71.0,10.0,15.0,0.35,0.35,0.3,0.1,1.07,0.0492,2.9784,301.2422,7.0562,2.7119,7.5594
72,7,118,268,104,273,160.01689347810003,163.86579875007476,160.04428151593424,178.7316424139833,0.8204,2,20,3,4,5000,100,71.0,10.0,15.0,0.35,0.35,0.3,0.1,0.9433,0.0434,2.6183,170.9762,-4.0322,-1.4662,4.2905
72,3,544,114,572,104,340.1862067545043,289.1158937173811,340.2011236454751,318.84792613407416,0.8667,2,20,3,4,5000,100,71.0,10.0,15.0,0.35,0.35,0.3,0.1,1.0632,0.0489,2.9590,303.2549,7.1594,2.5795,7.6099
73,7,120,275,105,282,157.48727990979037,164.53874923555242,157.2584364679562,181.077331546497,0.6697,2,20,3,4,5000,100,71.0,10.0,15.0,0.35,0.35,0.3,0.1,1.0403,0.0479,2.8940,172.4123,-3.9968,-1.6566,4.3265
73,3,546,121,574,112,341.6278066607596,288.71612355391585,341.6789591373711,318.1257612957492,0.8216,2,20,3,4,5000,100,71.0,10.0,15.0,0.35,0.35,0.3,0.1,1.0536,0.0485,2.9318,302.7083,7.2090,2.3942,7.5962
74,7,121,280,106,287,155.75647941275474,165.60495161679194,155.68620351343455,182.15652609774924,0.7803,2,20,3,4,5000,100,71.0,10.0,15.0,0.35,0.35,0.3,0.1,1.0347,0.0476,2.8781,173.4869,-3.9696,-1.7876,4.3535
74,3,546,126,575,118,342.5745639596944,287.17938644686876,342.7644884656201,317.2459613612126,0.6649,2,20,3,4,5000,100,71.0,10.0,15.0,0.35,0.35,0.3,0.1,1.0814,0.0497,3.0109,301.4649,7.2178,2.2654,7.5650
75,7,120,286,105,294,154.04123073843937,169.0562036720333,153.84813237794958,186.04569331215382,0.6891,2,20,3,4,5000,100,71.0,10.0,15.0,0.35,0.35,0.3,0.1,1.0401,0.0478,2.8935,177.1445,-3.9968,-1.9458,4.4453
75,3,546,131,574,123,343.5312437463445,285.72189275587544,343.57964996494854,314.8412298286233,0.8342,2,20,3,4,5000,100,71.0,10.0,15.0,0.35,0.35,0.3,0.1,1.0541,0.0485,2.9332,299.5756,7.2092,2.1312,7.5176
76,7,120,292,105,301,152.24145939893998,171.7672844286711,151.94532337737914,189.2353032602532,0.6218,2,20,3,4,5000,100,71.0,10.0,15.0,0.35,0.35,0.3,0.1,1.0519,0.0484,2.9271,180.0787,-3.9989,-2.1047,4.5189
76,3,545,138,574,130,344.83371189167997,282.85155117128136,344.8091142067065,312.93449793846634,0.8655,2,20,3,4,5000,100,71.0,10.0,15.0,0.35,0.35,0.3,0.1,1.0977,0.0505,3.0572,297.1335,7.1966,1.9507,7.4563
77,7,116,304,100,314,149.47029410006587,181.10770276274835,149.33107335028507,199.96999774966244,0.7381,2,20,3,4,5000,100,71.0,10.0,15.0,0.35,0.35,0.3,0.1,1.0761,0.0495,2.9957,190.0720,-4.1084,-2.4229,4.7697
77,3,541,149,569,143,346.8188539283402,276.27884464793897,346.9208762199332,304.9098227345259,0.7791,2,20,3,4,5000,100,71.0,10.0,15.0,0.35,0.35,0.3,0.1,1.071,0.0493,2.9812,289.8891,7.0829,1.6588,7.2745
78,7,118,310,103,320,147.52880770915152,182.53766734567415,147.419255682975,200.5617112013158,0.7584,2,20,3,4,5000,100,71.0,10.0,15.0,0.35,0.35,0.3,0.1,1.0228,0.047,2.8443,191.1257,-4.0463,-2.5749,4.7961
78,3,543,155,571,149,348.1219976752414,276.92959394040935,348.10168482587505,305.56505035753025,0.8632,2,20,3,4,5000,100,71.0,10.0,15.0,0.35,0.35,0.3,0.1,1.0687,0.0492,2.9748,290.5435,7.1348,1.5007,7.2909
79,7,119,313,104,324,146.569972047902,183.3303030052588,146.30993247402023,201.9108714259834,0.6318,2,20,3,4,5000,100,71.0,10.0,15.0,0.35,0.35,0.3,0.1,1.0485,0.0482,2.9174,192.1725,-4.0246,-2.6567,4.8224
79,3,544,159,570,154,348.9739084145874,277.1154993860863,348.9861671096486,303.59183124715327,0.8326,2,20,3,4,5000,100,71.0,10.0,15.0,0.35,0.35,0.3,0.1,0.9912,0.0456,2.7544,289.7501,7.1368,1.3906,7.2710
80,3,547,161,573,157,349.4936022120908,279.6891131238397,349.64490877985196,305.9836596944353,0.6697,1,20,3,4,5000,100,71.0,10.0,15.0,0.35,0.35,0.3,0.1,0.976,0.0449,2.7113,292.2461,7.2107,1.3373,7.3337
81,7,124,322,110,333,143.3786725062156,184.40173534975207,143.24344697289433,202.20039564748632,0.7275,2,20,3,4,5000,100,71.0,10.0,15.0,0.35,0.35,0.3,0.1,1.0009,0.046,2.7819,192.8914,-3.8849,-2.8874,4.8404
81,3,549,167,578,163,350.77263280571066,280.6314308839977,350.90242053275875,309.8983704377937,0.7369,2,20,3,4,5000,100,71.0,10.0,15.0,0.35,0.35,0.3,0.1,1.0774,0.0496,2.9996,294.5397,7.2956,1.1852,7.3912
82,7,128,333,113,346,139.96041068756207,188.08774548066654,139.87690628664376,207.93508602446101,0.7934,2,20,3,4,5000,100,71.0,10.0,15.0,0.35,0.35,0.3,0.1,1.0895,0.0501,3.0340,197.5141,-3.7946,-3.1886,4.9564
82,3,571,176,582,175,353.1345591299549,301.1594262180747,353.19366964282415,312.200256245891,0.4942,2,20,3,4,5000,100,71.0,10.0,15.0,0.35,0.35,0.3,0.1,0.3913,0.018,1.0491,306.5805,7.6382,0.9196,7.6934
83,7,130,344,116,357,137.09015915371072,193.8762491900439,137.09293430528817,212.9812198293549,0.8407,2,20,3,4,5000,100,71.0,10.0,15.0,0.35,0.35,0.3,0.1,1.0209,0.047,2.8387,202.9802,-3.7307,-3.4680,5.0936
83,3,556,189,585,188,355.36995358920234,284.92981591964013,355.6152931249392,313.9187793044564,0.6234,2,20,3,4,5000,100,71.0,10.0,15.0,0.35,0.35,0.3,0.1,1.0524,0.0484,2.9284,298.7227,7.4717,0.6051,7.4962
84,7,130,352,116,367,135.40634623330902,199.40912717325654,135.18423016737506,219.91134577370036,0.654,2,20,3,4,5000,100,71.0,10.0,15.0,0.35,0.35,0.3,0.1,1.063,0.0489,2.9584,209.1590,-3.7376,-3.6849,5.2487
84,3,574,197,585,197,357.15651988616884,302.3722870899382,357.25629502377654,313.35921878891645,0.3774,2,20,3,4,5000,100,71.0,10.0,15.0,0.35,0.35,0.3,0.1,0.3879,0.0178,1.0394,307.7677,7.7136,0.3831,7.7232
85,7,130,356,116,372,134.59933674420785,202.23748416156684,134.27477570094075,223.46364357541475,0.5794,2,20,3,4,5000,100,71.0,10.0,15.0,0.35,0.35,0.3,0.1,1.084,0.0499,3.0182,212.3214,-3.7410,-3.7937,5.3280
85,3,555,203,582,202,358.1784866483989,283.14307337457507,358.1523897340054,310.16124838541646,0.8244,2,20,3,4,5000,100,71.0,10.0,15.0,0.35,0.35,0.3,0.1,0.99,0.0455,2.7510,296.0370,7.4250,0.2361,7.4288
86,7,129,359,114,375,134.2097634975708,205.08047201037937,134.10761454125947,227.00881040171106,0.7457,2,20,3,4,5000,100,71.0,10.0,15.0,0.35,0.35,0.3,0.1,1.1033,0.0507,3.0731,215.4882,-3.7706,-3.8760,5.4075
86,3,554,206,572,206,358.7811247648687,282.0638225650358,358.85423716182487,300.0599940011997,0.5805,2,20,3,4,5000,100,71.0,10.0,15.0,0.35,0.35,0.3,0.1,0.6721,0.0309,1.8472,290.7837,7.2953,0.1552,7.2970
87,3,549,211,576,212,359.7931569292227,277.0018050482704,0.0,304.0,0.5985,1,20,3,4,5000,100,71.0,10.0,15.0,0.35,0.35,0.3,0.1,1.0102,0.0465,2.8085,289.8736,7.2741,0.0263,7.2741
88,7,122,372,107,389,133.1523897340054,219.31712199461307,132.99044618697886,241.9793379609094,0.702,2,20,3,4,5000,100,71.0,10.0,15.0,0.35,0.35,0.3,0.1,1.068,0.0491,2.9728,230.0916,-3.9490,-4.2123,5.7739
88,3,547,217,573,218,1.0416266760099742,275.04545078950133,1.1419573267890228,301.0597947252339,0.7502,2,20,3,4,5000,100,71.0,10.0,15.0,0.35,0.35,0.3,0.1,0.9817,0.0452,2.7274,287.4653,7.2125,-0.1311,7.2137
89,7,119,387,103,405,131.16273788267236,232.4521456128121,131.20693571831134,256.5345980564805,0.7874,2,20,3,4,5000,100,71.0,10.0,15.0,0.35,0.35,0.3,0.1,1.0707,0.0492,2.9804,243.9003,-4.0285,-4.6077,6.1205
89,3,544,232,573,234,4.205357001708586,272.73430293969255,4.180298104695347,301.80291582421796,0.8515,2,20,3,4,5000,100,71.0,10.0,15.0,0.35,0.35,0.3,0.1,1.0999,0.0506,3.0635,286.5332,7.1709,-0.5273,7.1903
90,7,119,393,104,412,130.20796595306805,237.00210969525145,130.0302592718897,261.19724347703215,0.6658,2,20,3,4,5000,100,71.0,10.0,15.0,0.35,0.35,0.3,0.1,1.0558,0.0486,2.9381,248.5122,-4.0259,-4.7626,6.2362
90,3,544,240,571,243,5.877392606643136,273.4373785714016,5.919216371305521,300.60272786520085,0.7953,2,20,3,4,5000,100,71.0,10.0,15.0,0.35,0.35,0.3,0.1,1.0288,0.0473,2.8613,286.3773,7.1486,-0.7359,7.1864
91,7,120,395,106,414,129.7130591497647,237.89283301520456,129.41275603579567,261.457453517776,0.5423,3,20,3,4,5000,100,71.0,10.0,15.0,0.35,0.35,0.3,0.1,1.0259,0.0472,2.8531,249.1191,-3.9943,-4.8089,6.2514
91,8,525,240,563,244,6.315334576314071,254.54469155729805,6.275353094395495,292.7541630788536,0.7583,3,20,3,4,5000,100,71.0,10.0,15.0,0.35,0.35,0.3,0.1,1.5178,0.0698,4.2513,272.3156,6.7920,-0.7517,6.8335
91,3,545,242,575,245,6.271077449501146,274.6434051638597,6.215635899702656,304.7917321713304,0.8026,3,20,3,4,5000,100,71.0,10.0,15.0,0.35,0.35,0.3,0.1,1.1311,0.052,3.1522,288.9333,7.2071,-0.7920,7.2505
92,3,564,250,575,251,7.414630290974722,294.462221685567,7.334378801416705,305.4995908344232,0.457,1,20,3,4,5000,100,71.0,10.0,15.0,0.35,0.35,0.3,0.1,0.3999,0.0184,1.0736,299.8794,7.4623,-0.9711,7.5252
93,7,120,411,106,430,127.37328211739778,250.4096643502403,127.28810758734112,274.0072991728505,0.7448,2,20,3,4,5000,100,71.0,10.0,15.0,0.35,0.35,0.3,0.1,0.9783,0.045,2.7176,261.6776,-3.9859,-5.2184,6.5666
