Frame_Number,Track_ID,Center_X,Center_Y,Right_X,Right_Y,Angle_A_deg,A_px,Angle_B_deg,C_px,Pair_Score,Pair_Count,Binary_Threshold,Blur_Size,Min_Area_px2,Max_Area_px2,Max_Width_px,Max_Radial_Gap_px,Max_Angle_Diff_deg,Max_Center_Offset_px,Weight_Angle,Weight_Area,Weight_Center,Min_Score_Threshold,Zprime_mm,Zdoubleprime,Z_mm,B_px,X_mm,Y_mm
0,1,233,442,229,470,98.28848696665193,409.27496869464176,98.2782488359358,437.5591388601088,0.8244,10,59,1,4,5000,100,71.0,16.0,39.0,0.35,0.35,0.3,0.1,3.6963,0.0334,2.6334,422.9447,-1.529,-10.5027
0,2,221,409,217,435,100.80552901018514,378.71493236998197,100.67179763656368,405.0049382414985,0.86,10,59,1,4,5000,100,71.0,16.0,39.0,0.35,0.35,0.3,0.1,3.7124,0.0335,2.6447,391.419,-1.8298,-9.6504
0,3,399,213,410,232,58.702300158119776,205.9732992404598,58.82068474261747,227.92323269030737,0.7687,10,59,1,4,5000,100,71.0,16.0,39.0,0.35,0.35,0.3,0.1,5.5985,0.0506,3.9644,216.3931,2.8159,-4.643
0,4,299,179,300,198,87.1778447001882,142.1724305201258,87.1553443952266,161.19863522995473,0.8518,10,59,1,4,5000,100,71.0,16.0,39.0,0.35,0.35,0.3,0.1,6.9407,0.0627,4.9035,151.0889,0.1875,-3.7868
0,5,124,115,69,140,155.09523119190482,185.22418848519757,155.2085683370626,245.63794495150785,0.6751,10,59,1,4,5000,100,71.0,16.0,39.0,0.35,0.35,0.3,0.1,15.5176,0.1402,10.9046,211.1956,-4.8094,-2.2264
0,6,130,98,82,121,159.36647574784178,173.1040149736568,158.19859051364818,226.17692189964916,0.6551,10,59,1,4,5000,100,71.0,16.0,39.0,0.35,0.35,0.3,0.1,14.7103,0.1329,10.3397,196.1132,-4.5853,-1.7873
0,7,280,52,242,95,128.6598082540901,19.209372712298546,130.76360520094119,76.57675887630658,0.9019,10,59,1,4,5000,100,71.0,16.0,39.0,0.35,0.35,0.3,0.1,66.281,0.5989,46.4229,30.7141,-0.4989,-0.5875
0,8,286,82,287,97,97.59464336859145,45.39823785126467,94.76364169072617,60.207972893961475,0.8266,10,59,1,4,5000,100,71.0,16.0,39.0,0.35,0.35,0.3,0.1,15.5197,0.1402,10.9061,51.7647,-0.1353,-1.2919
0,9,283,45,242,85,138.3664606634298,12.041594578792296,136.16913932790743,69.31089380465383,0.6931,10,59,1,4,5000,100,71.0,16.0,39.0,0.35,0.35,0.3,0.1,77.9072,0.704,54.5576,20.5185,-0.3735,-0.3545
0,10,284,59,281,66,109.98310652189998,23.40939982143925,110.77225468204583,31.016124838541646,0.731,10,59,1,4,5000,100,71.0,16.0,39.0,0.35,0.35,0.3,0.1,15.4676,0.1398,10.8696,26.6812,-0.2337,-0.6274
1,1,232,442,228,470,98.42696902148067,409.42032191868543,98.40778570269867,437.70423804208247,0.8159,9,59,1,4,5000,100,71.0,16.0,39.0,0.35,0.35,0.3,0.1,3.695,0.0334,2.6325,423.0901,-1.5541,-10.5027
1,2,223,412,218,438,100.42580852588479,381.2951612596205,100.45565756030508,407.7707689376471,0.9491,9,59,1,4,5000,100,71.0,16.0,39.0,0.35,0.35,0.3,0.1,3.7133,0.0336,2.6453,394.0888,-1.7922,-9.7256
1,3,403,212,415,231,57.61362745401874,207.23416706711276,57.62446000678797,229.7063342618135,0.7846,9,59,1,4,5000,100,71.0,16.0,39.0,0.35,0.35,0.3,0.1,5.6918,0.0514,4.0296,217.8924,2.9282,-4.6176
1,5,122,112,76,139,156.1940564815423,185.80904176062046,154.72227776444706,238.8723508487326,0.5664,9,59,1,4,5000,100,71.0,16.0,39.0,0.35,0.35,0.3,0.1,13.8279,0.1249,9.7224,209.0256,-4.7679,-2.1863
1,6,128,95,84,120,160.523424501068,173.95401691251627,158.2460994409963,223.9486548296283,0.4984,9,59,1,4,5000,100,71.0,16.0,39.0,0.35,0.35,0.3,0.1,13.9051,0.1256,9.7763,195.8105,-4.5947,-1.7415
1,7,280,52,242,95,128.6598082540901,19.209372712298546,130.76360520094119,76.57675887630658,0.8438,9,59,1,4,5000,100,71.0,16.0,39.0,0.35,0.35,0.3,0.1,66.281,0.5989,46.4229,30.7141,-0.4989,-0.5875
1,8,288,81,289,95,95.1944289077348,44.181444068749045,92.96093613416376,58.077534382926416,0.8521,9,59,1,4,5000,100,71.0,16.0,39.0,0.35,0.35,0.3,0.1,15.039,0.1359,10.5697,50.1853,-0.0862,-1.2564
1,9,283,45,242,85,138.3664606634298,12.041594578792296,136.16913932790743,69.31089380465383,0.6776,9,59,1,4,5000,100,71.0,16.0,39.0,0.35,0.35,0.3,0.1,77.9072,0.704,54.5576,20.5185,-0.3735,-0.3545
1,10,284,59,281,66,109.98310652189998,23.40939982143925,110.77225468204583,31.016124838541646,0.7285,9,59,1,4,5000,100,71.0,16.0,39.0,0.35,0.35,0.3,0.1,15.4676,0.1398,10.8696,26.6812,-0.2337,-0.6274
2,1,231,442,227,470,98.56535197512608,409.56806516133554,98.53723605368269,437.8515730244668,0.7735,9,59,1,4,5000,100,71.0,16.0,39.0,0.35,0.35,0.3,0.1,3.6937,0.0334,2.6316,423.2378,-1.5792,-10.5027
2,2,223,414,219,440,100.37170265722476,383.2623122614589,100.26730829144662,409.558298658445,0.8929,9,59,1,4,5000,100,71.0,16.0,39.0,0.35,0.35,0.3,0.1,3.6706,0.0332,2.6155,395.9742,-1.7797,-9.7759
2,3,404,211,417,231,57.23150092123018,206.92993983471797,57.20510618423129,230.7834482799839,0.771,9,59,1,4,5000,100,71.0,16.0,39.0,0.35,0.35,0.3,0.1,6.031,0.0545,4.267,218.2067,2.9648,-4.6036
2,5,121,111,76,139,156.59952244480758,186.3249849054066,154.72227776444706,238.8723508487326,0.5209,9,59,1,4,5000,100,71.0,16.0,39.0,0.35,0.35,0.3,0.1,13.6769,0.1236,9.6167,209.3517,-4.7822,-2.1748
2,6,127,94,84,119,160.9422954898717,174.56803831171388,158.48411529050486,223.5799633240868,0.4931,9,59,1,4,5000,100,71.0,16.0,39.0,0.35,0.35,0.3,0.1,13.6233,0.1231,9.5792,196.0573,-4.6102,-1.718
2,7,253,91,242,95,125.8376529542783,66.61080993352356,130.76360520094119,76.57675887630658,0.277,9,59,1,4,5000,100,71.0,16.0,39.0,0.35,0.35,0.3,0.1,7.7026,0.0696,5.4366,71.247,-1.1123,-1.3997
2,8,289,80,289,94,93.99091309842979,43.104524124504614,93.01278750418334,57.07889277132134,0.9116,9,59,1,4,5000,100,71.0,16.0,39.0,0.35,0.35,0.3,0.1,15.437,0.1395,10.8482,49.1171,-0.0738,-1.2303
2,9,283,45,242,85,138.3664606634298,12.041594578792296,136.16913932790743,69.31089380465383,0.6828,9,59,1,4,5000,100,71.0,16.0,39.0,0.35,0.35,0.3,0.1,77.9072,0.704,54.5576,20.5185,-0.3735,-0.3545
2,10,284,59,281,66,109.98310652189998,23.40939982143925,110.77225468204583,31.016124838541646,0.7285,9,59,1,4,5000,100,71.0,16.0,39.0,0.35,0.35,0.3,0.1,15.4676,0.1398,10.8696,26.6812,-0.2337,-0.6274
3,3,410,210,421,230,55.70284759615926,209.41107898103195,56.241478767626475,232.14219780126146,0.6383,7,59,1,4,5000,100,71.0,16.0,39.0,0.35,0.35,0.3,0.1,5.6972,0.0515,4.0334,220.1915,3.0909,-4.5801
3,5,121,110,77,138,156.8823356747872,185.930094390338,154.83739020454746,237.54157530840786,0.5251,7,59,1,4,5000,100,71.0,16.0,39.0,0.35,0.35,0.3,0.1,13.488,0.1219,9.4845,208.5907,-4.772,-2.1511
3,6,127,93,86,118,161.2530990172167,174.24408167854654,158.53505514975595,221.35265979879256,0.4563,7,59,1,4,5000,100,71.0,16.0,39.0,0.35,0.35,0.3,0.1,13.1787,0.1191,9.2681,194.9935,-4.5902,-1.695
3,7,280,52,242,95,128.6598082540901,19.209372712298546,130.76360520094119,76.57675887630658,0.8438,7,59,1,4,5000,100,71.0,16.0,39.0,0.35,0.35,0.3,0.1,66.281,0.5989,46.4229,30.7141,-0.4989,-0.5875
