Frame_Number,Track_ID,Center_X,Center_Y,Right_X,Right_Y,Angle_A_deg,A_px,Angle_B_deg,C_px,Pair_Score,Pair_Count,Binary_Threshold,Blur_Size,Min_Area_px2,Max_Area_px2,Max_Width_px,Max_Radial_Gap_px,Max_Angle_Diff_deg,Max_Center_Offset_px,Weight_Angle,Weight_Area,Weight_Center,Min_Score_Threshold,Z_mm,B_px,X_mm,Y_mm
48,2,205,340,200,350,117.6292466694657,144.4749113168096,117.5528115767178,155.65346125287417,0.9437,3,47,1,0,5000,100,120.0,10.0,15.0,0.35,0.35,0.3,0.1,2.9254,149.856,-1.7416,3.3329
48,3,63,271,46,276,164.23580456870002,217.168137626126,164.18862906986155,234.88720697390056,0.7176,3,47,1,0,5000,100,120.0,10.0,15.0,0.35,0.35,0.3,0.1,3.0754,225.6804,-5.4496,1.5409
48,1,509,114,527,106,337.53480234742017,256.46247288833507,337.4280145223018,276.1539425755135,0.7529,3,47,1,0,5000,100,120.0,10.0,15.0,0.35,0.35,0.3,0.1,2.9043,265.9442,6.1647,-2.5561
49,4,110,426,99,442,127.12606186827438,268.4026825499328,126.94953036665079,287.80027797067885,0.5187,4,47,1,0,5000,100,120.0,10.0,15.0,0.35,0.35,0.3,0.1,2.7431,277.7632,-4.1982,5.5641
49,2,207,335,201,345,117.85444908113827,139.11865439257238,118.09484190136435,150.7647173578752,0.7707,4,47,1,0,5000,100,120.0,10.0,15.0,0.35,0.35,0.3,0.1,3.1507,144.7077,-1.7036,3.2069
49,3,65,266,48,270,165.37912601136836,213.92755783208483,165.48330004114536,231.38712150852302,0.6988,4,47,1,0,5000,100,120.0,10.0,15.0,0.35,0.35,0.3,0.1,3.0763,222.3151,-5.3995,1.4031
49,1,510,109,529,101,336.5983366877814,259.33183375744676,336.6401647539355,279.94642344563005,0.9034,4,47,1,0,5000,100,120.0,10.0,15.0,0.35,0.35,0.3,0.1,3.0008,269.2451,6.2017,-2.6811
50,2,208,333,203,342,117.8755103865275,136.88316185711082,117.95798712921632,147.1767644704829,0.9408,3,47,1,0,5000,100,120.0,10.0,15.0,0.35,0.35,0.3,0.1,2.8478,141.8435,-1.6666,3.1452
50,3,66,263,49,267,166.09471808574892,212.2192262732102,166.1452631461667,229.68238939892626,0.7545,3,47,1,0,5000,100,120.0,10.0,15.0,0.35,0.35,0.3,0.1,3.1002,220.6058,-5.3743,1.3279
50,1,511,106,530,98,336.08201259279394,261.45171638373307,336.1612598168283,282.0638225650358,0.7988,3,47,1,0,5000,100,120.0,10.0,15.0,0.35,0.35,0.3,0.1,2.9775,271.3669,6.2269,-2.7564
51,4,114,419,101,435,127.35395185468154,260.40929322894755,127.48157312055783,281.0160137785746,0.7674,4,47,1,0,5000,100,120.0,10.0,15.0,0.35,0.35,0.3,0.1,2.988,270.3205,-4.122,5.3874
51,2,210,328,205,338,118.12373538328882,131.52946437965906,118.00163481263644,142.70599146496969,0.8658,4,47,1,0,5000,100,120.0,10.0,15.0,0.35,0.35,0.3,0.1,3.1953,136.89,-1.6159,3.0313
51,3,68,259,52,263,167.02589727076335,209.34421415458323,166.94833465788872,225.83400983908513,0.9197,4,47,1,0,5000,100,120.0,10.0,15.0,0.35,0.35,0.3,0.1,2.9751,217.2767,-5.3123,1.2278
51,1,513,103,533,94,335.6636091348555,264.50330810785715,335.6719278863597,286.4349838968697,0.9181,4,47,1,0,5000,100,120.0,10.0,15.0,0.35,0.35,0.3,0.1,3.1225,275.0326,6.2886,-2.8437
52,4,116,415,105,430,127.54130182869399,256.0175775215444,127.45410239088551,274.6142749385035,0.6519,4,47,1,0,5000,100,120.0,10.0,15.0,0.35,0.35,0.3,0.1,2.7562,264.9901,-4.0477,5.2758
52,2,213,325,208,333,117.57013718233216,127.47548783981962,117.8755103865275,136.88316185711082,0.6662,4,47,1,0,5000,100,120.0,10.0,15.0,0.35,0.35,0.3,0.1,2.7978,132.0119,-1.5413,2.9323
52,3,71,255,54,258,167.92471141680647,205.54804791094466,168.08485292873496,222.80035906613796,0.6517,4,47,1,0,5000,100,120.0,10.0,15.0,0.35,0.35,0.3,0.1,3.1585,213.8268,-5.2487,1.1149
52,1,516,99,536,89,335.1504493697383,268.895890634275,335.01876039378396,291.247317584214,0.7628,4,47,1,0,5000,100,120.0,10.0,15.0,0.35,0.35,0.3,0.1,3.1298,279.6257,6.3638,-2.9564
53,2,215,322,210,330,117.39236955189276,123.89108119634763,117.71850162818338,133.29666162361306,0.6633,3,47,1,0,5000,100,120.0,10.0,15.0,0.35,0.35,0.3,0.1,2.8735,128.4219,-1.4911,2.8569
53,3,73,252,57,255,168.63470930213018,202.98029461009264,168.6900675259798,219.25783908448975,0.8286,3,47,1,0,5000,100,120.0,10.0,15.0,0.35,0.35,0.3,0.1,3.0258,210.8053,-5.1868,1.0399
