Frame_Number,Track_ID,Center_X,Center_Y,Right_X,Right_Y,Angle_A_deg,A_px,Angle_B_deg,C_px,Pair_Score,Pair_Count,Binary_Threshold,Blur_Size,Min_Area_px2,Max_Area_px2,Max_Width_px,Max_Radial_Gap_px,Max_Angle_Diff_deg,Max_Center_Offset_px,Weight_Angle,Weight_Area,Weight_Center,Min_Score_Threshold,Z_mm,B_px,X_mm,Y_mm
24,3,156,378,144,395,124.58397169242929,195.5556186868585,124.64490877985199,216.3631207022121,0.7757,3,27,1,4,5000,100,71.0,10.0,15.0,0.35,0.35,0.3,0.1,,,,
25,1,41,439,16,464,135.51155586658703,316.79646462673793,135.4601971679787,352.15053599277684,0.7229,3,27,1,4,5000,100,71.0,10.0,15.0,0.35,0.35,0.3,0.1,,,,
25,2,329,443,336,466,74.6591092359951,234.35016535091245,74.51149855709032,258.3834360016137,0.7106,3,27,1,4,5000,100,71.0,10.0,15.0,0.35,0.35,0.3,0.1,,,,
25,3,146,383,133,401,126.08889352557722,205.41908382621125,126.06438615741826,227.62249449472256,0.8129,3,27,1,4,5000,100,71.0,10.0,15.0,0.35,0.35,0.3,0.1,,,,
26,1,39,440,14,463,135.63518217604968,318.92475601621146,135.8036956939864,352.8809997718778,0.6826,3,27,1,4,5000,100,71.0,10.0,15.0,0.35,0.35,0.3,0.1,,,,
26,2,323,427,335,467,75.06858282186245,217.33844574764032,74.78367328797702,259.0829982843336,0.5149,3,27,1,4,5000,100,71.0,10.0,15.0,0.35,0.35,0.3,0.1,,,,
26,3,144,384,131,402,126.37264685593478,207.40781084616847,126.3209130749985,229.6105398277701,0.802,3,27,1,4,5000,100,71.0,10.0,15.0,0.35,0.35,0.3,0.1,,,,
27,1,38,440,14,464,135.76051877713087,319.64042297556796,135.68751635463911,353.5788455210521,0.8251,3,27,1,4,5000,100,71.0,10.0,15.0,0.35,0.35,0.3,0.1,,,,
27,2,328,444,333,466,74.95867052681935,235.05318547086316,75.15454791791618,257.59852484049674,0.6297,3,27,1,4,5000,100,71.0,10.0,15.0,0.35,0.35,0.3,0.1,,,,
27,3,144,384,131,402,126.37264685593478,207.40781084616847,126.3209130749985,229.6105398277701,0.8195,3,27,1,4,5000,100,71.0,10.0,15.0,0.35,0.35,0.3,0.1,,,,
28,1,35,444,10,469,135.62411234620527,324.5812687140156,135.5628088084733,359.93471630283176,0.9271,3,27,1,4,5000,100,71.0,10.0,15.0,0.35,0.35,0.3,0.1,,,,
28,2,320,432,330,472,76.15202238084,221.43622106602163,76.122470196792,262.6670896781704,0.6399,3,27,1,4,5000,100,71.0,10.0,15.0,0.35,0.35,0.3,0.1,,,,
28,3,141,389,127,407,126.22494425552034,213.21350801485352,126.3843518158359,236.00847442411893,0.6939,3,27,1,4,5000,100,71.0,10.0,15.0,0.35,0.35,0.3,0.1,,,,
29,1,33,449,8,474,135.24590312327072,329.5147948120084,135.22207555269347,364.8698398059231,0.8834,3,27,1,4,5000,100,71.0,10.0,15.0,0.35,0.35,0.3,0.1,,,,
29,2,318,436,328,474,76.89079180184571,224.8599564173221,76.64769570125726,264.14011433328335,0.5219,3,27,1,4,5000,100,71.0,10.0,15.0,0.35,0.35,0.3,0.1,,,,
29,3,138,394,125,412,126.08507304285213,219.02054698132775,126.06229918358973,241.22396232547047,0.7918,3,27,1,4,5000,100,71.0,10.0,15.0,0.35,0.35,0.3,0.1,,,,
30,1,31,451,5,476,135.2438103561041,332.3431961090824,135.32991446997428,368.4087403957729,0.895,4,27,1,4,5000,100,71.0,10.0,15.0,0.35,0.35,0.3,0.1,,,,
30,2,316,437,326,475,77.44361973305728,225.39077177204928,77.11896857516952,264.66015944981217,0.4825,4,27,1,4,5000,100,71.0,10.0,15.0,0.35,0.35,0.3,0.1,,,,
30,3,137,395,123,413,126.14204123637164,220.41778512633684,126.30449712257524,243.21184181696418,0.7048,4,27,1,4,5000,100,71.0,10.0,15.0,0.35,0.35,0.3,0.1,,,,
30,5,109,252,101,254,167.5095942820908,161.83015788165073,167.4346516200927,170.07351351694948,0.7208,4,27,1,4,5000,100,71.0,10.0,15.0,0.35,0.35,0.3,0.1,,,,
31,1,29,454,3,479,135.12062251550697,335.8764653857129,135.21785362509715,371.9408555133464,0.7624,5,27,1,4,5000,100,71.0,10.0,15.0,0.35,0.35,0.3,0.1,,,,
31,2,318,457,322,477,78.00310069207643,245.35892076710803,78.05582281155367,265.75364531836624,0.7611,5,27,1,4,5000,100,71.0,10.0,15.0,0.35,0.35,0.3,0.1,,,,
31,6,147,386,126,413,125.37700580845056,207.27035485085656,125.73077790659883,241.4477169078225,0.5503,5,27,1,4,5000,100,71.0,10.0,15.0,0.35,0.35,0.3,0.1,,,,
31,3,134,398,119,418,126.30869246411517,224.61077445216202,126.36489984594563,249.6096953245206,0.8463,5,27,1,4,5000,100,71.0,10.0,15.0,0.35,0.35,0.3,0.1,,,,
31,5,102,254,83,257,167.36093755936992,169.09760495051373,167.7352262721076,188.29763673503712,0.5859,5,27,1,4,5000,100,71.0,10.0,15.0,0.35,0.35,0.3,0.1,,,,
32,1,28,454,3,479,135.2407371527218,336.58579886857973,135.21785362509715,371.9408555133464,0.7765,4,27,1,4,5000,100,71.0,10.0,15.0,0.35,0.35,0.3,0.1,,,,
32,2,317,458,321,477,78.2791885011905,246.13207836444238,78.26691584358777,265.5484889808262,0.8341,4,27,1,4,5000,100,71.0,10.0,15.0,0.35,0.35,0.3,0.1,,,,
32,3,134,398,119,418,126.30869246411517,224.61077445216202,126.36489984594563,249.6096953245206,0.829,4,27,1,4,5000,100,71.0,10.0,15.0,0.35,0.35,0.3,0.1,,,,
32,6,146,386,126,413,125.60176700407398,207.85090810482401,125.73077790659883,241.4477169078225,0.7095,4,27,1,4,5000,100,71.0,10.0,15.0,0.35,0.35,0.3,0.1,,,,
33,2,316,458,320,477,78.50730648869003,245.93088459971838,78.47833242364322,265.34694269955327,0.804,3,27,1,4,5000,100,71.0,10.0,15.0,0.35,0.35,0.3,0.1,,,,
33,3,132,399,118,418,126.56648064363154,226.60317738284255,126.54930110639795,250.2039168358481,0.86,3,27,1,4,5000,100,71.0,10.0,15.0,0.35,0.35,0.3,0.1,,,,
33,6,145,386,125,413,125.82527270824947,208.4346420343797,125.92294619907057,242.03305559365234,0.7266,3,27,1,4,5000,100,71.0,10.0,15.0,0.35,0.35,0.3,0.1,,,,
34,3,119,402,102,421,128.6598082540901,236.9155967850154,128.9667469937993,262.37568484903477,0.5466,1,27,1,4,5000,100,71.0,10.0,15.0,0.35,0.35,0.3,0.1,,,,
35,3,99,405,81,425,131.7845160082518,252.1269521491108,131.8040619864041,279.03404810166086,0.833,1,27,1,4,5000,100,71.0,10.0,15.0,0.35,0.35,0.3,0.1,,,,
36,3,81,406,61,425,134.54164354199958,265.1735280905694,134.72321094782225,292.7456233660889,0.6191,1,27,1,4,5000,100,71.0,10.0,15.0,0.35,0.35,0.3,0.1,,,,
37,7,253,446,252,463,93.49844456502218,229.42754847663784,93.4893249057964,246.45689278249046,0.6458,2,27,1,4,5000,100,71.0,10.0,15.0,0.35,0.35,0.3,0.1,,,,
