x1,y1,x2,y2,cx,cy,from_component,frame
388.22222900390625,10.61111068725586,404.5714416503906,30.285715103149414,396.39683532714844,20.448412895202637,True,0
253.4823455810547,56.69411849975586,232.3076934814453,38.341880798339844,242.89501953125,47.51799964904785,True,0
1839.6153564453125,49.38461685180664,1821.6578369140625,57.22368240356445,1830.6365966796875,53.30414962768555,True,0
198.63792419433594,82.19827270507812,175.3076934814453,61.263736724853516,186.97280883789062,71.73100471496582,True,0
562.7666625976562,172.39999389648438,573.6774291992188,188.22579956054688,568.2220458984375,180.31289672851562,True,0
1365.2987060546875,243.5454559326172,1344.078125,249.5,1354.6884155273438,246.5227279663086,True,0
1441.4375,266.2083435058594,1406.3382568359375,274.76470947265625,1423.8878784179688,270.4865264892578,True,0
1382.197998046875,292.77227783203125,1357.4000244140625,307.6000061035156,1369.7990112304688,300.18614196777344,True,0
218.11940002441406,314.8805847167969,196.27691650390625,304.30767822265625,207.19815826416016,309.59413146972656,True,0
152.89999389648438,340.23333740234375,130.40541076660156,334.270263671875,141.65270233154297,337.2518005371094,True,0
1165.132568359375,349.3252868652344,1139.534912109375,362.3023376464844,1152.333740234375,355.8138122558594,True,0
243.7283935546875,367.6543273925781,221.24761962890625,361.05712890625,232.48800659179688,364.35572814941406,True,0
1247.689697265625,373.3793029785156,1219.3404541015625,385.4468078613281,1233.5150756835938,379.4130554199219,True,0
1520.183349609375,407.4666748046875,1498.5614013671875,410.2631530761719,1509.3723754882812,408.8649139404297,True,0
1195.6739501953125,403.1956481933594,1182.339599609375,407.5094299316406,1189.0067749023438,405.3525390625,True,0
1594.196533203125,434.4219665527344,1560.95556640625,434.9333190917969,1577.5760498046875,434.6776428222656,True,0
1467.034423828125,440.712646484375,1396.1842041015625,466.1842041015625,1431.6093139648438,453.44842529296875,True,0
484.313720703125,481.5686340332031,463.45159912109375,484.4838562011719,473.8826599121094,483.0262451171875,True,0
1441.2530517578125,513.795166015625,1418.2142333984375,509.3571472167969,1429.733642578125,511.57615661621094,True,0
1275.319091796875,547.1914672851562,1257.1136474609375,547.1818237304688,1266.2163696289062,547.1866455078125,True,0
336.6615295410156,548.6461791992188,316.50665283203125,556.3866577148438,326.58409118652344,552.5164184570312,True,0
1348.230712890625,577.076904296875,1333.922119140625,566.4285888671875,1341.076416015625,571.7527465820312,True,0
1218.74072265625,575.111083984375,1202.2083740234375,574.375,1210.4745483398438,574.7430419921875,True,0
298.52239990234375,584.4627075195312,275.870361328125,591.3518676757812,287.1963806152344,587.9072875976562,True,0
1546.28369140625,661.6923217773438,1528.421875,682.5,1537.352783203125,672.0961608886719,True,0
580.2333374023438,663.9733276367188,566.7796630859375,673.7457885742188,573.5065002441406,668.8595581054688,True,0
1469.0543212890625,684.4130249023438,1450.2857666015625,676.4857177734375,1459.6700439453125,680.4493713378906,True,0
1840.711669921875,739.7177734375,1835.6129150390625,772.51611328125,1838.1622924804688,756.116943359375,True,0
43.99540328979492,856.401123046875,145.92262268066406,1040.1805419921875,94.95901298522949,948.2908325195312,True,0
1796.15380859375,794.8461303710938,1807.2935791015625,823.238525390625,1801.7236938476562,809.0423278808594,True,0
347.29998779296875,792.3571166992188,318.2682800292969,807.8292846679688,332.7841339111328,800.0932006835938,True,0
905.5,793.3333129882812,902.4777221679688,812.4904174804688,903.9888610839844,802.911865234375,True,0
1212.0,798.9000244140625,1224.7042236328125,818.091552734375,1218.3521118164062,808.4957885742188,True,0
1339.6634521484375,820.548095703125,1323.406982421875,807.093017578125,1331.5352172851562,813.820556640625,True,0
265.9473571777344,834.6491088867188,231.86734008789062,852.30615234375,248.9073486328125,843.4776306152344,True,0
672.559326171875,857.7288208007812,680.5263061523438,875.0,676.5428161621094,866.3644104003906,True,0
31.08961296081543,915.7841186523438,91.82125854492188,1024.44921875,61.45543575286865,970.1166687011719,True,0
1470.1600341796875,935.219970703125,1454.3792724609375,913.862060546875,1462.2696533203125,924.541015625,True,0
574.08740234375,974.0971069335938,568.2884521484375,990.7884521484375,571.1879272460938,982.4427795410156,True,0
454.96551513671875,985.7586059570312,425.6438293457031,998.3287963867188,440.30467224121094,992.043701171875,True,0
1322.5269775390625,1003.3986206054688,1339.868408203125,1006.2105102539062,1331.1976928710938,1004.8045654296875,True,0
1458.1351318359375,1014.6216430664062,1426.3077392578125,993.9615478515625,1442.221435546875,1004.2915954589844,True,0
519.7174072265625,1000.6521606445312,506.9166564941406,1024.61669921875,513.3170318603516,1012.6344299316406,True,0
1254.8135986328125,1018.4067993164062,1288.086181640625,1039.5,1271.4498901367188,1028.9533996582031,True,0
110.92857360839844,1030.0714111328125,148.0689697265625,1077.137939453125,129.49877166748047,1053.6046752929688,True,0
790.8604736328125,1037.8604736328125,788.5283203125,1055.452880859375,789.6943969726562,1046.6566772460938,True,0
1219.7894287109375,1046.6842041015625,1235.6800537109375,1066.3599853515625,1227.7347412109375,1056.5220947265625,True,0
