Frame_Number,Track_ID,Center_X,Center_Y,Right_X,Right_Y,Angle_A_deg,A_px,Angle_B_deg,C_px,Pair_Score,Pair_Count,Binary_Threshold,Blur_Size,Min_Area_px2,Max_Area_px2,Max_Width_px,Max_Radial_Gap_px,Max_Angle_Diff_deg,Max_Center_Offset_px,Weight_Angle,Weight_Area,Weight_Center,Min_Score_Threshold
106,16,288,102,291,90,283.2985703304943,113.03096920755833,283.3713319698919,125.39936203984452,0.9044,3,100,6,1,200,100,120.0,4.0,40.0,0.35,0.35,0.3,0.1
107,23,290,99,320,12,283.91687743330124,116.41735265844177,286.17215901578254,208.24024587000469,0.6571,2,100,6,1,200,100,120.0,4.0,40.0,0.35,0.35,0.3,0.1
107,22,284,79,286,61,279.3924493408189,134.80726983364065,279.03107179644064,152.8953890737062,0.8257,2,100,6,1,200,100,120.0,4.0,40.0,0.35,0.35,0.3,0.1
108,23,291,100,317,15,284.51669995885464,115.69356075426151,285.5990858028392,204.53361581901396,0.7819,2,100,6,1,200,100,120.0,4.0,40.0,0.35,0.35,0.3,0.1
108,22,284,79,286,61,279.3924493408189,134.80726983364065,279.03107179644064,152.8953890737062,0.8266,2,100,6,1,200,100,120.0,4.0,40.0,0.35,0.35,0.3,0.1
109,23,292,102,315,19,285.25511870305775,114.0175425099138,285.35554941442183,200.1449474755733,0.8879,2,100,6,1,200,100,120.0,4.0,40.0,0.35,0.35,0.3,0.1
109,22,285,78,286,61,279.7394459454972,135.95955280891445,279.03107179644064,152.8953890737062,0.7409,2,100,6,1,200,100,120.0,4.0,40.0,0.35,0.35,0.3,0.1
110,23,293,103,313,23,285.8759465052226,113.3225485064645,285.10109816138544,195.76005721290542,0.8156,2,100,6,1,200,100,120.0,4.0,40.0,0.35,0.35,0.3,0.1
110,22,287,76,286,61,280.41602830757074,138.27870407260838,279.03107179644064,152.8953890737062,0.5471,2,100,6,1,200,100,120.0,4.0,40.0,0.35,0.35,0.3,0.1
111,23,292,102,311,26,285.25511870305775,114.0175425099138,284.75872446075647,192.3460423299632,0.8523,2,100,6,1,200,100,120.0,4.0,40.0,0.35,0.35,0.3,0.1
111,24,556,248,571,248,6.9810574068297955,296.1958811327396,6.645278210274421,311.09001912629725,0.7006,2,100,6,1,200,100,120.0,4.0,40.0,0.35,0.35,0.3,0.1
112,23,291,100,310,30,284.51669995885464,115.69356075426151,284.7745502750466,188.22327167489146,0.8936,2,100,6,1,200,100,120.0,4.0,40.0,0.35,0.35,0.3,0.1
112,24,556,246,571,246,6.596738297894214,295.9594566828369,6.279130547520863,310.8649224341659,0.6949,2,100,6,1,200,100,120.0,4.0,40.0,0.35,0.35,0.3,0.1
113,23,295,73,308,34,283.35534096290746,142.86357128393507,284.48976259388445,183.84776310850236,0.7567,2,100,6,1,200,100,120.0,4.0,40.0,0.35,0.35,0.3,0.1
113,24,556,244,572,244,6.211822029009156,295.7363690857112,5.893529232065083,311.64723647098174,0.691,2,100,6,1,200,100,120.0,4.0,40.0,0.35,0.35,0.3,0.1
114,23,297,73,307,37,284.1331905488629,143.33875958721003,284.420773127511,180.6931099959265,0.8734,2,100,6,1,200,100,120.0,4.0,40.0,0.35,0.35,0.3,0.1
114,22,288,97,286,61,282.73964679248206,117.90250209389112,279.03107179644064,152.8953890737062,0.311,2,100,6,1,200,100,120.0,4.0,40.0,0.35,0.35,0.3,0.1
115,23,298,74,306,41,284.6208739886317,142.61837188805654,284.4297522497558,176.57009939398006,0.89,4,100,6,1,200,100,120.0,4.0,40.0,0.35,0.35,0.3,0.1
115,22,286,96,286,61,281.6893691754392,118.45674315968678,279.03107179644064,152.8953890737062,0.4653,4,100,6,1,200,100,120.0,4.0,40.0,0.35,0.35,0.3,0.1
115,24,556,241,571,241,5.633401160608647,295.4268098869837,5.361568980631745,310.35785796399614,0.7381,4,100,6,1,200,100,120.0,4.0,40.0,0.35,0.35,0.3,0.1
115,25,311,320,356,392,65.59602831114839,118.59595271340417,62.42543604030562,203.06649157357302,0.4409,4,100,6,1,200,100,120.0,4.0,40.0,0.35,0.35,0.3,0.1
116,23,299,74,304,45,285.00891367665866,142.87407042567241,284.1169416955696,172.20046457544765,0.7562,4,100,6,1,200,100,120.0,4.0,40.0,0.35,0.35,0.3,0.1
116,22,284,95,286,61,280.649219659245,119.05040949110591,279.03107179644064,152.8953890737062,0.6466,4,100,6,1,200,100,120.0,4.0,40.0,0.35,0.35,0.3,0.1
116,24,556,240,571,240,5.440332031005506,295.3303235362058,5.177709976340909,310.26601489689455,0.7507,4,100,6,1,200,100,120.0,4.0,40.0,0.35,0.35,0.3,0.1
116,25,311,318,354,394,65.19059162454046,116.77756633874505,63.18365315571307,203.93136100168604,0.6125,4,100,6,1,200,100,120.0,4.0,40.0,0.35,0.35,0.3,0.1
117,23,300,75,303,49,285.5025387916316,142.1724305201258,284.11892130305637,168.0773631397161,0.7022,3,100,6,1,200,100,120.0,4.0,40.0,0.35,0.35,0.3,0.1
117,22,282,95,286,61,279.70039194394576,118.69709347747316,279.03107179644064,152.8953890737062,0.7991,3,100,6,1,200,100,120.0,4.0,40.0,0.35,0.35,0.3,0.1
117,25,310,315,352,396,65.01356679522013,113.63538181394033,63.93533592171425,204.83163818121457,0.7161,3,100,6,1,200,100,120.0,4.0,40.0,0.35,0.35,0.3,0.1
118,23,299,78,302,53,285.4358618874668,139.01438774457844,284.1210004763876,163.95426191471816,0.5612,3,100,6,1,200,100,120.0,4.0,40.0,0.35,0.35,0.3,0.1
118,22,280,96,286,61,278.82037955202105,117.38824472663352,279.03107179644064,152.8953890737062,0.8793,3,100,6,1,200,100,120.0,4.0,40.0,0.35,0.35,0.3,0.1
118,25,310,313,350,397,64.58071166109713,111.8257573191436,64.56070353252439,204.86336910243372,0.8529,3,100,6,1,200,100,120.0,4.0,40.0,0.35,0.35,0.3,0.1
119,22,278,97,286,61,277.92073990164107,116.1077086157504,279.03107179644064,152.8953890737062,0.7625,2,100,6,1,200,100,120.0,4.0,40.0,0.35,0.35,0.3,0.1
119,25,310,311,348,399,64.13364320590549,110.02272492535349,65.30262766235619,205.8275977608445,0.7333,2,100,6,1,200,100,120.0,4.0,40.0,0.35,0.35,0.3,0.1
120,22,277,99,286,61,277.56142842766695,113.99122773266372,279.03107179644064,152.8953890737062,0.7011,2,100,6,1,200,100,120.0,4.0,40.0,0.35,0.35,0.3,0.1
120,25,310,309,345,400,63.67170689482912,108.2266141020775,66.1790516947927,205.50669088864237,0.5926,2,100,6,1,200,100,120.0,4.0,40.0,0.35,0.35,0.3,0.1
121,22,276,100,286,61,277.1250163489018,112.8716084761797,279.03107179644064,152.8953890737062,0.6145,2,100,6,1,200,100,120.0,4.0,40.0,0.35,0.35,0.3,0.1
121,25,309,307,342,402,63.67670173219012,105.99056561788883,67.16634582208245,206.15528128088303,0.4907,2,100,6,1,200,100,120.0,4.0,40.0,0.35,0.35,0.3,0.1
122,22,275,101,276,55,276.6798860632225,111.75866856758807,275.09569991955857,157.62296786953354,0.6487,1,100,6,1,200,100,120.0,4.0,40.0,0.35,0.35,0.3,0.1
123,22,274,102,286,61,276.22582906442574,110.65260954898443,279.03107179644064,152.8953890737062,0.4474,2,100,6,1,200,100,120.0,4.0,40.0,0.35,0.35,0.3,0.1
123,24,553,237,569,238,4.910261221582573,292.07190895394234,4.840859675664153,308.09901006007794,0.9088,2,100,6,1,200,100,120.0,4.0,40.0,0.35,0.35,0.3,0.1
124,22,274,104,286,61,276.3401917459099,108.664621657649,279.03107179644064,152.8953890737062,0.4764,1,100,6,1,200,100,120.0,4.0,40.0,0.35,0.35,0.3,0.1
125,26,310,78,340,22,289.7079788429787,142.33762678926468,292.3194403929751,205.38743875904387,0.5101,2,100,6,1,200,100,120.0,4.0,40.0,0.35,0.35,0.3,0.1
125,22,275,105,276,54,276.92721812600917,107.78682665335315,275.0636168530301,158.61904047118682,0.6099,2,100,6,1,200,100,120.0,4.0,40.0,0.35,0.35,0.3,0.1
126,22,275,106,286,62,276.9919253466678,106.7941945987702,279.0902769208223,151.90786681406595,0.5804,1,100,6,1,200,100,120.0,4.0,40.0,0.35,0.35,0.3,0.1
127,22,275,107,286,62,277.05784664988107,105.80170130957252,279.0902769208223,151.90786681406595,0.598,1,100,6,1,200,100,120.0,4.0,40.0,0.35,0.35,0.3,0.1
128,22,275,108,284,63,277.1250163489018,104.80935072788114,278.39909464785245,150.6154042586614,0.612,1,100,6,1,200,100,120.0,4.0,40.0,0.35,0.35,0.3,0.1
129,22,275,109,285,62,277.1934700552955,103.81714694596457,278.71745696459965,151.75308893067054,0.6463,1,100,6,1,200,100,120.0,4.0,40.0,0.35,0.35,0.3,0.1
130,22,276,111,278,106,277.8917024282357,101.96568050084302,278.58362148011395,107.20074626605917,0.4727,2,100,6,1,200,100,120.0,4.0,40.0,0.35,0.35,0.3,0.1
130,27,154,193,82,169,189.97771262015056,109.65856099730654,193.4355233623192,185.06485349736184,0.4356,2,100,6,1,200,100,120.0,4.0,40.0,0.35,0.35,0.3,0.1
131,28,292,88,301,70,283.6005425166587,127.57742747053649,285.35749342349766,147.2582765076381,0.5874,4,100,6,1,200,100,120.0,4.0,40.0,0.35,0.35,0.3,0.1
131,22,276,113,277,107,278.04906170167453,99.98499887483122,278.13010235415595,106.06601717798213,0.8177,4,100,6,1,200,100,120.0,4.0,40.0,0.35,0.35,0.3,0.1
131,29,273,120,275,116,276.8182145716519,92.65527507918802,277.71189241265887,96.87620966986684,0.5703,4,100,6,1,200,100,120.0,4.0,40.0,0.35,0.35,0.3,0.1
131,27,155,193,82,171,190.06906269888944,108.67382389517726,192.8317790425301,184.61040057374882,0.5195,4,100,6,1,200,100,120.0,4.0,40.0,0.35,0.35,0.3,0.1
132,28,291,91,301,68,283.4778227532413,124.42668524074729,285.1540680503126,149.18780110987626,0.6893,3,100,6,1,200,100,120.0,4.0,40.0,0.35,0.35,0.3,0.1
132,29,275,120,277,110,278.0428942335053,92.91393867445294,278.3658861240326,103.0970416646375,0.8664,3,100,6,1,200,100,120.0,4.0,40.0,0.35,0.35,0.3,0.1
132,27,156,192,82,174,190.68491240000273,107.8702924812944,191.9207385399223,183.96738841436002,0.7106,3,100,6,1,200,100,120.0,4.0,40.0,0.35,0.35,0.3,0.1
133,28,290,93,301,67,283.2405199151872,122.24974437601087,285.05431655960484,150.1532550429727,0.6622,2,100,6,1,200,100,120.0,4.0,40.0,0.35,0.35,0.3,0.1
133,27,156,192,81,176,190.68491240000273,107.8702924812944,191.2490443146743,184.5453873712372,0.8061,2,100,6,1,200,100,120.0,4.0,40.0,0.35,0.35,0.3,0.1
134,28,290,96,302,65,283.5704343851615,119.33147112141039,285.2221332262684,152.34500319997372,0.7318,2,100,6,1,200,100,120.0,4.0,40.0,0.35,0.35,0.3,0.1
134,27,156,192,81,179,190.68491240000273,107.8702924812944,190.33270051592177,183.98369492974098,0.8582,2,100,6,1,200,100,120.0,4.0,40.0,0.35,0.35,0.3,0.1
135,28,290,96,303,64,283.5704343851615,119.33147112141039,285.48416971391566,153.57408635573907,0.6503,2,100,6,1,200,100,120.0,4.0,40.0,0.35,0.35,0.3,0.1
135,27,156,193,80,182,190.16208319400076,107.68936809174804,189.36019080191332,184.45595680270128,0.8395,2,100,6,1,200,100,120.0,4.0,40.0,0.35,0.35,0.3,0.1
136,30,279,120,284,48,280.4691742577114,93.55746896961247,277.6404067610267,165.46903033498444,0.5103,3,100,6,1,200,100,120.0,4.0,40.0,0.35,0.35,0.3,0.1
136,28,290,96,304,63,283.5704343851615,119.33147112141039,285.7420399508709,154.80633061990713,0.5731,3,100,6,1,200,100,120.0,4.0,40.0,0.35,0.35,0.3,0.1
136,27,156,194,79,184,189.63753811293094,107.5174404457249,188.69910208462608,185.129684275645,0.8491,3,100,6,1,200,100,120.0,4.0,40.0,0.35,0.35,0.3,0.1
137,31,282,63,284,48,277.6450132716707,150.3362896974646,277.6404067610267,165.46903033498444,0.7228,4,100,6,1,200,100,120.0,4.0,40.0,0.35,0.35,0.3,0.1
137,28,291,95,305,63,283.92096036492075,120.5404496424333,286.0976429637982,155.08062419270823,0.5412,4,100,6,1,200,100,120.0,4.0,40.0,0.35,0.35,0.3,0.1
137,27,157,196,79,187,188.66413543310804,106.21205204683694,187.77913719091435,184.69975636150687,0.8875,4,100,6,1,200,100,120.0,4.0,40.0,0.35,0.35,0.3,0.1
137,32,555,250,570,250,7.389604549790349,295.45388811115686,7.0334164596949345,310.3353025358217,0.6269,4,100,6,1,200,100,120.0,4.0,40.0,0.35,0.35,0.3,0.1
138,28,292,97,305,63,284.6208739886317,118.84864324004712,286.0976429637982,155.08062419270823,0.6807,4,100,6,1,200,100,120.0,4.0,40.0,0.35,0.35,0.3,0.1
138,30,278,117,281,62,279.5600964808863,96.33794683301072,277.21902082486963,151.19854496654392,0.4983,4,100,6,1,200,100,120.0,4.0,40.0,0.35,0.35,0.3,0.1
138,27,157,198,78,190,187.59464336859142,105.92922165295089,186.81821457165185,185.31055015837603,0.8972,4,100,6,1,200,100,120.0,4.0,40.0,0.35,0.35,0.3,0.1
138,32,554,250,569,250,7.414630290974722,294.462221685567,7.056096037901021,309.3428518650463,0.6388,4,100,6,1,200,100,120.0,4.0,40.0,0.35,0.35,0.3,0.1
139,31,281,62,286,47,277.21902082486963,151.19854496654392,278.2758928270752,166.73631877908304,0.4082,4,100,6,1,200,100,120.0,4.0,40.0,0.35,0.35,0.3,0.1
139,28,294,98,306,62,285.67952412241925,118.40608092492548,286.3481715473512,156.32018423735306,0.8347,4,100,6,1,200,100,120.0,4.0,40.0,0.35,0.35,0.3,0.1
139,27,157,200,77,192,186.51980175165698,105.68348972285122,186.1701750950296,186.07794065928394,0.9223,4,100,6,1,200,100,120.0,4.0,40.0,0.35,0.35,0.3,0.1
139,32,554,251,568,251,7.607495719096623,294.5929394944828,7.263244740584562,308.475282640279,0.6313,4,100,6,1,200,100,120.0,4.0,40.0,0.35,0.35,0.3,0.1
140,31,281,62,287,47,277.21902082486963,151.19854496654392,278.6156481841641,166.88319268278636,0.3269,4,100,6,1,200,100,120.0,4.0,40.0,0.35,0.35,0.3,0.1
140,28,295,99,306,61,286.27967320213054,117.72000679578642,286.2456330454743,157.2800050864699,0.9438,4,100,6,1,200,100,120.0,4.0,40.0,0.35,0.35,0.3,0.1
140,27,158,202,76,195,185.49232455712743,104.47966309287182,185.22220194458677,186.77526602845464,0.9196,4,100,6,1,200,100,120.0,4.0,40.0,0.35,0.35,0.3,0.1
140,32,553,250,567,251,7.4398251562909,293.47061181658376,7.28680311398163,307.4833328816377,0.8287,4,100,6,1,200,100,120.0,4.0,40.0,0.35,0.35,0.3,0.1
141,31,281,62,287,47,277.21902082486963,151.19854496654392,278.6156481841641,166.88319268278636,0.3315,3,100,6,1,200,100,120.0,4.0,40.0,0.35,0.35,0.3,0.1
141,28,297,100,307,60,287.35402463626133,117.34138229968147,286.4915263059139,158.52129194527782,0.8094,3,100,6,1,200,100,120.0,4.0,40.0,0.35,0.35,0.3,0.1
141,27,159,203,74,198,184.9937439858234,103.39245620450265,184.25884612217035,188.52055590836773,0.8552,3,100,6,1,200,100,120.0,4.0,40.0,0.35,0.35,0.3,0.1
142,28,297,99,307,58,287.2095575205479,118.29623831720095,286.28877403005947,160.4400199451496,0.7942,3,100,6,1,200,100,120.0,4.0,40.0,0.35,0.35,0.3,0.1
142,30,270,113,280,61,274.6199234816604,99.32270636667126,276.79788250028633,152.0690632574555,0.5555,3,100,6,1,200,100,120.0,4.0,40.0,0.35,0.35,0.3,0.1
142,27,159,205,73,200,183.88790956083307,103.23759005323593,183.6329507394882,189.38056922503955,0.8908,3,100,6,1,200,100,120.0,4.0,40.0,0.35,0.35,0.3,0.1
143,28,296,98,309,57,286.606980578617,118.96217886370441,286.868657635939,161.96913286178943,0.9579,4,100,6,1,200,100,120.0,4.0,40.0,0.35,0.35,0.3,0.1
143,30,268,114,280,61,273.50353164478446,98.18350166906862,276.79788250028633,152.0690632574555,0.4426,4,100,6,1,200,100,120.0,4.0,40.0,0.35,0.35,0.3,0.1
143,27,160,207,71,203,182.80637025178822,102.12247548899312,182.6978056333163,191.21192431435858,0.9024,4,100,6,1,200,100,120.0,4.0,40.0,0.35,0.35,0.3,0.1
143,33,297,287,302,297,64.98310652189998,82.76472678623425,64.79887635452492,93.94147114027967,0.7345,4,100,6,1,200,100,120.0,4.0,40.0,0.35,0.35,0.3,0.1
144,27,160,209,70,206,181.68468431789628,102.04410811016969,181.78991060824606,192.09372712298546,0.8904,1,100,6,1,200,100,120.0,4.0,40.0,0.35,0.35,0.3,0.1
145,27,161,211,68,208,180.56726640985792,101.00495037373169,181.18118891332662,194.0412327316027,0.8173,1,100,6,1,200,100,120.0,4.0,40.0,0.35,0.35,0.3,0.1
146,27,161,214,66,211,178.865578369023,101.01980003939822,180.29232286922854,196.0025510038071,0.7167,1,100,6,1,200,100,120.0,4.0,40.0,0.35,0.35,0.3,0.1
147,28,295,92,314,39,285.3762512488262,124.45481107614924,286.7296237536881,180.646062785769,0.531,2,100,6,1,200,100,120.0,4.0,40.0,0.35,0.35,0.3,0.1
147,27,161,216,65,213,177.73204546409417,101.07917688624102,179.70916097764947,197.00253805471644,0.6413,2,100,6,1,200,100,120.0,4.0,40.0,0.35,0.35,0.3,0.1
148,28,293,92,312,38,284.484733560323,123.9395013706284,286.032339353936,181.0414317221337,0.4868,3,100,6,1,200,100,120.0,4.0,40.0,0.35,0.35,0.3,0.1
148,27,162,219,63,215,175.9958270592906,100.24470060806208,179.13630995540044,199.0226117806718,0.5103,3,100,6,1,200,100,120.0,4.0,40.0,0.35,0.35,0.3,0.1
148,34,502,289,514,291,17.787972538452454,252.04959829366916,17.40579401861603,264.09278672466615,0.6843,3,100,6,1,200,100,120.0,4.0,40.0,0.35,0.35,0.3,0.1
149,28,292,91,311,37,283.9247732204094,124.66354719804824,285.6422464572087,181.7305698004604,0.4605,2,100,6,1,200,100,120.0,4.0,40.0,0.35,0.35,0.3,0.1
149,34,501,284,513,286,16.765202508210354,249.6096953245206,16.426608980693604,261.6811036357039,0.7191,2,100,6,1,200,100,120.0,4.0,40.0,0.35,0.35,0.3,0.1
150,28,291,91,309,36,283.4778227532413,124.42668524074729,284.9516773539243,182.16750533506243,0.504,2,100,6,1,200,100,120.0,4.0,40.0,0.35,0.35,0.3,0.1
150,32,545,243,560,244,6.251292236934625,284.6928169097352,6.129080764968022,299.7131962393381,0.8985,2,100,6,1,200,100,120.0,4.0,40.0,0.35,0.35,0.3,0.1
153,34,500,285,512,287,17.05196485400152,248.94376875109768,16.69924423399362,261.00766272276377,0.7201,1,100,6,1,200,100,120.0,4.0,40.0,0.35,0.35,0.3,0.1
154,34,500,286,512,288,17.271742577680875,249.23884127479008,16.909271810540783,261.29676614914314,0.7143,1,100,6,1,200,100,120.0,4.0,40.0,0.35,0.35,0.3,0.1
155,28,291,87,305,29,283.06155108332814,128.3199127181748,283.22306765270133,187.98404187589966,0.7998,2,100,6,1,200,100,120.0,4.0,40.0,0.35,0.35,0.3,0.1
155,34,501,286,512,288,17.20374992727998,250.19392478635447,16.909271810540783,261.29676614914314,0.7397,2,100,6,1,200,100,120.0,4.0,40.0,0.35,0.35,0.3,0.1
156,28,292,87,304,28,283.49573328079583,128.5496013218244,282.8580901729982,188.73261509341728,0.7356,2,100,6,1,200,100,120.0,4.0,40.0,0.35,0.35,0.3,0.1
156,35,43,236,39,237,173.74596725608353,220.31114361284588,173.6034147885278,224.39696967650877,0.5427,2,100,6,1,200,100,120.0,4.0,40.0,0.35,0.35,0.3,0.1
157,28,293,89,304,26,284.14579549410297,126.84636376341263,282.7243556854224,190.68298298484845,0.6721,1,100,6,1,200,100,120.0,4.0,40.0,0.35,0.35,0.3,0.1
158,28,294,89,303,24,284.58294232948407,127.09445306542689,282.3027263252427,192.41881404893857,0.5701,2,100,6,1,200,100,120.0,4.0,40.0,0.35,0.35,0.3,0.1
158,35,40,240,36,241,172.81146285726336,223.75879870968203,172.68784513470177,227.85302280198084,0.5333,2,100,6,1,200,100,120.0,4.0,40.0,0.35,0.35,0.3,0.1
159,28,296,89,303,23,285.4520106411297,127.61269529321916,282.23959983693186,193.3959668659096,0.44,1,100,6,1,200,100,120.0,4.0,40.0,0.35,0.35,0.3,0.1
160,32,526,243,539,244,6.697244328945822,265.8138446356773,6.589795542976654,278.84224930953343,0.8865,1,100,6,1,200,100,120.0,4.0,40.0,0.35,0.35,0.3,0.1
162,35,42,245,33,248,171.46923439005187,222.46123257772354,171.06592178443174,231.81242417092315,0.4226,1,100,6,1,200,100,120.0,4.0,40.0,0.35,0.35,0.3,0.1
163,35,34,250,29,251,170.53767779197437,231.14497615133234,170.49780599638342,236.24140195994434,0.8549,1,100,6,1,200,100,120.0,4.0,40.0,0.35,0.35,0.3,0.1
165,32,520,236,533,236,5.31454566994475,259.1138745802702,5.060961443127316,272.0606550017845,0.7824,3,100,6,1,200,100,120.0,4.0,40.0,0.35,0.35,0.3,0.1
165,35,31,254,27,255,169.69515353123398,234.7871376374779,169.63080038025703,238.9016534057477,0.8798,3,100,6,1,200,100,120.0,4.0,40.0,0.35,0.35,0.3,0.1
165,34,489,290,500,292,18.963353415575494,240.0270818053663,18.579270380444672,251.08564275959708,0.682,3,100,6,1,200,100,120.0,4.0,40.0,0.35,0.35,0.3,0.1
166,32,519,235,532,235,5.1140138313951375,258.02713035648014,4.868996974092569,270.9778588741154,0.8011,2,100,6,1,200,100,120.0,4.0,40.0,0.35,0.35,0.3,0.1
166,34,488,293,499,295,19.718038970379688,240.07707095847366,19.300814078395376,251.11352014576994,0.624,2,100,6,1,200,100,120.0,4.0,40.0,0.35,0.35,0.3,0.1
167,32,519,234,532,235,4.892769114279933,257.9399154842073,4.868996974092569,270.9778588741154,0.976,2,100,6,1,200,100,120.0,4.0,40.0,0.35,0.35,0.3,0.1
167,36,170,271,162,277,147.3277707113169,109.29318368498559,146.97613244420336,119.26860441876563,0.6079,2,100,6,1,200,100,120.0,4.0,40.0,0.35,0.35,0.3,0.1
168,32,519,234,532,234,4.892769114279933,257.9399154842073,4.658254109675612,270.89481353470023,0.78,1,100,6,1,200,100,120.0,4.0,40.0,0.35,0.35,0.3,0.1
169,32,519,233,532,234,4.671378035349562,257.8565492672234,4.658254109675612,270.89481353470023,0.9448,1,100,6,1,200,100,120.0,4.0,40.0,0.35,0.35,0.3,0.1
170,32,519,233,532,234,4.671378035349562,257.8565492672234,4.658254109675612,270.89481353470023,0.9802,1,100,6,1,200,100,120.0,4.0,40.0,0.35,0.35,0.3,0.1
171,35,22,266,14,269,167.3196165081802,246.0,167.05601274970363,254.46610776290032,0.6587,1,100,6,1,200,100,120.0,4.0,40.0,0.35,0.35,0.3,0.1
172,35,20,267,12,270,167.19573393471325,248.1713117989265,166.9384489166719,256.6398254363496,0.5499,2,100,6,1,200,100,120.0,4.0,40.0,0.35,0.35,0.3,0.1
172,37,303,274,307,282,56.52372170389733,74.33034373659252,57.264773727892404,83.21658488546619,0.8128,2,100,6,1,200,100,120.0,4.0,40.0,0.35,0.35,0.3,0.1
173,35,13,271,10,272,166.66973514666302,255.89450951515158,166.6075022462489,259.04439773907484,0.6138,2,100,6,1,200,100,120.0,4.0,40.0,0.35,0.35,0.3,0.1
173,37,303,275,305,281,56.94417718844633,75.16648189186454,58.06931789628218,81.30190649671138,0.4993,2,100,6,1,200,100,120.0,4.0,40.0,0.35,0.35,0.3,0.1
174,32,519,232,532,232,4.449847066655931,257.77703543954414,4.23639479905884,270.7397274136177,0.8022,3,100,6,1,200,100,120.0,4.0,40.0,0.35,0.35,0.3,0.1
174,35,12,272,9,273,166.5042667192042,257.0992026436488,166.44432496008474,260.2498799231231,0.7315,3,100,6,1,200,100,120.0,4.0,40.0,0.35,0.35,0.3,0.1
174,38,289,412,292,428,82.31155223009712,201.8142710513803,82.09283729704154,218.07338214463496,0.8638,3,100,6,1,200,100,120.0,4.0,40.0,0.35,0.35,0.3,0.1
175,35,11,273,8,274,166.34034308714607,258.3060200614767,166.2826536816397,261.457453517776,0.7365,2,100,6,1,200,100,120.0,4.0,40.0,0.35,0.35,0.3,0.1
175,38,290,412,295,430,82.03038960567865,201.9504889818294,81.39213762629389,220.4835594777987,0.7361,2,100,6,1,200,100,120.0,4.0,40.0,0.35,0.35,0.3,0.1
176,32,519,231,532,232,4.228182705161644,257.70137756713683,4.23639479905884,270.7397274136177,0.9741,2,100,6,1,200,100,120.0,4.0,40.0,0.35,0.35,0.3,0.1
176,35,20,270,10,273,166.52217724675867,248.85337048149458,166.39252891701517,259.2778432492835,0.7573,2,100,6,1,200,100,120.0,4.0,40.0,0.35,0.35,0.3,0.1
177,35,19,271,8,274,166.35276166685597,250.05999280172747,166.2826536816397,261.457453517776,0.7298,2,100,6,1,200,100,120.0,4.0,40.0,0.35,0.35,0.3,0.1
177,38,300,432,303,442,80.20015133113236,223.2576986354558,79.8925731234684,233.62576912660984,0.6829,2,100,6,1,200,100,120.0,4.0,40.0,0.35,0.35,0.3,0.1
179,39,183,261,175,264,148.19061071220688,92.9623579735368,149.13319054886293,101.35580891098448,0.5603,1,100,6,1,200,100,120.0,4.0,40.0,0.35,0.35,0.3,0.1
181,35,21,276,13,278,165.12778794624413,249.35316320431951,165.1545479179162,257.59852484049674,0.92,1,100,6,1,200,100,120.0,4.0,40.0,0.35,0.35,0.3,0.1
182,40,314,58,329,15,288.65788847411955,162.5423021862309,288.78324714358075,208.08171471804053,0.6844,2,100,6,1,200,100,120.0,4.0,40.0,0.35,0.35,0.3,0.1
182,35,22,278,14,280,164.62374875117382,248.90962215229848,164.66671520694646,257.1536505671269,0.9342,2,100,6,1,200,100,120.0,4.0,40.0,0.35,0.35,0.3,0.1
183,35,23,279,15,281,164.33997086815646,248.21361767638777,164.39217575523926,256.4566240127168,0.892,1,100,6,1,200,100,120.0,4.0,40.0,0.35,0.35,0.3,0.1
184,35,23,280,15,283,164.11794932424974,248.4854120466632,163.96273494288556,257.00194551792794,0.8182,1,100,6,1,200,100,120.0,4.0,40.0,0.35,0.35,0.3,0.1
185,35,24,282,16,284,163.61045966596524,248.08063205337092,163.68614757373945,256.3201123595259,0.8844,1,100,6,1,200,100,120.0,4.0,40.0,0.35,0.35,0.3,0.1
186,35,26,283,17,286,163.25621960745704,246.44877763949248,163.19354073487335,255.93163149560078,0.9001,2,100,6,1,200,100,120.0,4.0,40.0,0.35,0.35,0.3,0.1
186,41,282,302,292,412,77.47119229084849,92.19544457292888,81.46923439005187,202.23748416156684,0.5619,2,100,6,1,200,100,120.0,4.0,40.0,0.35,0.35,0.3,0.1
187,35,27,284,19,286,162.96582712089074,245.78242410717655,163.06310495140872,254.01771591761076,0.8635,2,100,6,1,200,100,120.0,4.0,40.0,0.35,0.35,0.3,0.1
187,41,279,305,293,412,79.6409475119163,94.54099639838793,81.18926701401509,202.38824076511955,0.8109,2,100,6,1,200,100,120.0,4.0,40.0,0.35,0.35,0.3,0.1
188,35,28,285,20,287,162.6738633048379,245.12241839538055,162.78088394303666,253.3554814879678,0.8459,2,100,6,1,200,100,120.0,4.0,40.0,0.35,0.35,0.3,0.1
188,41,276,307,292,412,81.61675151907065,96.0260381354974,81.46923439005187,202.23748416156684,0.8868,2,100,6,1,200,100,120.0,4.0,40.0,0.35,0.35,0.3,0.1
189,35,30,286,22,288,162.30911037996668,243.51591323771842,162.42874122167757,251.745903640953,0.8294,2,100,6,1,200,100,120.0,4.0,40.0,0.35,0.35,0.3,0.1
189,41,272,309,292,412,84.11401216697173,97.51410154434076,81.46923439005187,202.23748416156684,0.5443,2,100,6,1,200,100,120.0,4.0,40.0,0.35,0.35,0.3,0.1
