Frame_Number,Track_ID,Center_X,Center_Y,Right_X,Right_Y,Angle_A_deg,Radius_A_px,Angle_B_deg,Radius_B_px,Pair_Score,Pair_Count,Binary_Threshold,Blur_Size,Min_Area_px2,Max_Area_px2,Max_Width_px,Max_Radial_Gap_px,Max_Angle_Diff_deg,Max_Center_Offset_px,Weight_Angle,Weight_Area,Weight_Center,Min_Score_Threshold
63,2,225,309,222,317,115.85186254206042,107.78682665335315,115.46334506187162,116.29703349613007,0.6164,4,33,1,0,5000,100,120.0,10.0,15.0,0.35,0.35,0.0,0.1
63,3,84,239,69,241,171.8272351224455,189.92893407798613,171.86989764584402,205.0609665440988,0.5235,4,33,1,0,5000,100,120.0,10.0,15.0,0.35,0.35,0.0,0.1
63,1,530,84,551,74,333.6128854543324,288.00694436072195,333.68191186034824,311.26355392175293,0.6538,4,33,1,0,5000,100,120.0,10.0,15.0,0.35,0.35,0.0,0.1
64,4,130,399,119,414,127.21152090290202,234.8041737278109,127.14122527591336,253.40284134160768,0.5663,4,33,1,0,5000,100,120.0,10.0,15.0,0.35,0.35,0.0,0.1
64,2,226,309,222,317,115.37156175309595,107.35455276791944,115.46334506187162,116.29703349613007,0.6968,4,33,1,0,5000,100,120.0,10.0,15.0,0.35,0.35,0.0,0.1
64,3,84,239,69,241,171.8272351224455,189.92893407798613,171.86989764584402,205.0609665440988,0.611,4,33,1,0,5000,100,120.0,10.0,15.0,0.35,0.35,0.0,0.1
64,1,530,84,551,74,333.6128854543324,288.00694436072195,333.68191186034824,311.26355392175293,0.6538,4,33,1,0,5000,100,120.0,10.0,15.0,0.35,0.35,0.0,0.1
65,4,130,399,119,414,127.21152090290202,234.8041737278109,127.14122527591336,253.40284134160768,0.6027,4,33,1,0,5000,100,120.0,10.0,15.0,0.35,0.35,0.0,0.1
65,2,226,309,222,317,115.37156175309595,107.35455276791944,115.46334506187162,116.29703349613007,0.6268,4,33,1,0,5000,100,120.0,10.0,15.0,0.35,0.35,0.0,0.1
65,3,84,239,69,241,171.8272351224455,189.92893407798613,171.86989764584402,205.0609665440988,0.6985,4,33,1,0,5000,100,120.0,10.0,15.0,0.35,0.35,0.0,0.1
65,1,530,84,551,74,333.6128854543324,288.00694436072195,333.68191186034824,311.26355392175293,0.626,4,33,1,0,5000,100,120.0,10.0,15.0,0.35,0.35,0.0,0.1
66,4,130,400,119,414,127.0644496299112,235.60135823038033,127.14122527591336,253.40284134160768,0.5651,4,33,1,0,5000,100,120.0,10.0,15.0,0.35,0.35,0.0,0.1
66,2,226,309,222,317,115.37156175309595,107.35455276791944,115.46334506187162,116.29703349613007,0.6968,4,33,1,0,5000,100,120.0,10.0,15.0,0.35,0.35,0.0,0.1
66,3,84,239,69,242,171.8272351224455,189.92893407798613,171.59349010263213,205.20477577288497,0.6043,4,33,1,0,5000,100,120.0,10.0,15.0,0.35,0.35,0.0,0.1
66,1,530,84,551,74,333.6128854543324,288.00694436072195,333.68191186034824,311.26355392175293,0.626,4,33,1,0,5000,100,120.0,10.0,15.0,0.35,0.35,0.0,0.1
67,4,130,400,119,414,127.0644496299112,235.60135823038033,127.14122527591336,253.40284134160768,0.5923,4,33,1,0,5000,100,120.0,10.0,15.0,0.35,0.35,0.0,0.1
67,2,226,310,222,317,115.14478563067895,108.25894882179486,115.46334506187162,116.29703349613007,0.6889,4,33,1,0,5000,100,120.0,10.0,15.0,0.35,0.35,0.0,0.1
67,3,84,239,69,242,171.8272351224455,189.92893407798613,171.59349010263213,205.20477577288497,0.6043,4,33,1,0,5000,100,120.0,10.0,15.0,0.35,0.35,0.0,0.1
67,1,531,84,551,74,333.70102638157846,288.90309794116087,333.68191186034824,311.26355392175293,0.6357,4,33,1,0,5000,100,120.0,10.0,15.0,0.35,0.35,0.0,0.1
68,4,130,400,119,415,127.0644496299112,235.60135823038033,127.00513526923672,254.200708102869,0.5748,4,33,1,0,5000,100,120.0,10.0,15.0,0.35,0.35,0.0,0.1
68,2,226,310,222,317,115.14478563067895,108.25894882179486,115.46334506187162,116.29703349613007,0.6889,4,33,1,0,5000,100,120.0,10.0,15.0,0.35,0.35,0.0,0.1
68,3,84,239,69,242,171.8272351224455,189.92893407798613,171.59349010263213,205.20477577288497,0.5387,4,33,1,0,5000,100,120.0,10.0,15.0,0.35,0.35,0.0,0.1
68,1,531,84,551,74,333.70102638157846,288.90309794116087,333.68191186034824,311.26355392175293,0.6357,4,33,1,0,5000,100,120.0,10.0,15.0,0.35,0.35,0.0,0.1
69,4,130,400,119,415,127.0644496299112,235.60135823038033,127.00513526923672,254.200708102869,0.5424,4,33,1,0,5000,100,120.0,10.0,15.0,0.35,0.35,0.0,0.1
69,2,226,310,222,317,115.14478563067895,108.25894882179486,115.46334506187162,116.29703349613007,0.6889,4,33,1,0,5000,100,120.0,10.0,15.0,0.35,0.35,0.0,0.1
69,3,84,239,69,242,171.8272351224455,189.92893407798613,171.59349010263213,205.20477577288497,0.6043,4,33,1,0,5000,100,120.0,10.0,15.0,0.35,0.35,0.0,0.1
69,1,530,85,551,74,333.7913720915795,287.563905940923,333.68191186034824,311.26355392175293,0.6246,4,33,1,0,5000,100,120.0,10.0,15.0,0.35,0.35,0.0,0.1
70,4,130,400,119,415,127.0644496299112,235.60135823038033,127.00513526923672,254.200708102869,0.5667,4,33,1,0,5000,100,120.0,10.0,15.0,0.35,0.35,0.0,0.1
70,2,226,310,222,317,115.14478563067895,108.25894882179486,115.46334506187162,116.29703349613007,0.6889,4,33,1,0,5000,100,120.0,10.0,15.0,0.35,0.35,0.0,0.1
70,3,84,239,69,242,171.8272351224455,189.92893407798613,171.59349010263213,205.20477577288497,0.6043,4,33,1,0,5000,100,120.0,10.0,15.0,0.35,0.35,0.0,0.1
70,1,530,85,551,74,333.7913720915795,287.563905940923,333.68191186034824,311.26355392175293,0.6246,4,33,1,0,5000,100,120.0,10.0,15.0,0.35,0.35,0.0,0.1
71,4,130,400,119,415,127.0644496299112,235.60135823038033,127.00513526923672,254.200708102869,0.5667,4,33,1,0,5000,100,120.0,10.0,15.0,0.35,0.35,0.0,0.1
71,2,226,310,222,318,115.14478563067895,108.25894882179486,115.25316339457389,117.2006825918689,0.6962,4,33,1,0,5000,100,120.0,10.0,15.0,0.35,0.35,0.0,0.1
71,3,84,240,69,242,171.52885536698517,190.07366992826755,171.59349010263213,205.20477577288497,0.5811,4,33,1,0,5000,100,120.0,10.0,15.0,0.35,0.35,0.0,0.1
71,1,530,85,550,74,333.7913720915795,287.563905940923,333.60006588603306,310.36752407428196,0.5908,4,33,1,0,5000,100,120.0,10.0,15.0,0.35,0.35,0.0,0.1
72,4,129,400,119,415,127.2580087596744,236.20541907416094,127.00513526923672,254.200708102869,0.6474,4,33,1,0,5000,100,120.0,10.0,15.0,0.35,0.35,0.0,0.1
72,2,225,310,221,318,115.621995944607,108.6876257906115,115.69369965939961,117.63077828527702,0.5575,4,33,1,0,5000,100,120.0,10.0,15.0,0.35,0.35,0.0,0.1
72,3,83,240,68,242,171.57303097851934,191.06281689538653,171.63411387596742,206.194083329275,0.6979,4,33,1,0,5000,100,120.0,10.0,15.0,0.35,0.35,0.0,0.1
72,1,530,85,550,75,333.7913720915795,287.563905940923,333.7656567203887,309.92418427738096,0.6602,4,33,1,0,5000,100,120.0,10.0,15.0,0.35,0.35,0.0,0.1
73,2,223,312,220,319,116.1048540090993,111.35977729862789,115.91888557104642,118.9663818059539,0.5768,3,33,1,0,5000,100,120.0,10.0,15.0,0.35,0.35,0.0,0.1
73,3,82,241,67,244,171.32183111475925,192.20041623263984,171.12786700708247,207.4825293850063,0.5401,3,33,1,0,5000,100,120.0,10.0,15.0,0.35,0.35,0.0,0.1
73,1,529,86,549,76,333.8825629937826,286.2254356272342,333.8501283640669,308.58548248418947,0.667,3,33,1,0,5000,100,120.0,10.0,15.0,0.35,0.35,0.0,0.1
74,4,118,407,107,422,128.29968867503362,248.47736315407084,128.15722658736905,267.0674072214728,0.5317,4,33,1,0,5000,100,120.0,10.0,15.0,0.35,0.35,0.0,0.1
74,2,216,316,211,325,118.30075576600638,118.1185844818672,118.3611943295737,128.41339493993607,0.6396,4,33,1,0,5000,100,120.0,10.0,15.0,0.35,0.35,0.0,0.1
74,3,74,246,58,249,170.25635871296285,200.89798406156294,170.190697752121,217.17504460687928,0.6277,4,33,1,0,5000,100,120.0,10.0,15.0,0.35,0.35,0.0,0.1
74,1,521,91,541,81,334.08285409130355,276.8429157482633,334.0344343548352,299.202272718641,0.5869,4,33,1,0,5000,100,120.0,10.0,15.0,0.35,0.35,0.0,0.1
75,4,114,409,102,424,128.73067498296547,252.53316613862822,128.7256654429182,271.7425251961864,0.5676,4,33,1,0,5000,100,120.0,10.0,15.0,0.35,0.35,0.0,0.1
75,2,210,319,205,327,120.08968623877668,123.664869708418,120.22544972495342,133.09395177843356,0.6252,4,33,1,0,5000,100,120.0,10.0,15.0,0.35,0.35,0.0,0.1
75,3,68,248,52,251,169.9920201985587,207.15211801958483,169.94745517292313,223.43007854807732,0.6984,4,33,1,0,5000,100,120.0,10.0,15.0,0.35,0.35,0.0,0.1
75,1,516,93,534,84,334.0012807526614,271.4719138327205,333.96219571458937,291.5956103922005,0.6597,4,33,1,0,5000,100,120.0,10.0,15.0,0.35,0.35,0.0,0.1
76,4,111,410,100,425,129.11564021173908,255.1960031034969,128.92128175899066,273.77545543748073,0.5182,4,33,1,0,5000,100,120.0,10.0,15.0,0.35,0.35,0.0,0.1
76,2,207,319,202,328,121.27770286686645,125.19584657647394,121.10880882854515,135.4843164355196,0.6941,4,33,1,0,5000,100,120.0,10.0,15.0,0.35,0.35,0.0,0.1
76,3,66,249,50,252,169.81758022421408,209.29644048573783,169.78602701492952,225.57482128996577,0.6114,4,33,1,0,5000,100,120.0,10.0,15.0,0.35,0.35,0.0,0.1
76,1,513,94,532,85,333.9124026002316,268.337474088134,333.96627003283743,289.35963782117227,0.6981,4,33,1,0,5000,100,120.0,10.0,15.0,0.35,0.35,0.0,0.1
77,4,109,410,97,426,129.4623154115672,256.46247288833507,129.27482407342532,276.4434842784326,0.5622,4,33,1,0,5000,100,120.0,10.0,15.0,0.35,0.35,0.0,0.1
77,2,205,320,200,328,121.81423869781229,127.09445306542689,121.82744657667313,136.5283853270081,0.5829,4,33,1,0,5000,100,120.0,10.0,15.0,0.35,0.35,0.0,0.1
77,3,63,250,47,253,169.69515353123398,212.42645786248002,169.67274610980573,228.70505022845472,0.6117,4,33,1,0,5000,100,120.0,10.0,15.0,0.35,0.35,0.0,0.1
77,1,510,95,529,85,333.82142376762636,265.2036952985384,333.70310183936544,286.66705426330384,0.5933,4,33,1,0,5000,100,120.0,10.0,15.0,0.35,0.35,0.0,0.1
78,4,104,411,91,427,130.171763320279,260.43233286210835,130.09270015771187,281.04448046528154,0.5417,4,33,1,0,5000,100,120.0,10.0,15.0,0.35,0.35,0.0,0.1
78,2,200,321,194,330,123.44677480771493,130.6330739131557,123.46537934635528,141.4496376806954,0.6993,4,33,1,0,5000,100,120.0,10.0,15.0,0.35,0.35,0.0,0.1
78,3,59,251,42,254,169.62415507994896,216.54098919142305,169.65131591200452,233.80333616097099,0.5824,4,33,1,0,5000,100,120.0,10.0,15.0,0.35,0.35,0.0,0.1
78,1,506,95,524,86,333.434948822922,261.6199533674754,333.434948822922,281.7445651649735,0.6045,4,33,1,0,5000,100,120.0,10.0,15.0,0.35,0.35,0.0,0.1
79,4,97,413,84,428,131.04435451961584,266.50703555441083,131.03534527714388,286.35642126552705,0.5597,4,33,1,0,5000,100,120.0,10.0,15.0,0.35,0.35,0.0,0.1
79,2,194,322,187,331,125.34010692155768,134.84806264830058,125.53767779197437,146.23952953972466,0.6931,4,33,1,0,5000,100,120.0,10.0,15.0,0.35,0.35,0.0,0.1
79,3,52,252,35,255,169.69515353123398,223.60679774997897,169.71642934886472,240.8692591427972,0.6993,4,33,1,0,5000,100,120.0,10.0,15.0,0.35,0.35,0.0,0.1
79,1,499,96,517,87,332.932367156201,254.9215565620138,332.969139740157,275.04545078950133,0.6351,4,33,1,0,5000,100,120.0,10.0,15.0,0.35,0.35,0.0,0.1
80,4,89,414,76,429,132.17470824162996,272.567422851668,132.08916217383225,292.41238003887594,0.5026,4,33,1,0,5000,100,120.0,10.0,15.0,0.35,0.35,0.0,0.1
80,2,186,324,180,332,127.51911382047633,141.20906486483082,127.47617956136138,151.2084653714864,0.5818,4,33,1,0,5000,100,120.0,10.0,15.0,0.35,0.35,0.0,0.1
80,3,45,253,27,257,169.76180233348703,230.67292862405853,169.59228868750995,249.09837414162303,0.6066,4,33,1,0,5000,100,120.0,10.0,15.0,0.35,0.35,0.0,0.1
80,1,492,98,509,88,332.6076304481073,247.78216239269526,332.38113192623365,267.47897113605023,0.6249,4,33,1,0,5000,100,120.0,10.0,15.0,0.35,0.35,0.0,0.1
81,4,86,415,72,431,132.49766354864735,275.3270782178898,132.40364065332886,296.5821977125397,0.5217,4,33,1,0,5000,100,120.0,10.0,15.0,0.35,0.35,0.0,0.1
81,2,182,324,175,333,128.78436410029735,143.68020044529447,128.71750791183862,155.08062419270823,0.5343,4,33,1,0,5000,100,120.0,10.0,15.0,0.35,0.35,0.0,0.1
81,3,40,254,22,258,169.7386252827656,235.77107541002565,169.57419147411522,254.19677417308034,0.6067,4,33,1,0,5000,100,120.0,10.0,15.0,0.35,0.35,0.0,0.1
81,1,487,99,504,89,332.2744195752733,242.88680491125902,332.0686986149983,262.58903252040056,0.6256,4,33,1,0,5000,100,120.0,10.0,15.0,0.35,0.35,0.0,0.1
82,4,83,415,68,431,132.9545915111128,277.3625785862253,132.9690857631469,299.2941696725815,0.6217,4,33,1,0,5000,100,120.0,10.0,15.0,0.35,0.35,0.0,0.1
82,2,178,325,171,334,129.75566188928482,146.98639392814562,129.62029840087462,158.38244852255568,0.6953,4,33,1,0,5000,100,120.0,10.0,15.0,0.35,0.35,0.0,0.1
82,3,37,255,18,259,169.63080038025703,238.9016534057477,169.51660077973574,258.3118270617898,0.5793,4,33,1,0,5000,100,120.0,10.0,15.0,0.35,0.35,0.0,0.1
82,1,484,99,500,90,331.9415423928366,240.23530131935232,331.8493114118251,258.58847615468096,0.6296,4,33,1,0,5000,100,120.0,10.0,15.0,0.35,0.35,0.0,0.1
83,4,78,416,63,432,133.5607103721176,281.5173174069403,133.53119928561418,303.4485129309419,0.6212,4,33,1,0,5000,100,120.0,10.0,15.0,0.35,0.35,0.0,0.1
83,2,174,326,166,335,130.6839724801344,150.33296378372907,130.7543892158971,162.3730273167314,0.6975,4,33,1,0,5000,100,120.0,10.0,15.0,0.35,0.35,0.0,0.1
83,3,33,256,14,260,169.56862643581437,243.0164603478538,169.46081627137178,262.42713274354844,0.5796,4,33,1,0,5000,100,120.0,10.0,15.0,0.35,0.35,0.0,0.1
83,1,480,100,496,91,331.6992442339936,236.2371689637344,331.6230328137722,254.59183019099416,0.6019,4,33,1,0,5000,100,120.0,10.0,15.0,0.35,0.35,0.0,0.1
84,4,71,418,56,434,134.29615605177864,287.81417616232875,134.2151753970081,309.7418279793674,0.5432,4,33,1,0,5000,100,120.0,10.0,15.0,0.35,0.35,0.0,0.1
84,2,167,328,158,337,132.1505254393228,156.46405337968207,132.36481541754858,169.17742166140255,0.6425,4,33,1,0,5000,100,120.0,10.0,15.0,0.35,0.35,0.0,0.1
84,3,26,258,6,261,169.40847225202864,250.26386075500395,169.56252464888183,270.4755072090632,0.5313,4,33,1,0,5000,100,120.0,10.0,15.0,0.35,0.35,0.0,0.1
84,1,473,101,489,92,331.0908163488522,229.61271741782946,331.0576084082825,247.9697562203907,0.6066,4,33,1,0,5000,100,120.0,10.0,15.0,0.35,0.35,0.0,0.1
85,4,65,420,50,436,134.86193814790315,293.4501661270615,134.7430699754965,315.37279527568637,0.6521,4,33,1,0,5000,100,120.0,10.0,15.0,0.35,0.35,0.0,0.1
85,2,161,330,152,339,133.24914581345718,162.00308639035245,133.37666747490954,174.72549899771354,0.6372,4,33,1,0,5000,100,120.0,10.0,15.0,0.35,0.35,0.0,0.1
85,3,19,260,1,264,169.25733393583772,257.51310646256434,169.1379998176214,275.94383486499567,0.5792,4,33,1,0,5000,100,120.0,10.0,15.0,0.35,0.35,0.0,0.1
85,1,466,103,481,94,330.6702982442026,222.52415599210798,330.55121828672657,240.01041644062033,0.6287,4,33,1,0,5000,100,120.0,10.0,15.0,0.35,0.35,0.0,0.1
86,4,63,421,47,438,135.0,295.57063453597686,134.8729585684765,318.90594224629933,0.5643,3,33,1,0,5000,100,120.0,10.0,15.0,0.35,0.35,0.0,0.1
86,2,158,330,149,340,134.01223960036018,164.07315441594946,133.8588007444129,177.51901306620653,0.578,3,33,1,0,5000,100,120.0,10.0,15.0,0.35,0.35,0.0,0.1
86,1,463,104,478,96,330.5142273019216,219.4196891803468,330.6158428740487,236.4148895480147,0.6328,3,33,1,0,5000,100,120.0,10.0,15.0,0.35,0.35,0.0,0.1
87,4,59,423,43,440,135.27026110649416,299.81661061388843,135.12537349686315,323.1485726411305,0.6172,3,33,1,0,5000,100,120.0,10.0,15.0,0.35,0.35,0.0,0.1
87,2,155,333,145,342,134.0371363743638,168.31518053936787,134.33120804703134,181.738823590338,0.5637,3,33,1,0,5000,100,120.0,10.0,15.0,0.35,0.35,0.0,0.1
87,1,460,106,475,97,330.58440116690446,215.82400237230334,330.4683396520911,233.3109513074772,0.6641,3,33,1,0,5000,100,120.0,10.0,15.0,0.35,0.35,0.0,0.1
88,4,51,429,34,446,135.5232345821842,309.7256850827842,135.48554583000814,333.7663853655727,0.5755,3,33,1,0,5000,100,120.0,10.0,15.0,0.35,0.35,0.0,0.1
88,2,147,338,137,348,134.7717311698466,177.48521065147935,134.7885774189607,191.62724232217087,0.6994,3,33,1,0,5000,100,120.0,10.0,15.0,0.35,0.35,0.0,0.1
88,1,453,110,467,102,330.5971789944163,207.76188293332345,330.57254359681025,223.8861317723811,0.6116,3,33,1,0,5000,100,120.0,10.0,15.0,0.35,0.35,0.0,0.1
89,4,41,435,24,453,136.00951278261638,321.0763149159402,135.82012896636184,345.8106418258409,0.5475,3,33,1,0,5000,100,120.0,10.0,15.0,0.35,0.35,0.0,0.1
89,2,137,344,127,355,135.6437457141754,188.80942773071476,135.3978809618346,203.6516633862832,0.5966,3,33,1,0,5000,100,120.0,10.0,15.0,0.35,0.35,0.0,0.1
89,1,443,116,456,109,330.68999292908387,196.1045639448506,330.76065657953876,210.86725682286476,0.6657,3,33,1,0,5000,100,120.0,10.0,15.0,0.35,0.35,0.0,0.1
90,4,35,440,17,458,136.10881212775993,328.8662342047295,136.029154804306,354.31765409022455,0.6194,2,33,1,0,5000,100,120.0,10.0,15.0,0.35,0.35,0.0,0.1
90,2,130,349,119,360,136.02669618005785,197.31446981911895,135.9516696081786,212.8685040112792,0.639,2,33,1,0,5000,100,120.0,10.0,15.0,0.35,0.35,0.0,0.1
91,4,30,443,11,461,136.33221985386965,334.55193916640206,136.34788728019862,360.72427143179596,0.5828,3,33,1,0,5000,100,120.0,10.0,15.0,0.35,0.35,0.0,0.1
91,2,125,353,113,364,136.19348942398204,203.69094236121546,136.28939790406028,219.9659064491586,0.58,3,33,1,0,5000,100,120.0,10.0,15.0,0.35,0.35,0.0,0.1
91,1,430,125,442,118,331.1613725067204,180.3690660839602,331.05998730716067,194.25756098540927,0.6293,3,33,1,0,5000,100,120.0,10.0,15.0,0.35,0.35,0.0,0.1
92,4,25,446,6,465,136.54815769897797,340.2425605358624,136.43485436928324,367.1035276321926,0.5729,3,33,1,0,5000,100,120.0,10.0,15.0,0.35,0.35,0.0,0.1
92,2,120,356,107,367,136.54815769897797,209.3800372528384,136.78991060824606,226.38462845343543,0.5655,3,33,1,0,5000,100,120.0,10.0,15.0,0.35,0.35,0.0,0.1
92,1,424,128,436,121,331.0735741647464,173.6663467687393,330.975067456796,187.55532517100121,0.6647,3,33,1,0,5000,100,120.0,10.0,15.0,0.35,0.35,0.0,0.1
93,4,22,448,3,466,136.65003939557786,343.7964514069335,136.6428320393553,369.9689176133584,0.5897,3,33,1,0,5000,100,120.0,10.0,15.0,0.35,0.35,0.0,0.1
93,2,116,357,104,369,137.09293430528817,212.9812198293549,136.938501769387,229.94129685639334,0.6246,3,33,1,0,5000,100,120.0,10.0,15.0,0.35,0.35,0.0,0.1
93,1,421,130,432,123,331.17444691178076,170.07351351694948,330.91500026477536,183.08741081789321,0.6237,3,33,1,0,5000,100,120.0,10.0,15.0,0.35,0.35,0.0,0.1
94,5,100,370,18,449,137.42927332349996,233.5551326774901,136.9829721392682,347.3974668877135,0.6844,2,33,1,0,5000,100,120.0,10.0,15.0,0.35,0.35,0.0,0.1
94,1,418,131,429,124,330.9787267752974,166.96406799069075,330.7289530791441,179.98055450520204,0.6241,2,33,1,0,5000,100,120.0,10.0,15.0,0.35,0.35,0.0,0.1
95,5,98,371,16,450,137.57914750028343,235.7053245049844,137.08677727557077,349.54255821001254,0.6453,2,33,1,0,5000,100,120.0,10.0,15.0,0.35,0.35,0.0,0.1
95,1,415,132,426,126,330.77558080979907,163.8566446623389,330.81919394750014,176.38594048279472,0.6401,2,33,1,0,5000,100,120.0,10.0,15.0,0.35,0.35,0.0,0.1
96,4,17,450,0,466,136.97493401088198,348.81083698761427,136.95992725912637,372.1558813185679,0.3641,3,33,1,0,5000,100,120.0,10.0,15.0,0.35,0.35,0.0,0.1
96,2,111,359,98,371,137.6025622024998,218.01376103356412,137.57914750028343,235.7053245049844,0.6992,3,33,1,0,5000,100,120.0,10.0,15.0,0.35,0.35,0.0,0.1
96,1,414,132,426,125,330.60394714505674,162.9846618550347,330.5363720236403,176.87566254292872,0.626,3,33,1,0,5000,100,120.0,10.0,15.0,0.35,0.35,0.0,0.1
97,2,111,359,98,371,137.6025622024998,218.01376103356412,137.57914750028343,235.7053245049844,0.6992,2,33,1,0,5000,100,120.0,10.0,15.0,0.35,0.35,0.0,0.1
97,1,414,132,426,125,330.60394714505674,162.9846618550347,330.5363720236403,176.87566254292872,0.626,2,33,1,0,5000,100,120.0,10.0,15.0,0.35,0.35,0.0,0.1
98,4,16,450,0,466,137.08677727557077,349.54255821001254,136.95992725912637,372.1558813185679,0.3581,3,33,1,0,5000,100,120.0,10.0,15.0,0.35,0.35,0.0,0.1
98,2,111,359,98,371,137.6025622024998,218.01376103356412,137.57914750028343,235.7053245049844,0.6992,3,33,1,0,5000,100,120.0,10.0,15.0,0.35,0.35,0.0,0.1
98,1,415,132,426,125,330.77558080979907,163.8566446623389,330.5363720236403,176.87566254292872,0.6598,3,33,1,0,5000,100,120.0,10.0,15.0,0.35,0.35,0.0,0.1
99,2,111,359,98,371,137.6025622024998,218.01376103356412,137.57914750028343,235.7053245049844,0.6992,2,33,1,0,5000,100,120.0,10.0,15.0,0.35,0.35,0.0,0.1
99,1,415,132,426,125,330.77558080979907,163.8566446623389,330.5363720236403,176.87566254292872,0.6598,2,33,1,0,5000,100,120.0,10.0,15.0,0.35,0.35,0.0,0.1
100,4,16,450,0,466,137.08677727557077,349.54255821001254,136.95992725912637,372.1558813185679,0.3581,3,33,1,0,5000,100,120.0,10.0,15.0,0.35,0.35,0.0,0.1
100,2,111,359,98,371,137.6025622024998,218.01376103356412,137.57914750028343,235.7053245049844,0.6992,3,33,1,0,5000,100,120.0,10.0,15.0,0.35,0.35,0.0,0.1
100,1,414,132,426,125,330.60394714505674,162.9846618550347,330.5363720236403,176.87566254292872,0.626,3,33,1,0,5000,100,120.0,10.0,15.0,0.35,0.35,0.0,0.1
101,4,16,450,0,466,137.08677727557077,349.54255821001254,136.95992725912637,372.1558813185679,0.3581,3,33,1,0,5000,100,120.0,10.0,15.0,0.35,0.35,0.0,0.1
101,2,111,359,98,371,137.6025622024998,218.01376103356412,137.57914750028343,235.7053245049844,0.6292,3,33,1,0,5000,100,120.0,10.0,15.0,0.35,0.35,0.0,0.1
101,1,414,132,425,125,330.60394714505674,162.9846618550347,330.3762512488262,176.00568172647155,0.5895,3,33,1,0,5000,100,120.0,10.0,15.0,0.35,0.35,0.0,0.1
102,2,111,359,98,370,137.6025622024998,218.01376103356412,137.75910765862028,235.03191272676142,0.6245,2,33,1,0,5000,100,120.0,10.0,15.0,0.35,0.35,0.0,0.1
102,1,414,131,426,125,330.29859045458943,163.47782724271815,330.5363720236403,176.87566254292872,0.5922,2,33,1,0,5000,100,120.0,10.0,15.0,0.35,0.35,0.0,0.1
103,5,97,369,14,448,138.10335932174337,235.10423220350586,137.54994901296018,349.6569747624091,0.5737,2,33,1,0,5000,100,120.0,10.0,15.0,0.35,0.35,0.0,0.1
103,1,414,131,425,124,330.29859045458943,163.47782724271815,330.0940628250366,176.50212463310464,0.5903,2,33,1,0,5000,100,120.0,10.0,15.0,0.35,0.35,0.0,0.1
104,2,100,340,86,351,143.3438915840331,214.40149253211834,143.22880299642554,232.2003445303215,0.661,2,33,1,0,5000,100,120.0,10.0,15.0,0.35,0.35,0.0,0.1
104,1,404,115,415,107,323.68975028913957,163.8078142214223,323.7114375519504,177.40913167027227,0.6165,2,33,1,0,5000,100,120.0,10.0,15.0,0.35,0.35,0.0,0.1
105,6,602,409,628,424,30.835921448538798,384.3292858994745,30.774036101248207,414.34285320251394,0.5228,3,33,1,0,5000,100,120.0,10.0,15.0,0.35,0.35,0.0,0.1
105,2,96,332,82,341,145.71312302279105,213.01643129110957,145.82555940408014,229.65408770583642,0.6261,3,33,1,0,5000,100,120.0,10.0,15.0,0.35,0.35,0.0,0.1
105,1,399,105,409,96,319.8852025681173,166.06625183943908,319.7448992054565,179.51323071016242,0.5926,3,33,1,0,5000,100,120.0,10.0,15.0,0.35,0.35,0.0,0.1
106,6,601,406,627,421,30.52639266455279,381.93847672105517,30.486700283241795,411.9538809138712,0.5236,3,33,1,0,5000,100,120.0,10.0,15.0,0.35,0.35,0.0,0.1
106,2,94,329,80,338,146.68294660181817,213.00938946440834,146.72511201516508,229.65191050805564,0.6285,3,33,1,0,5000,100,120.0,10.0,15.0,0.35,0.35,0.0,0.1
106,1,398,102,408,93,318.8785245028477,167.2602762164406,318.81407483429035,180.71247881648904,0.6262,3,33,1,0,5000,100,120.0,10.0,15.0,0.35,0.35,0.0,0.1
107,6,599,400,624,415,29.895609734532165,377.19093308296794,29.972244307932787,406.3409898102824,0.464,3,33,1,0,5000,100,120.0,10.0,15.0,0.35,0.35,0.0,0.1
107,2,92,324,78,332,148.1092081981543,212.0,148.26085920418484,228.114006584427,0.6447,3,33,1,0,5000,100,120.0,10.0,15.0,0.35,0.35,0.0,0.1
107,1,396,97,406,88,317.1565626747148,169.11830178901394,317.21965555319787,182.5705343148231,0.5973,3,33,1,0,5000,100,120.0,10.0,15.0,0.35,0.35,0.0,0.1
108,2,88,313,74,321,151.23704242166923,209.89759407863636,151.1669942870162,226.01991062736045,0.6742,2,33,1,0,5000,100,120.0,10.0,15.0,0.35,0.35,0.0,0.1
108,1,392,86,402,76,313.60281897270363,174.0,313.7078331137501,188.13824704190267,0.6055,2,33,1,0,5000,100,120.0,10.0,15.0,0.35,0.35,0.0,0.1
109,2,86,305,70,313,153.434948822922,207.95432190748045,153.434948822922,225.84286572747877,0.5833,2,33,1,0,5000,100,120.0,10.0,15.0,0.35,0.35,0.0,0.1
109,1,389,78,398,68,311.1253267964349,177.89041570584965,311.18592516570965,191.34262462922368,0.5974,2,33,1,0,5000,100,120.0,10.0,15.0,0.35,0.35,0.0,0.1
110,6,590,376,615,388,27.2812111225484,357.7988261579403,27.163245236504313,385.5191305240247,0.5792,3,33,1,0,5000,100,120.0,10.0,15.0,0.35,0.35,0.0,0.1
