Frame_Number,Track_ID,Center_X,Center_Y,Right_X,Right_Y,Angle_A_deg,A_px,Angle_B_deg,C_px,Pair_Score,Pair_Count,Binary_Threshold,Blur_Size,Min_Area_px2,Max_Area_px2,Max_Width_px,Max_Radial_Gap_px,Max_Angle_Diff_deg,Max_Center_Offset_px,Weight_Angle,Weight_Area,Weight_Center,Min_Score_Threshold,Zprime_mm,Zdoubleprime,Z_mm,B_px,X_mm,Y_mm
8,2,195.0000,345.0000,187,359,119.35775354279127,146.86047800548656,119.39605285494326,162.9846618550347,0.8177,2,27,1,4,5000,100,71.0,10.0,15.0,0.35,0.35,0.3,0.1,1.1147,0.052,1.1147,,195.0000,345.0000
9,1,378.0000,405.0000,389,424,59.44131292928861,218.3231549790356,59.48609402047973,240.2769235694514,0.7955,2,27,1,4,5000,100,71.0,10.0,15.0,0.35,0.35,0.3,0.1,1.0531,0.0479,1.0531,,378.0000,405.0000
9,2,195.0000,345.0000,187,359,119.35775354279127,146.86047800548656,119.39605285494326,162.9846618550347,0.8011,2,27,1,4,5000,100,71.0,10.0,15.0,0.35,0.35,0.3,0.1,1.1147,0.052,1.1147,,195.0000,345.0000
10,1,378.0000,405.0000,389,425,59.44131292928861,218.3231549790356,59.606737354447,241.1389640850271,0.7201,2,27,1,4,5000,100,71.0,10.0,15.0,0.35,0.35,0.3,0.1,1.0485,0.0497,1.0485,,378.0000,405.0000
10,2,195.0000,345.0000,186,358,119.35775354279127,146.86047800548656,119.87599269168943,162.60996279441184,0.5318,2,27,1,4,5000,100,71.0,10.0,15.0,0.35,0.35,0.3,0.1,1.1031,0.0509,1.1031,,195.0000,345.0000
11,1,378.0000,405.0000,389,424,59.44131292928861,218.3231549790356,59.48609402047973,240.2769235694514,0.7957,3,27,1,4,5000,100,71.0,10.0,15.0,0.35,0.35,0.3,0.1,1.0485,0.0479,1.0485,,378.0000,405.0000
11,2,195.0000,345.0000,187,358,119.35775354279127,146.86047800548656,119.56953133326778,162.1141573089778,0.715,3,27,1,4,5000,100,71.0,10.0,15.0,0.35,0.35,0.3,0.1,1.1097,0.0494,1.1097,,195.0000,345.0000
11,3,156.0000,199.0000,133,194,189.21102654081665,112.44998888394787,189.73944594549724,135.95955280891445,0.5423,3,27,1,4,5000,100,71.0,10.0,15.0,0.35,0.35,0.3,0.1,2.0418,0.0946,2.0418,,156.0000,199.0000
12,1,378.0000,405.0000,389,424,59.44131292928861,218.3231549790356,59.48609402047973,240.2769235694514,0.7852,3,27,1,4,5000,100,71.0,10.0,15.0,0.35,0.35,0.3,0.1,1.0563,0.0479,1.0563,,378.0000,405.0000
12,2,195.0000,345.0000,187,358,119.35775354279127,146.86047800548656,119.56953133326778,162.1141573089778,0.7122,3,27,1,4,5000,100,71.0,10.0,15.0,0.35,0.35,0.3,0.1,1.0981,0.0494,1.0981,,195.0000,345.0000
12,3,156.0000,199.0000,133,194,189.21102654081665,112.44998888394787,189.73944594549724,135.95955280891445,0.567,3,27,1,4,5000,100,71.0,10.0,15.0,0.35,0.35,0.3,0.1,2.0418,0.0946,2.0418,,156.0000,199.0000
13,1,378.0000,405.0000,389,424,59.44131292928861,218.3231549790356,59.48609402047973,240.2769235694514,0.7686,3,27,1,4,5000,100,71.0,10.0,15.0,0.35,0.35,0.3,0.1,1.0608,0.0479,1.0608,,378.0000,405.0000
13,2,195.0000,345.0000,186,359,119.35775354279127,146.86047800548656,119.70140954541058,163.47782724271815,0.6453,3,27,1,4,5000,100,71.0,10.0,15.0,0.35,0.35,0.3,0.1,1.0915,0.0535,1.0915,,195.0000,345.0000
13,3,156.0000,199.0000,134,194,189.21102654081665,112.44998888394787,189.81125686799604,134.97407158413796,0.5449,3,27,1,4,5000,100,71.0,10.0,15.0,0.35,0.35,0.3,0.1,2.0418,0.091,2.0418,,156.0000,199.0000
14,1,377.4000,406.0000,389,425,59.44131292928861,218.3231549790356,59.606737354447,241.1389640850271,0.7157,3,27,1,4,5000,100,71.0,10.0,15.0,0.35,0.35,0.3,0.1,1.0617,0.0497,1.0617,,377.4000,406.0000
14,2,194.4000,346.0000,187,358,119.35775354279127,146.86047800548656,119.56953133326778,162.1141573089778,0.7207,3,27,1,4,5000,100,71.0,10.0,15.0,0.35,0.35,0.3,0.1,1.1012,0.0494,1.1012,,194.4000,346.0000
