Frame_Number,Track_ID,Center_X,Center_Y,Right_X,Right_Y,Angle_A_deg,A_px,Angle_B_deg,C_px,Pair_Score,Pair_Count,Binary_Threshold,Blur_Size,Min_Area_px2,Max_Area_px2,Max_Width_px,Max_Radial_Gap_px,Max_Angle_Diff_deg,Max_Center_Offset_px,Weight_Angle,Weight_Area,Weight_Center,Min_Score_Threshold
204,6,134,136,92,113,209.74488129694222,161.24515496597098,209.50699983069308,209.124364912365,0.9138,1,70,1,1,200,100,128.0,3.0,15.0,0.35,0.35,0.3,0.9
220,7,155,103,117,67,223.51854282911293,164.10362579784763,223.50241226098248,216.44860821913363,0.9943,1,70,1,1,200,100,128.0,3.0,15.0,0.35,0.35,0.3,0.9
251,8,236,102,223,62,251.56505117707798,120.16655108639841,251.67673871497595,162.22515218054195,0.9689,1,70,1,1,200,100,128.0,3.0,15.0,0.35,0.35,0.3,0.9
254,9,236,128,222,94,246.644435140714,95.85405573057407,246.9148663271917,132.61975720080324,0.9358,1,70,1,1,200,100,128.0,3.0,15.0,0.35,0.35,0.3,0.9
264,10,201,177,170,161,208.11320887605595,82.76472678623425,207.87195252640333,117.64777940955791,0.9165,1,70,1,1,200,100,128.0,3.0,15.0,0.35,0.35,0.3,0.9
288,11,309,278,322,300,60.554571270074405,71.19691004531025,60.25511870305778,96.74709297958259,0.915,1,70,1,1,200,100,128.0,3.0,15.0,0.35,0.35,0.3,0.9
292,12,345,284,367,305,43.76359239714386,98.3107318658548,43.74095479282474,128.7245120402482,0.9225,1,70,1,1,200,100,128.0,3.0,15.0,0.35,0.35,0.3,0.9
300,13,434,271,474,285,18.970407808486545,169.1892431568863,19.03443435483519,211.56795598577776,0.91,1,70,1,1,200,100,128.0,3.0,15.0,0.35,0.35,0.3,0.9
301,13,439,271,479,284,18.43494882292201,173.92527130926086,18.35106047947839,215.9837956884729,0.9057,1,70,1,1,200,100,128.0,3.0,15.0,0.35,0.35,0.3,0.9
302,13,444,273,484,287,18.53599947566719,179.30142219179413,18.680150376673314,221.6776939613005,0.936,1,70,1,1,200,100,128.0,3.0,15.0,0.35,0.35,0.3,0.9
307,13,443,280,479,294,20.7415878984374,180.71247881648904,20.831209601206005,219.33763926877666,0.9256,1,70,1,1,200,100,128.0,3.0,15.0,0.35,0.35,0.3,0.9
308,13,451,281,487,295,20.164832444735094,188.55768348173987,20.349415277375332,227.17834403833479,0.907,1,70,1,1,200,100,128.0,3.0,15.0,0.35,0.35,0.3,0.9
311,13,445,278,479,290,19.92928241418855,181.89282558693733,19.848346018896862,217.947241322298,0.9277,1,70,1,1,200,100,128.0,3.0,15.0,0.35,0.35,0.3,0.9
317,13,454,277,483,287,18.720948674717086,190.05525512334563,18.763287804692737,220.7306050369998,0.9092,1,70,1,1,200,100,128.0,3.0,15.0,0.35,0.35,0.3,0.9
319,13,466,281,497,292,18.703101839365473,202.70421801235415,18.81947848250652,235.5949914577982,0.9274,1,70,1,1,200,100,128.0,3.0,15.0,0.35,0.35,0.3,0.9
321,14,462,283,490,293,19.615202035245794,199.58206332233365,19.62020964154441,229.31419493786248,0.9267,2,70,1,1,200,100,128.0,3.0,15.0,0.35,0.35,0.3,0.9
321,13,470,284,498,294,19.133643205905482,207.46083967823904,19.198847283852007,237.19190542680835,0.911,2,70,1,1,200,100,128.0,3.0,15.0,0.35,0.35,0.3,0.9
323,13,474,288,507,300,19.798876354524932,212.56528408938277,19.824995079131043,247.67922803497268,0.9249,1,70,1,1,200,100,128.0,3.0,15.0,0.35,0.35,0.3,0.9
324,14,466,288,500,301,20.556045219583467,205.05608988762074,20.611591280236066,241.4560001325293,0.9088,1,70,1,1,200,100,128.0,3.0,15.0,0.35,0.35,0.3,0.9
327,14,469,292,511,309,21.29303081811213,209.2868844433401,21.425293798087385,254.5937941113255,0.9303,1,70,1,1,200,100,128.0,3.0,15.0,0.35,0.35,0.3,0.9
336,14,487,292,554,316,19.63678188737413,226.15260334561705,19.65382405805331,297.3213749463701,0.9174,1,70,1,1,200,100,128.0,3.0,15.0,0.35,0.35,0.3,0.9
379,15,502,304,561,327,21.104838584929634,244.39312592624205,21.144455893315627,307.7174028227848,0.979,1,70,1,1,200,100,128.0,3.0,15.0,0.35,0.35,0.3,0.9
380,15,492,300,547,322,21.072726619950554,233.62362894193728,21.22011524503636,292.85662020859286,0.9,1,70,1,1,200,100,128.0,3.0,15.0,0.35,0.35,0.3,0.9
383,15,504,301,557,321,20.282559088916607,245.20399670478457,20.356099534295232,301.85095659944494,0.9345,2,70,1,1,200,100,128.0,3.0,15.0,0.35,0.35,0.3,0.9
383,16,511,303,565,323,20.157610894544817,252.46385879963097,20.18835368299355,310.0483833210552,0.9235,2,70,1,1,200,100,128.0,3.0,15.0,0.35,0.35,0.3,0.9
385,16,511,304,563,323,20.37036510267009,252.81020549020565,20.31667951203976,308.1720298794165,0.9174,1,70,1,1,200,100,128.0,3.0,15.0,0.35,0.35,0.3,0.9
387,16,518,304,567,322,19.832129850218386,259.3838853899756,19.888844288030892,311.58465944266254,0.9627,1,70,1,1,200,100,128.0,3.0,15.0,0.35,0.35,0.3,0.9
389,16,515,305,563,323,20.26891615413681,256.90854403853524,20.31667951203976,308.1720298794165,0.9162,1,70,1,1,200,100,128.0,3.0,15.0,0.35,0.35,0.3,0.9
392,16,522,307,565,323,20.14987901844856,264.1685068285014,20.18835368299355,310.0483833210552,0.9497,1,70,1,1,200,100,128.0,3.0,15.0,0.35,0.35,0.3,0.9
394,16,528,308,566,322,19.910626131071396,270.1481075262235,19.951590694763237,310.64449134018133,0.9218,1,70,1,1,200,100,128.0,3.0,15.0,0.35,0.35,0.3,0.9
397,16,529,308,564,321,19.838648512174796,271.0885464197999,19.90374953730784,308.4234102658227,0.9415,1,70,1,1,200,100,128.0,3.0,15.0,0.35,0.35,0.3,0.9
398,16,528,309,563,322,20.109786813451223,270.4902955745363,20.142128537979293,307.82624969290714,0.9441,1,70,1,1,200,100,128.0,3.0,15.0,0.35,0.35,0.3,0.9
399,16,526,309,559,321,20.256462174523122,268.6131046691505,20.224859431168078,303.7268509697488,0.9707,1,70,1,1,200,100,128.0,3.0,15.0,0.35,0.35,0.3,0.9
404,16,525,305,550,314,19.52357371015634,266.31184727683444,19.54854943235508,292.88222889072665,0.9715,1,70,1,1,200,100,128.0,3.0,15.0,0.35,0.35,0.3,0.9
407,16,520,297,543,305,18.22507511135446,258.9922778771599,18.30705667034309,283.3407842157567,0.9042,1,70,1,1,200,100,128.0,3.0,15.0,0.35,0.35,0.3,0.9
410,16,526,296,548,303,17.61257784292383,264.39364591457183,17.615593092869112,287.4804341168282,0.9573,1,70,1,1,200,100,128.0,3.0,15.0,0.35,0.35,0.3,0.9
413,16,522,293,545,300,17.24872582623305,259.67864756271354,17.221507300090142,283.7199323276389,0.9021,1,70,1,1,200,100,128.0,3.0,15.0,0.35,0.35,0.3,0.9
418,17,532,258,564,263,9.246112745563252,261.3962509295036,9.205823509636538,293.7839342101606,0.9231,1,70,1,1,200,100,128.0,3.0,15.0,0.35,0.35,0.3,0.9
423,18,533,228,557,229,2.6527336253271008,259.2778432492835,2.6301126633575893,283.2984292226132,0.9194,1,70,1,1,200,100,128.0,3.0,15.0,0.35,0.35,0.3,0.9
426,18,543,213,568,213,359.36104010100837,269.0167281044062,359.41536947929484,294.0153057240388,0.9337,1,70,1,1,200,100,128.0,3.0,15.0,0.35,0.35,0.3,0.9
428,18,546,208,572,207,358.3153156821037,272.1176216271192,358.2701163781869,298.1358750637031,0.9455,1,70,1,1,200,100,128.0,3.0,15.0,0.35,0.35,0.3,0.9
436,18,537,206,561,205,357.82250220732635,263.1900454044567,357.8050688767958,287.2107240337658,0.9205,1,70,1,1,200,100,128.0,3.0,15.0,0.35,0.35,0.3,0.9
437,18,539,219,563,219,0.6486037588909803,265.01698058803703,0.5947445152184994,289.0155705148081,0.9337,1,70,1,1,200,100,128.0,3.0,15.0,0.35,0.35,0.3,0.9
440,19,551,283,577,289,13.59739076026646,284.98771903364536,13.545785739870686,311.66969695496545,0.934,1,70,1,1,200,100,128.0,3.0,15.0,0.35,0.35,0.3,0.9
452,20,411,391,424,408,51.94413051099324,222.24760966093652,52.00126755749534,243.64728605096343,0.9111,2,70,1,1,200,100,128.0,3.0,15.0,0.35,0.35,0.3,0.9
452,21,419,392,432,408,50.51613119531292,228.0372776543344,50.54846629371807,248.65236777477105,0.9652,2,70,1,1,200,100,128.0,3.0,15.0,0.35,0.35,0.3,0.9
455,21,419,384,432,399,49.20267950371936,221.92115717073935,49.193068626416995,241.77055238386663,0.9315,1,70,1,1,200,100,128.0,3.0,15.0,0.35,0.35,0.3,0.9
458,21,422,382,436,398,48.280880772609414,222.39604313026794,48.32740424172657,243.6554944999189,0.9532,1,70,1,1,200,100,128.0,3.0,15.0,0.35,0.35,0.3,0.9
459,21,422,382,436,398,48.280880772609414,222.39604313026794,48.32740424172657,243.6554944999189,0.9032,2,70,1,1,200,100,128.0,3.0,15.0,0.35,0.35,0.3,0.9
459,20,430,383,444,398,46.950495633386346,228.52789764052878,46.95250904939961,249.0461804565571,0.9342,2,70,1,1,200,100,128.0,3.0,15.0,0.35,0.35,0.3,0.9
