Frame_Number,Track_ID,Center_X,Center_Y,Right_X,Right_Y,Angle_A_deg,Radius_A_px,Angle_B_deg,Radius_B_px,Pair_Score,Pair_Count,Binary_Threshold,Blur_Size,Min_Area_px2,Max_Area_px2,Max_Width_px,Max_Radial_Gap_px,Max_Angle_Diff_deg,Max_Center_Offset_px,Weight_Angle,Weight_Area,Weight_Center,Min_Score_Threshold
6,3,195,345,187,358,120.06858282186246,153.68148880070103,120.20761248040662,168.94081803992782,0.7626,5,33,1,0,5000,100,120.0,10.0,15.0,0.35,0.35,0.3,0.1
6,4,156,199,133,194,186.39439776522758,116.72617529928752,187.3785358426738,140.1606221447379,0.4332,5,33,1,0,5000,100,120.0,10.0,15.0,0.35,0.35,0.3,0.1
7,1,89,400,69,420,134.22786642888408,262.36043909095747,134.30300543543694,290.64239195272256,0.9267,4,33,1,0,5000,100,120.0,10.0,15.0,0.35,0.35,0.3,0.1
7,2,378,406,390,425,61.34817154735126,221.0701246211256,61.01395882732633,243.50154003619772,0.6088,4,33,1,0,5000,100,120.0,10.0,15.0,0.35,0.35,0.3,0.1
7,3,195,345,187,359,120.06858282186246,153.68148880070103,120.03784474567345,169.80577139779436,0.8516,4,33,1,0,5000,100,120.0,10.0,15.0,0.35,0.35,0.3,0.1
7,4,156,199,133,194,186.39439776522758,116.72617529928752,187.3785358426738,140.1606221447379,0.4389,4,33,1,0,5000,100,120.0,10.0,15.0,0.35,0.35,0.3,0.1
8,1,89,400,69,420,134.22786642888408,262.36043909095747,134.30300543543694,290.64239195272256,0.9267,4,33,1,0,5000,100,120.0,10.0,15.0,0.35,0.35,0.3,0.1
8,2,371,392,390,424,61.189206257026946,205.4288197892399,60.899522588456556,242.62728618191318,0.5089,4,33,1,0,5000,100,120.0,10.0,15.0,0.35,0.35,0.3,0.1
8,3,195,345,186,358,120.06858282186246,153.68148880070103,120.49983323344743,169.44615663980107,0.6219,4,33,1,0,5000,100,120.0,10.0,15.0,0.35,0.35,0.3,0.1
8,4,156,199,133,194,186.39439776522758,116.72617529928752,187.3785358426738,140.1606221447379,0.4389,4,33,1,0,5000,100,120.0,10.0,15.0,0.35,0.35,0.3,0.1
9,1,89,400,69,420,134.22786642888408,262.36043909095747,134.30300543543694,290.64239195272256,0.9267,5,33,1,0,5000,100,120.0,10.0,15.0,0.35,0.35,0.3,0.1
9,5,371,403,378,419,62.6011813677856,215.13251730038394,62.88404484370344,232.56181973832247,0.4322,5,33,1,0,5000,100,120.0,10.0,15.0,0.35,0.35,0.3,0.1
9,2,371,392,390,424,61.189206257026946,205.4288197892399,60.899522588456556,242.62728618191318,0.5091,5,33,1,0,5000,100,120.0,10.0,15.0,0.35,0.35,0.3,0.1
9,3,195,345,186,358,120.06858282186246,153.68148880070103,120.49983323344743,169.44615663980107,0.6024,5,33,1,0,5000,100,120.0,10.0,15.0,0.35,0.35,0.3,0.1
9,4,156,199,133,194,186.39439776522758,116.72617529928752,187.3785358426738,140.1606221447379,0.4389,5,33,1,0,5000,100,120.0,10.0,15.0,0.35,0.35,0.3,0.1
10,1,89,400,69,420,134.22786642888408,262.36043909095747,134.30300543543694,290.64239195272256,0.9267,4,33,1,0,5000,100,120.0,10.0,15.0,0.35,0.35,0.3,0.1
10,2,378,406,390,425,61.34817154735126,221.0701246211256,61.01395882732633,243.50154003619772,0.6088,4,33,1,0,5000,100,120.0,10.0,15.0,0.35,0.35,0.3,0.1
10,3,195,345,186,358,120.06858282186246,153.68148880070103,120.49983323344743,169.44615663980107,0.6024,4,33,1,0,5000,100,120.0,10.0,15.0,0.35,0.35,0.3,0.1
10,4,168,202,133,194,185.49232455712743,104.47966309287182,187.3785358426738,140.1606221447379,0.6592,4,33,1,0,5000,100,120.0,10.0,15.0,0.35,0.35,0.3,0.1
11,1,89,400,69,420,134.22786642888408,262.36043909095747,134.30300543543694,290.64239195272256,0.9267,4,33,1,0,5000,100,120.0,10.0,15.0,0.35,0.35,0.3,0.1
11,2,378,406,390,425,61.34817154735126,221.0701246211256,61.01395882732633,243.50154003619772,0.5963,4,33,1,0,5000,100,120.0,10.0,15.0,0.35,0.35,0.3,0.1
11,3,195,345,187,359,120.06858282186246,153.68148880070103,120.03784474567345,169.80577139779436,0.8516,4,33,1,0,5000,100,120.0,10.0,15.0,0.35,0.35,0.3,0.1
11,4,156,199,133,194,186.39439776522758,116.72617529928752,187.3785358426738,140.1606221447379,0.4362,4,33,1,0,5000,100,120.0,10.0,15.0,0.35,0.35,0.3,0.1
12,1,89,400,69,420,134.22786642888408,262.36043909095747,134.30300543543694,290.64239195272256,0.9267,4,33,1,0,5000,100,120.0,10.0,15.0,0.35,0.35,0.3,0.1
12,2,378,405,390,425,61.22340588259909,220.19309707617992,61.01395882732633,243.50154003619772,0.7246,4,33,1,0,5000,100,120.0,10.0,15.0,0.35,0.35,0.3,0.1
12,3,195,345,186,358,120.06858282186246,153.68148880070103,120.49983323344743,169.44615663980107,0.6219,4,33,1,0,5000,100,120.0,10.0,15.0,0.35,0.35,0.3,0.1
12,4,156,199,133,194,186.39439776522758,116.72617529928752,187.3785358426738,140.1606221447379,0.4421,4,33,1,0,5000,100,120.0,10.0,15.0,0.35,0.35,0.3,0.1
13,1,89,400,69,420,134.22786642888408,262.36043909095747,134.30300543543694,290.64239195272256,0.9267,5,33,1,0,5000,100,120.0,10.0,15.0,0.35,0.35,0.3,0.1
13,2,371,392,390,425,61.189206257026946,205.4288197892399,61.01395882732633,243.50154003619772,0.5683,5,33,1,0,5000,100,120.0,10.0,15.0,0.35,0.35,0.3,0.1
13,5,371,403,378,418,62.6011813677856,215.13251730038394,62.77132082290876,231.67218218853984,0.6227,5,33,1,0,5000,100,120.0,10.0,15.0,0.35,0.35,0.3,0.1
13,3,195,345,186,358,120.06858282186246,153.68148880070103,120.49983323344743,169.44615663980107,0.6024,5,33,1,0,5000,100,120.0,10.0,15.0,0.35,0.35,0.3,0.1
13,4,156,199,133,194,186.39439776522758,116.72617529928752,187.3785358426738,140.1606221447379,0.4362,5,33,1,0,5000,100,120.0,10.0,15.0,0.35,0.35,0.3,0.1
14,1,89,400,69,420,134.22786642888408,262.36043909095747,134.30300543543694,290.64239195272256,0.9267,5,33,1,0,5000,100,120.0,10.0,15.0,0.35,0.35,0.3,0.1
14,2,371,392,390,425,61.189206257026946,205.4288197892399,61.01395882732633,243.50154003619772,0.5685,5,33,1,0,5000,100,120.0,10.0,15.0,0.35,0.35,0.3,0.1
14,5,371,404,378,418,62.72323661688632,216.0208323287363,62.77132082290876,231.67218218853984,0.7522,5,33,1,0,5000,100,120.0,10.0,15.0,0.35,0.35,0.3,0.1
14,3,195,345,186,359,120.06858282186246,153.68148880070103,120.32908604198373,170.30854353202602,0.7348,5,33,1,0,5000,100,120.0,10.0,15.0,0.35,0.35,0.3,0.1
14,4,156,199,133,194,186.39439776522758,116.72617529928752,187.3785358426738,140.1606221447379,0.4351,5,33,1,0,5000,100,120.0,10.0,15.0,0.35,0.35,0.3,0.1
15,1,89,401,69,420,134.0759546472273,263.07793522072507,134.30300543543694,290.64239195272256,0.6557,5,33,1,0,5000,100,120.0,10.0,15.0,0.35,0.35,0.3,0.1
15,2,371,392,390,425,61.189206257026946,205.4288197892399,61.01395882732633,243.50154003619772,0.5685,5,33,1,0,5000,100,120.0,10.0,15.0,0.35,0.35,0.3,0.1
15,5,371,404,378,418,62.72323661688632,216.0208323287363,62.77132082290876,231.67218218853984,0.6822,5,33,1,0,5000,100,120.0,10.0,15.0,0.35,0.35,0.3,0.1
15,3,195,345,186,358,120.06858282186246,153.68148880070103,120.49983323344743,169.44615663980107,0.6024,5,33,1,0,5000,100,120.0,10.0,15.0,0.35,0.35,0.3,0.1
15,4,156,199,133,194,186.39439776522758,116.72617529928752,187.3785358426738,140.1606221447379,0.4332,5,33,1,0,5000,100,120.0,10.0,15.0,0.35,0.35,0.3,0.1
16,1,85,405,65,426,134.09540496626732,268.73406929527937,134.04742635919953,297.73310195542587,0.6313,4,33,1,0,5000,100,120.0,10.0,15.0,0.35,0.35,0.3,0.1
16,2,375,410,385,430,62.516457898443775,223.1882613400624,62.60009673400413,245.54632964066067,0.7755,4,33,1,0,5000,100,120.0,10.0,15.0,0.35,0.35,0.3,0.1
16,3,192,350,183,364,120.10130456559969,159.51175505272332,120.35009589418704,176.13914953808538,0.7129,4,33,1,0,5000,100,120.0,10.0,15.0,0.35,0.35,0.3,0.1
16,4,166,207,149,204,182.70062933739527,106.1178590059185,183.72131326474974,123.25988804148737,0.3881,4,33,1,0,5000,100,120.0,10.0,15.0,0.35,0.35,0.3,0.1
17,1,82,407,62,427,134.2559407971113,272.2590678012396,134.32596310201552,300.54117854297436,0.8102,3,33,1,0,5000,100,120.0,10.0,15.0,0.35,0.35,0.3,0.1
17,2,372,412,382,432,63.43494882292201,223.60679774997897,63.43494882292201,245.96747752497686,0.8881,3,33,1,0,5000,100,120.0,10.0,15.0,0.35,0.35,0.3,0.1
17,3,188,352,179,366,120.96375653207352,163.2666530556684,121.1276143680399,179.90275150758535,0.7587,3,33,1,0,5000,100,120.0,10.0,15.0,0.35,0.35,0.3,0.1
18,1,81,408,61,429,134.2597856353496,273.67316273248275,134.19684074818977,302.67143902258107,0.8184,5,33,1,0,5000,100,120.0,10.0,15.0,0.35,0.35,0.3,0.1
18,2,371,413,381,433,63.778033222445536,224.05802819805407,63.74690098278329,246.41834347304587,0.8121,5,33,1,0,5000,100,120.0,10.0,15.0,0.35,0.35,0.3,0.1
18,3,187,353,178,367,121.08312256669872,164.63899902513984,121.23478468799235,181.27603261324978,0.7651,5,33,1,0,5000,100,120.0,10.0,15.0,0.35,0.35,0.3,0.1
18,4,161,209,145,207,181.54815769897795,111.04053313993049,182.25457496593503,127.09838708654017,0.4818,5,33,1,0,5000,100,120.0,10.0,15.0,0.35,0.35,0.3,0.1
18,6,156,201,125,202,185.4170221138566,116.52038448271615,183.89167629408075,147.33974345029924,0.3054,5,33,1,0,5000,100,120.0,10.0,15.0,0.35,0.35,0.3,0.1
19,1,75,417,53,438,133.8599359662136,284.3132075722125,134.09879240282632,314.701445818096,0.5519,6,33,1,0,5000,100,120.0,10.0,15.0,0.35,0.35,0.3,0.1
19,2,357,408,374,443,66.5549018146054,213.63754351705134,66.17573941710458,252.5173261382276,0.4544,6,33,1,0,5000,100,120.0,10.0,15.0,0.35,0.35,0.3,0.1
19,5,357,420,363,437,67.77243141743098,224.69757453074567,67.97940344398434,242.7055829600959,0.5082,6,33,1,0,5000,100,120.0,10.0,15.0,0.35,0.35,0.3,0.1
19,3,181,362,171,377,121.24379232524568,175.44514812328097,121.4716845336273,193.45800577903205,0.7104,6,33,1,0,5000,100,120.0,10.0,15.0,0.35,0.35,0.3,0.1
19,4,155,219,129,220,176.57612875506933,117.2092146548214,176.79797941667786,143.22360140703069,0.6,6,33,1,0,5000,100,120.0,10.0,15.0,0.35,0.35,0.3,0.1
19,6,146,210,119,212,180.90938044919915,126.01587201618692,180.0,153.0,0.4181,6,33,1,0,5000,100,120.0,10.0,15.0,0.35,0.35,0.3,0.1
20,2,362,413,382,451,65.87901688055742,220.22942582679545,65.28569909984749,263.09884074240995,0.4373,5,33,1,0,5000,100,120.0,10.0,15.0,0.35,0.35,0.3,0.1
20,1,73,421,51,443,133.59597278089572,288.5862089566998,133.73260101476674,319.6904753038476,0.6788,5,33,1,0,5000,100,120.0,10.0,15.0,0.35,0.35,0.3,0.1
20,5,354,425,360,441,68.94446576676967,228.23890991677996,68.97925683465351,245.3263133053607,0.679,5,33,1,0,5000,100,120.0,10.0,15.0,0.35,0.35,0.3,0.1
20,3,178,366,168,382,121.39945748334125,180.42172818150257,121.45682335755525,199.28873525616044,0.8073,5,33,1,0,5000,100,120.0,10.0,15.0,0.35,0.35,0.3,0.1
20,6,143,213,115,216,179.55585556688806,129.00387591076478,178.54055064500773,157.05094714773293,0.3805,5,33,1,0,5000,100,120.0,10.0,15.0,0.35,0.35,0.3,0.1
21,1,69,424,47,446,133.75763566932574,293.51831288694746,133.87669728592456,324.6243983436858,0.6352,3,33,1,0,5000,100,120.0,10.0,15.0,0.35,0.35,0.3,0.1
21,2,358,430,367,451,68.47099311816088,234.35016535091245,68.32269670116987,257.1886467167631,0.7204,3,33,1,0,5000,100,120.0,10.0,15.0,0.35,0.35,0.3,0.1
21,3,175,369,165,385,121.70919858871413,184.54809671194118,121.73667125659367,203.4158302591025,0.84,3,33,1,0,5000,100,120.0,10.0,15.0,0.35,0.35,0.3,0.1
22,1,65,427,43,450,133.9139541739936,298.4526763156933,133.89593535437413,330.28018408617856,0.8049,4,33,1,0,5000,100,120.0,10.0,15.0,0.35,0.35,0.3,0.1
22,2,354,433,363,455,69.64309521814656,235.72229423624742,69.46979861245414,259.4802497301095,0.6772,4,33,1,0,5000,100,120.0,10.0,15.0,0.35,0.35,0.3,0.1
22,3,171,371,160,389,122.42453450025559,188.36666371733614,122.3243341516041,209.45882650296693,0.7444,4,33,1,0,5000,100,120.0,10.0,15.0,0.35,0.35,0.3,0.1
22,6,136,219,107,223,177.05355261998767,136.1800279042415,176.18592516570965,165.36626016210198,0.4392,4,33,1,0,5000,100,120.0,10.0,15.0,0.35,0.35,0.3,0.1
23,1,59,432,36,455,134.0738209646039,306.2172431461037,134.16275175565215,338.74031351464504,0.7229,3,33,1,0,5000,100,120.0,10.0,15.0,0.35,0.35,0.3,0.1
23,2,348,437,355,460,71.33617444704434,237.48894711122873,71.49576973622153,261.5205536855564,0.6907,3,33,1,0,5000,100,120.0,10.0,15.0,0.35,0.35,0.3,0.1
23,3,165,377,153,393,122.96279767963426,196.65706191235543,123.323262169046,216.61486560252507,0.5491,3,33,1,0,5000,100,120.0,10.0,15.0,0.35,0.35,0.3,0.1
24,1,51,433,27,456,135.0,312.54119728445403,135.1171691199249,345.77593901253454,0.6685,4,33,1,0,5000,100,120.0,10.0,15.0,0.35,0.35,0.3,0.1
24,2,335,422,347,460,73.30075576600639,219.24643668712156,73.17366736922783,259.0926475220785,0.588,4,33,1,0,5000,100,120.0,10.0,15.0,0.35,0.35,0.3,0.1
24,3,156,378,144,395,124.94566440000565,202.51419703319567,124.97100193849154,223.32263655975405,0.801,4,33,1,0,5000,100,120.0,10.0,15.0,0.35,0.35,0.3,0.1
24,6,124,233,107,235,171.9241036651617,149.4824404403407,172.0644496299112,166.59531806146293,0.8557,4,33,1,0,5000,100,120.0,10.0,15.0,0.35,0.35,0.3,0.1
25,1,41,439,16,463,135.50038709879226,323.86725675807367,135.56502881790746,358.52057123685387,0.7471,5,33,1,0,5000,100,120.0,10.0,15.0,0.35,0.35,0.3,0.1
25,2,325,427,336,466,76.15202238084,221.43622106602163,75.85765335796732,261.9389241789009,0.4969,5,33,1,0,5000,100,120.0,10.0,15.0,0.35,0.35,0.3,0.1
25,7,323,444,326,459,77.60200434555321,237.53947040439405,77.66783083073376,252.83393759541065,0.7325,5,33,1,0,5000,100,120.0,10.0,15.0,0.35,0.35,0.3,0.1
25,3,146,384,133,401,126.22494425552034,213.21350801485352,126.33261282004453,234.61031520374377,0.7199,5,33,1,0,5000,100,120.0,10.0,15.0,0.35,0.35,0.3,0.1
25,6,114,233,79,237,172.4291110991657,159.38946012832844,172.6193636411592,194.61243536834948,0.5878,5,33,1,0,5000,100,120.0,10.0,15.0,0.35,0.35,0.3,0.1
26,1,39,440,14,463,135.62140491323592,325.99539874053437,135.7879080051799,359.95138560644546,0.599,4,33,1,0,5000,100,120.0,10.0,15.0,0.35,0.35,0.3,0.1
26,7,324,427,334,466,76.40351813390237,221.19900542271884,76.28265368163969,261.457453517776,0.5896,4,33,1,0,5000,100,120.0,10.0,15.0,0.35,0.35,0.3,0.1
26,3,144,384,131,402,126.6561084159669,214.40149253211834,126.57930446798436,236.60304309116566,0.7572,4,33,1,0,5000,100,120.0,10.0,15.0,0.35,0.35,0.3,0.1
26,6,113,240,93,242,170.01257842498646,161.4465855941215,170.4857794551598,181.49655644116226,0.5891,4,33,1,0,5000,100,120.0,10.0,15.0,0.35,0.35,0.3,0.1
27,1,38,440,14,463,135.74405920288874,326.71088136148757,135.7879080051799,359.95138560644546,0.9443,6,33,1,0,5000,100,120.0,10.0,15.0,0.35,0.35,0.3,0.1
27,2,324,427,333,466,76.40351813390237,221.19900542271884,76.49573548348506,261.22212769977966,0.6044,6,33,1,0,5000,100,120.0,10.0,15.0,0.35,0.35,0.3,0.1
27,8,155,373,136,402,126.00620760124444,199.0226117806718,125.59468849904312,233.6578695443404,0.6763,6,33,1,0,5000,100,120.0,10.0,15.0,0.35,0.35,0.3,0.1
27,3,144,384,131,402,126.6561084159669,214.40149253211834,126.57930446798436,236.60304309116566,0.7961,6,33,1,0,5000,100,120.0,10.0,15.0,0.35,0.35,0.3,0.1
27,9,104,232,75,238,173.21102542556122,169.1862878604528,172.4815731205578,198.70832896484234,0.3386,6,33,1,0,5000,100,120.0,10.0,15.0,0.35,0.35,0.3,0.1
27,6,113,240,93,242,170.01257842498646,161.4465855941215,170.4857794551598,181.49655644116226,0.5793,6,33,1,0,5000,100,120.0,10.0,15.0,0.35,0.35,0.3,0.1
28,1,36,444,10,469,135.48969559312923,330.9380606699689,135.5519653856302,367.0054495508207,0.808,4,33,1,0,5000,100,120.0,10.0,15.0,0.35,0.35,0.3,0.1
28,2,324,448,329,472,77.57405713457253,241.66091947189145,77.6346272414612,266.17475462560304,0.7912,4,33,1,0,5000,100,120.0,10.0,15.0,0.35,0.35,0.3,0.1
28,3,140,389,127,407,126.71420297604627,220.8008152158864,126.63411387596742,243.00205760445732,0.7508,4,33,1,0,5000,100,120.0,10.0,15.0,0.35,0.35,0.3,0.1
28,9,105,237,72,243,171.48601207024964,168.86088949191284,171.1892670140151,202.38824076511955,0.5691,4,33,1,0,5000,100,120.0,10.0,15.0,0.35,0.35,0.3,0.1
29,7,314,451,318,473,80.03305321578306,242.66231681083076,80.00454386601236,265.02264054227516,0.6379,6,33,1,0,5000,100,120.0,10.0,15.0,0.35,0.35,0.3,0.1
29,1,33,449,8,474,135.2407371527218,336.58579886857973,135.21785362509715,371.9408555133464,0.8834,6,33,1,0,5000,100,120.0,10.0,15.0,0.35,0.35,0.3,0.1
29,2,324,453,328,474,77.82408748220024,246.5461417260469,77.93511558947458,267.9178978717174,0.7346,6,33,1,0,5000,100,120.0,10.0,15.0,0.35,0.35,0.3,0.1
29,3,138,394,123,413,126.36286858492925,226.00884938426637,126.54930110639795,250.2039168358481,0.7036,6,33,1,0,5000,100,120.0,10.0,15.0,0.35,0.35,0.3,0.1
29,8,150,381,130,408,125.82527270824947,208.4346420343797,125.92294619907057,242.03305559365234,0.6537,6,33,1,0,5000,100,120.0,10.0,15.0,0.35,0.35,0.3,0.1
29,9,104,249,87,252,167.57957005474344,172.02616080119907,167.79953127261922,189.274932307477,0.7544,6,33,1,0,5000,100,120.0,10.0,15.0,0.35,0.35,0.3,0.1
30,1,32,451,5,476,135.11961523230403,338.7048862948393,135.32370152492024,375.479693192588,0.5522,4,33,1,0,5000,100,120.0,10.0,15.0,0.35,0.35,0.3,0.1
30,7,316,438,325,475,78.9828883812108,230.24334952393303,78.60630182613825,268.28715958837836,0.4347,4,33,1,0,5000,100,120.0,10.0,15.0,0.35,0.35,0.3,0.1
30,3,136,395,123,414,126.61860197863507,228.0021929719098,126.41336723174497,251.00796800101784,0.6572,4,33,1,0,5000,100,120.0,10.0,15.0,0.35,0.35,0.3,0.1
30,9,101,243,68,250,169.72464183512187,173.78722622793657,169.44819049380772,207.5090359478353,0.5722,4,33,1,0,5000,100,120.0,10.0,15.0,0.35,0.35,0.3,0.1
31,1,29,454,3,479,135.11813546045448,342.94751785076386,135.2137892298771,379.0118731649445,0.7597,6,33,1,0,5000,100,120.0,10.0,15.0,0.35,0.35,0.3,0.1
31,2,322,442,329,478,77.7352262721076,235.3720459187964,77.9052429229879,272.03860020225073,0.7154,6,33,1,0,5000,100,120.0,10.0,15.0,0.35,0.35,0.3,0.1
31,7,314,441,319,477,79.60710783870456,232.81967270830015,79.94269108503619,269.1356535281047,0.4632,6,33,1,0,5000,100,120.0,10.0,15.0,0.35,0.35,0.3,0.1
31,8,147,386,126,413,125.69311902622378,214.24518664371436,125.99346052755867,248.42906432219237,0.6319,6,33,1,0,5000,100,120.0,10.0,15.0,0.35,0.35,0.3,0.1
31,3,134,399,119,418,126.426135421565,232.4069706355642,126.60195363104148,256.6028059082753,0.6721,6,33,1,0,5000,100,120.0,10.0,15.0,0.35,0.35,0.3,0.1
31,9,99,247,64,254,168.5627437810924,176.50495743746123,168.584160475593,212.19802072592478,0.6796,6,33,1,0,5000,100,120.0,10.0,15.0,0.35,0.35,0.3,0.1
32,1,28,454,2,479,135.23578376987663,343.6568055487917,135.32008482378168,379.7222669267632,0.6573,4,33,1,0,5000,100,120.0,10.0,15.0,0.35,0.35,0.3,0.1
32,7,314,441,321,477,79.60710783870456,232.81967270830015,79.5240083331057,269.4921149124775,0.6112,4,33,1,0,5000,100,120.0,10.0,15.0,0.35,0.35,0.3,0.1
32,8,146,386,126,413,125.90972307917767,214.83016547961788,125.99346052755867,248.42906432219237,0.7173,4,33,1,0,5000,100,120.0,10.0,15.0,0.35,0.35,0.3,0.1
32,3,133,399,119,418,126.62399452257333,233.00214591286493,126.60195363104148,256.6028059082753,0.8131,4,33,1,0,5000,100,120.0,10.0,15.0,0.35,0.35,0.3,0.1
33,1,27,455,1,479,135.23481745379365,345.0710071854777,135.42598307664318,380.4339627320358,0.5707,5,33,1,0,5000,100,120.0,10.0,15.0,0.35,0.35,0.3,0.1
33,2,320,442,326,478,78.21181670089238,234.95531490051465,78.52447324857697,271.42586464815764,0.5184,5,33,1,0,5000,100,120.0,10.0,15.0,0.35,0.35,0.3,0.1
